detid,Unnamed: 0_x,timestamp,flow,vehicleTypeFlow,speed,vehicleTypeSpeed,occupancy_percentage,Unnamed: 0_y,type,location_desc,lat,lon
4077012,139,2023-12-05T18:00:00.000+01:00,22,anyVehicle,41.04,carOrLightVehicle,1.0,204.0,Doppelschleife,Paul Henri Spaak Str / bei SB Mast 11,48.13992,11.691611
4081011,140,2023-12-05T18:00:00.000+01:00,19,anyVehicle,51.48,carOrLightVehicle,1.0,205.0,Doppelschleife,Paul Henri Spaak Str / bei SB Mast 23,48.140556,11.694712
4081012,141,2023-12-05T18:00:00.000+01:00,9,anyVehicle,57.6,carOrLightVehicle,0.0,206.0,Doppelschleife,Paul Henri Spaak Str / bei SB Mast 23,48.140556,11.694712
4083011,142,2023-12-05T18:00:00.000+01:00,86,anyVehicle,32.04,carOrLightVehicle,9.0,209.0,Doppelschleife,HollerithstraÃe / HÃ¶he SB Mast 2,48.134907,11.671059
4087011,143,2023-12-05T18:00:00.000+01:00,27,anyVehicle,47.88,carOrLightVehicle,1.0,210.0,Doppelschleife,Am HÃ¼llgraben / An der Mauer vor Kurve,48.13729,11.67337
4087012,144,2023-12-05T18:00:00.000+01:00,32,anyVehicle,47.16,carOrLightVehicle,2.0,211.0,Doppelschleife,Am HÃ¼llgraben / An der Mauer vor Kurve,48.137245,11.67337
4088011,145,2023-12-05T18:00:00.000+01:00,39,anyVehicle,37.08,carOrLightVehicle,3.0,212.0,Doppelschleife,Am HÃ¼llgraben in der Kurve Richtg. Messe,48.137157,11.672629
4089011,146,2023-12-05T18:00:00.000+01:00,75,anyVehicle,39.96,carOrLightVehicle,7.0,213.0,Doppelschleife,Riemer Str. nach Ausfahrt BAB Am Moosfeld,48.13869,11.673439
4091011,147,2023-12-05T18:00:00.000+01:00,93,anyVehicle,40.32,carOrLightVehicle,7.0,214.0,Doppelschleife,Riemer Str. / HS Nr. 303,48.139698,11.672515
4093011,148,2023-12-05T18:00:00.000+01:00,68,anyVehicle,45.72,carOrLightVehicle,5.0,215.0,Doppelschleife,Am HÃ¼llgraben / HÃ¶he SB Mast 19,48.137836,11.686181
4097011,149,2023-12-05T18:00:00.000+01:00,152,anyVehicle,57.24,carOrLightVehicle,5.0,218.0,Doppelschleife,BrudermÃ¼hltunnel Richtung W - O   Block 58,48.11217,11.548109
4097012,150,2023-12-05T18:00:00.000+01:00,284,anyVehicle,53.64,carOrLightVehicle,11.0,219.0,Doppelschleife,BrudermÃ¼hltunnel Richtung W - O   Block 58,48.112152,11.548109
4097013,151,2023-12-05T18:00:00.000+01:00,282,anyVehicle,56.16,carOrLightVehicle,9.0,220.0,Doppelschleife,BrudermÃ¼hltunnel Richtung W - O   Block 58,48.112133,11.548111
4097021,152,2023-12-05T18:00:00.000+01:00,166,anyVehicle,47.88,carOrLightVehicle,7.0,221.0,Doppelschleife,BrudermÃ¼hltunnel Richtung O - W Block 55,48.112034,11.548114
4097022,153,2023-12-05T18:00:00.000+01:00,263,anyVehicle,35.64,carOrLightVehicle,22.0,222.0,Doppelschleife,BrudermÃ¼hltunnel Richtung O - W Block 55,48.112064,11.548109
4097023,154,2023-12-05T18:00:00.000+01:00,248,anyVehicle,38.52,carOrLightVehicle,20.0,223.0,Doppelschleife,BrudermÃ¼hltunnel Richtung O - W Block 55,48.112095,11.548106
4099011,155,2023-12-05T18:00:00.000+01:00,77,anyVehicle,35.64,carOrLightVehicle,7.0,224.0,Doppelschleife,Prinzregenten - Oettingenstr. W - O 20m Ã¶stlich der Ã¶stlichen RSk Oettingenstr.,48.142212,11.592404
4099012,156,2023-12-05T18:00:00.000+01:00,144,anyVehicle,32.76,carOrLightVehicle,14.0,225.0,Doppelschleife,Prinzregenten - Oettingenstr. W - O 20m Ã¶stlich der Ã¶stlichen RSk Oettingenstr.,48.142235,11.592414
4099013,157,2023-12-05T18:00:00.000+01:00,125,anyVehicle,32.76,carOrLightVehicle,12.0,226.0,Doppelschleife,Prinzregenten - Oettingenstr. W - O 20m Ã¶stlich der Ã¶stlichen RSk Oettingenstr.,48.14226,11.592422
4100011,158,2023-12-05T18:00:00.000+01:00,200,anyVehicle,51.12,carOrLightVehicle,8.0,227.0,Doppelschleife,Innsbrucker Ring Richtung S - N Block 7,48.129597,11.615408
4100012,159,2023-12-05T18:00:00.000+01:00,146,anyVehicle,56.16,carOrLightVehicle,5.0,228.0,Doppelschleife,Innsbrucker Ring Richtung S - N Block 7,48.129597,11.615368
4100021,160,2023-12-05T18:00:00.000+01:00,199,anyVehicle,53.64,carOrLightVehicle,8.0,229.0,Doppelschleife,Innsbrucker Ring Richtung N - S Block 7,48.129597,11.615207
4100022,161,2023-12-05T18:00:00.000+01:00,202,anyVehicle,57.6,carOrLightVehicle,7.0,230.0,Doppelschleife,Innsbrucker Ring Richtung N - S Block 7,48.129597,11.615274
4100031,162,2023-12-05T18:00:00.000+01:00,95,anyVehicle,56.52,carOrLightVehicle,3.0,231.0,Doppelschleife,Innsbrucker Ring N - S Ausfahrt,48.12965,11.615019
4100032,163,2023-12-05T18:00:00.000+01:00,32,anyVehicle,57.24,carOrLightVehicle,1.0,232.0,Doppelschleife,Innsbrucker Ring N - S Ausfahrt,48.129642,11.615059
4101011,164,2023-12-05T18:00:00.000+01:00,171,anyVehicle,50.76,carOrLightVehicle,7.0,233.0,Doppelschleife,Richard-Strauss-Tunnel S - N Block 1,48.136684,11.61506
4101012,165,2023-12-05T18:00:00.000+01:00,149,anyVehicle,54.0,carOrLightVehicle,5.0,234.0,Doppelschleife,Richard-Strauss-Tunnel S - N Block 1,48.136684,11.61502
4102011,166,2023-12-05T18:00:00.000+01:00,44,anyVehicle,56.16,carOrLightVehicle,1.0,235.0,Doppelschleife,Richard-Strauss-Tunnel S - N Block 65,48.142857,11.615551
4102012,167,2023-12-05T18:00:00.000+01:00,265,anyVehicle,54.0,carOrLightVehicle,10.0,236.0,Doppelschleife,Richard-Strauss-Tunnel S - N Block 65,48.142857,11.615551
4102013,168,2023-12-05T18:00:00.000+01:00,205,anyVehicle,57.6,carOrLightVehicle,7.0,237.0,Doppelschleife,Richard-Strauss-Tunnel S - N Block 65,48.142857,11.615551
4102021,169,2023-12-05T18:00:00.000+01:00,341,anyVehicle,43.56,carOrLightVehicle,17.0,238.0,Doppelschleife,Richard-Strauss-Tunnel N - S Block 65,48.142845,11.615323
4102022,170,2023-12-05T18:00:00.000+01:00,312,anyVehicle,47.88,carOrLightVehicle,14.0,239.0,Doppelschleife,Richard-Strauss-Tunnel N - S Block 65,48.142845,11.615323
4103011,171,2023-12-05T18:00:00.000+01:00,37,anyVehicle,47.52,carOrLightVehicle,1.0,240.0,Doppelschleife,"Richard-Strauss-Tunnel, N - S Block 123",48.150932,11.615827
4103012,172,2023-12-05T18:00:00.000+01:00,305,anyVehicle,47.16,carOrLightVehicle,14.0,241.0,Doppelschleife,"Richard-Strauss-Tunnel, N - S Block 123",48.150932,11.615856
4103013,173,2023-12-05T18:00:00.000+01:00,297,anyVehicle,51.12,carOrLightVehicle,12.0,242.0,Doppelschleife,"Richard-Strauss-Tunnel, N - S Block 123",48.150936,11.61588
4104011,174,2023-12-05T18:00:00.000+01:00,179,anyVehicle,54.0,carOrLightVehicle,6.0,243.0,Doppelschleife,Effner Tunnel S - N Block 1,48.152378,11.614755
4104012,175,2023-12-05T18:00:00.000+01:00,225,anyVehicle,57.6,carOrLightVehicle,7.0,244.0,Doppelschleife,Effner Tunnel S - N Block 1,48.15236,11.614728
4105011,176,2023-12-05T18:00:00.000+01:00,204,anyVehicle,52.2,carOrLightVehicle,7.0,245.0,Doppelschleife,Effner Tunnel N - S Block 9,48.152805,11.613877
4105012,177,2023-12-05T18:00:00.000+01:00,308,anyVehicle,55.8,carOrLightVehicle,10.0,246.0,Doppelschleife,Effner Tunnel N - S Block 9,48.152813,11.613918
4106011,178,2023-12-05T18:00:00.000+01:00,176,anyVehicle,45.0,carOrLightVehicle,8.0,247.0,Doppelschleife,"Richard-Strauss-Tunnel, Seitenarm BAB A94, O - W, Block S09",48.137325,11.618105
4106021,179,2023-12-05T18:00:00.000+01:00,189,anyVehicle,46.08,carOrLightVehicle,9.0,248.0,Doppelschleife,"Richard-Strauss-Tunnel, Seitenarm, W - O,   Block S09",48.137074,11.618067
4107011,180,2023-12-05T18:00:00.000+01:00,145,anyVehicle,53.64,carOrLightVehicle,6.0,249.0,Doppelschleife,Dachauer Str. B 304   Dachauerstr. einwÃ¤rts.20m v.BrÃ¼cke,48.199066,11.494017
4107012,181,2023-12-05T18:00:00.000+01:00,116,anyVehicle,57.6,carOrLightVehicle,4.0,250.0,Doppelschleife,Dachauer Str. B 304   Dachauerstr. einwÃ¤rts.20m v.BrÃ¼cke,48.199047,11.493968
4108011,184,2023-12-05T18:00:00.000+01:00,34,anyVehicle,41.76,carOrLightVehicle,2.0,253.0,Doppelschleife,"Freisinger Landstr., nÃ¶rdl. der Heidemannstr.",48.195847,11.624235
4108012,185,2023-12-05T18:00:00.000+01:00,53,anyVehicle,44.64,carOrLightVehicle,3.0,254.0,Doppelschleife,"Freisinger Landstr., nÃ¶rdl. der Heidemannstr.",48.195827,11.624289
4108021,186,2023-12-05T18:00:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0,255.0,Doppelschleife,"Freisinger Landstr., nÃ¶rdl. der Heidemannstr.",48.196255,11.6247425
4108022,187,2023-12-05T18:00:00.000+01:00,59,anyVehicle,39.6,carOrLightVehicle,5.0,256.0,Doppelschleife,"Freisinger Landstr., nÃ¶rdl. der Heidemannstr.",48.196262,11.624704
4110011,188,2023-12-05T18:00:00.000+01:00,79,anyVehicle,45.36,carOrLightVehicle,6.0,261.0,Doppelschleife,"Landsberger Str., westl. Lohensteinstr. (stadteinwÃ¤rts)",48.14508,11.480659
4110012,189,2023-12-05T18:00:00.000+01:00,123,anyVehicle,45.36,carOrLightVehicle,9.0,262.0,Doppelschleife,"Landsberger Str., westl. Lohensteinstr. (stadteinwÃ¤rts)",48.145107,11.4806595
4110021,190,2023-12-05T18:00:00.000+01:00,115,anyVehicle,34.92,carOrLightVehicle,12.0,263.0,Doppelschleife,"Landsberger Str., westl. Lohensteinstr. (stadtauswÃ¤rts)",48.145172,11.480662
4110022,191,2023-12-05T18:00:00.000+01:00,138,anyVehicle,35.64,carOrLightVehicle,16.0,264.0,Doppelschleife,"Landsberger Str., westl. Lohensteinstr. (stadtauswÃ¤rts)",48.145138,11.4806595
4111011,192,2023-12-05T18:00:00.000+01:00,130,anyVehicle,29.52,carOrLightVehicle,26.0,265.0,Doppelschleife,"Lerchenauer Str. , S-N,  85m v. Wilhelmine-Reichard-Str.",48.190823,11.549463
4111012,193,2023-12-05T18:00:00.000+01:00,34,anyVehicle,33.48,carOrLightVehicle,3.0,266.0,Doppelschleife,"Lerchenauer Str. , S-N,  85m v. Wilhelmine-Reichard-Str.",48.19081,11.54941
4111013,194,2023-12-05T18:00:00.000+01:00,52,anyVehicle,44.64,carOrLightVehicle,3.0,267.0,Doppelschleife,"Lerchenauer Str. , N-S,  85m v. Wilhelmine-Reichard-Str.",48.19079,11.549313
4111014,195,2023-12-05T18:00:00.000+01:00,46,anyVehicle,47.52,carOrLightVehicle,3.0,268.0,Doppelschleife,"Lerchenauer Str. , N-S,  85m v. Wilhelmine-Reichard-Str.",48.190792,11.549351
4112011,196,2023-12-05T18:00:00.000+01:00,43,anyVehicle,32.76,carOrLightVehicle,5.0,269.0,Doppelschleife,"Lerchenauer Str, nÃ¶rdl. der Lerchenstr. auswÃ¤rts",48.201103,11.542554
4112012,197,2023-12-05T18:00:00.000+01:00,69,anyVehicle,37.44,carOrLightVehicle,7.0,270.0,Doppelschleife,"Lerchenauer Str, nÃ¶rdl. der Lerchenstr. einwÃ¤rts",48.201077,11.542524
4115011,198,2023-12-05T18:00:00.000+01:00,19,anyVehicle,36.72,carOrLightVehicle,2.0,279.0,Doppelschleife,"Ungererstr., zwischen Gundelinden und Stengelstr.",48.16963,11.593642
4115012,199,2023-12-05T18:00:00.000+01:00,84,anyVehicle,43.92,carOrLightVehicle,6.0,280.0,Doppelschleife,"Ungererstr., zwischen Gundelinden und Stengelstr.",48.16964,11.593607
4118011,200,2023-12-05T18:00:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,100.0,287.0,Doppelschleife,Von Kahr Str. - Willi Wien Str.   Von Kahr Str.  einwÃ¤rts,48.177387,11.468605
4118012,201,2023-12-05T18:00:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,100.0,288.0,Doppelschleife,Von Kahr Str. - Willi Wien Str.   Von Kahr Str.  einwÃ¤rts,48.17742,11.468605
4118013,202,2023-12-05T18:00:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,100.0,289.0,Doppelschleife,"Von Kahr Str. auswÃ¤rts, HÃ¶he: Willi Wien Str., Im Abfluss zur LZA  848.",48.177536,11.467776
4118014,203,2023-12-05T18:00:00.000+01:00,34,anyVehicle,32.04,carOrLightVehicle,3.0,290.0,Doppelschleife,"Von Kahr Str. auswÃ¤rts, HÃ¶he: Willi Wien Str., Im Abfluss zur LZA  848.",48.177505,11.467772
4119011,204,2023-12-05T18:00:00.000+01:00,39,anyVehicle,0.0,carOrLightVehicle,4.0,291.0,Einfachschleife,"Leopoldstr., zw. Giselastr. und Martiusstr. FR Nord",48.15641,11.584125
4119012,205,2023-12-05T18:00:00.000+01:00,75,anyVehicle,0.0,carOrLightVehicle,14.0,292.0,Einfachschleife,"Leopoldstr., zw. Giselastr. und Martiusstr. FR Nord",48.156414,11.584085
4119013,206,2023-12-05T18:00:00.000+01:00,33,anyVehicle,0.0,carOrLightVehicle,5.0,293.0,Einfachschleife,"Leopoldstr., zw. Giselastr. und Martiusstr. FR SÃ¼d",48.15643,11.583993
4119014,207,2023-12-05T18:00:00.000+01:00,164,anyVehicle,0.0,carOrLightVehicle,22.0,294.0,Einfachschleife,"Leopoldstr., zw. Giselastr. und Martiusstr. FR SÃ¼d",48.156425,11.584023
4128011,243,2023-12-05T18:00:00.000+01:00,153,anyVehicle,38.16,carOrLightVehicle,8.0,330.0,Doppelschleife,BodenseestraÃe B2 stadtauswÃ¤rts,48.142487,11.421737
4128021,244,2023-12-05T18:00:00.000+01:00,161,anyVehicle,37.08,carOrLightVehicle,10.0,331.0,Doppelschleife,BodenseestraÃe B2 stadteinwÃ¤rts,48.142567,11.421715
4129011,245,2023-12-05T18:00:00.000+01:00,74,anyVehicle,35.64,carOrLightVehicle,4.0,332.0,Doppelschleife,Wasserburger LandstraÃe / B304 bei Haus-Nr: 248a stadtauswÃ¤rts,48.111893,11.70677
4129012,246,2023-12-05T18:00:00.000+01:00,169,anyVehicle,37.08,carOrLightVehicle,9.0,333.0,Doppelschleife,Wasserburger LandstraÃe / B304 bei Haus-Nr: 248a stadtauswÃ¤rts,48.111958,11.70678
4129021,247,2023-12-05T18:00:00.000+01:00,72,anyVehicle,40.68,carOrLightVehicle,4.0,334.0,Doppelschleife,Wasserburger LandstraÃe / B304 bei Haus-Nr: 248a stadteinwÃ¤rts,48.11206,11.706877
4129022,248,2023-12-05T18:00:00.000+01:00,132,anyVehicle,44.28,carOrLightVehicle,6.0,335.0,Doppelschleife,Wasserburger LandstraÃe / B304 bei Haus-Nr: 248a stadteinwÃ¤rts,48.112007,11.706844
4130011,249,2023-12-05T18:00:00.000+01:00,157,anyVehicle,47.16,carOrLightVehicle,7.0,336.0,Doppelschleife,Putzbrunner StraÃe / St2079 stadtauswÃ¤rts,48.08668,11.672534
4130021,250,2023-12-05T18:00:00.000+01:00,98,anyVehicle,51.12,carOrLightVehicle,4.0,337.0,Doppelschleife,Putzbrunner StraÃe / St2079 stadteinwÃ¤rts,48.08675,11.67262
4131011,251,2023-12-05T18:00:00.000+01:00,189,anyVehicle,54.36,carOrLightVehicle,7.0,338.0,Doppelschleife,StÃ¤ndlerstraÃe nÃ¤he FuÃgÃ¤ngerbrÃ¼cke stadtauswÃ¤rts,48.105797,11.640701
4131012,252,2023-12-05T18:00:00.000+01:00,108,anyVehicle,63.0,carOrLightVehicle,3.0,339.0,Doppelschleife,StÃ¤ndlerstraÃe nÃ¤he FuÃgÃ¤ngerbrÃ¼cke stadtauswÃ¤rts,48.105846,11.640701
4131021,253,2023-12-05T18:00:00.000+01:00,146,anyVehicle,59.76,carOrLightVehicle,5.0,340.0,Doppelschleife,StÃ¤ndlerstraÃe nÃ¤he FuÃgÃ¤ngerbrÃ¼cke stadteinwÃ¤rts,48.105934,11.640948
4131022,254,2023-12-05T18:00:00.000+01:00,51,anyVehicle,64.44,carOrLightVehicle,1.0,341.0,Doppelschleife,StÃ¤ndlerstraÃe nÃ¤he FuÃgÃ¤ngerbrÃ¼cke stadteinwÃ¤rts,48.105904,11.640948
4132011,255,2023-12-05T18:00:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0,342.0,Doppelschleife,Georg-Brauchle-Ring / Olympiaknoten Fahrtrichtung Ost,48.17603,11.543359
4132012,256,2023-12-05T18:00:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0,343.0,Doppelschleife,Georg-Brauchle-Ring / Olympiaknoten Fahrtrichtung Ost,48.17611,11.543326
4132013,257,2023-12-05T18:00:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0,344.0,Doppelschleife,Georg-Brauchle-Ring / Olympiaknoten Fahrtrichtung Ost,48.176197,11.543369
4132014,258,2023-12-05T18:00:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0,345.0,Doppelschleife,Georg-Brauchle-Ring / Olympiaknoten Fahrtrichtung Ost,48.176266,11.543348
4132021,259,2023-12-05T18:00:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0,346.0,Doppelschleife,Georg-Brauchle-Ring / Olympiaknoten Fahrtrichtung West,48.176662,11.543359
4132022,260,2023-12-05T18:00:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0,347.0,Doppelschleife,Georg-Brauchle-Ring / Olympiaknoten Fahrtrichtung West,48.176582,11.543283
4132023,261,2023-12-05T18:00:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0,348.0,Doppelschleife,Georg-Brauchle-Ring / Olympiaknoten Fahrtrichtung West,48.176517,11.543283
4132024,262,2023-12-05T18:00:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0,349.0,Doppelschleife,Georg-Brauchle-Ring / Olympiaknoten Fahrtrichtung West,48.176376,11.543359
4132025,263,2023-12-05T18:00:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0,350.0,Doppelschleife,Georg-Brauchle-Ring / Olympiaknoten Fahrtrichtung West,48.176323,11.543359
4133011,264,2023-12-05T18:00:00.000+01:00,107,anyVehicle,38.88,carOrLightVehicle,6.0,351.0,Doppelschleife,LuitpoldbrÃ¼cke stadtauswÃ¤rts Richtung Europaplatz,48.141064,11.595683
4133012,265,2023-12-05T18:00:00.000+01:00,135,anyVehicle,38.52,carOrLightVehicle,7.0,352.0,Doppelschleife,LuitpoldbrÃ¼cke stadtauswÃ¤rts Richtung Europaplatz,48.14105,11.595791
4133021,266,2023-12-05T18:00:00.000+01:00,87,anyVehicle,36.0,carOrLightVehicle,5.0,353.0,Doppelschleife,LuitpoldbrÃ¼cke stadteinwÃ¤rts Richtung Altstadtringtunnel,48.142086,11.596145
4133022,267,2023-12-05T18:00:00.000+01:00,122,anyVehicle,33.12,carOrLightVehicle,7.0,354.0,Doppelschleife,LuitpoldbrÃ¼cke stadteinwÃ¤rts Richtung Altstadtringtunnel,48.14206,11.596273
4134011,268,2023-12-05T18:00:00.000+01:00,117,anyVehicle,33.48,carOrLightVehicle,7.0,355.0,Doppelschleife,"Wittelsbacherbruecke, bei Schyrenplatz",48.121822,11.568904
4134021,269,2023-12-05T18:00:00.000+01:00,13,anyVehicle,38.52,carOrLightVehicle,1.0,356.0,Doppelschleife,"Wittelsbacherbruecke, bei Schyrenplatz",48.121906,11.569065
4134022,270,2023-12-05T18:00:00.000+01:00,69,anyVehicle,43.56,carOrLightVehicle,3.0,357.0,Doppelschleife,"Wittelsbacherbruecke, bei Schyrenplatz",48.121887,11.569033
4134023,271,2023-12-05T18:00:00.000+01:00,68,anyVehicle,38.88,carOrLightVehicle,3.0,358.0,Doppelschleife,"Wittelsbacherbruecke, bei Schyrenplatz",48.12188,11.56899
4135011,272,2023-12-05T18:00:00.000+01:00,308,anyVehicle,21.6,carOrLightVehicle,31.0,359.0,Doppelschleife,FÃ¶hringer Ring Fahrtrichtung Ost,48.186176,11.621325
4135021,274,2023-12-05T18:00:00.000+01:00,297,anyVehicle,55.44,carOrLightVehicle,11.0,360.0,Doppelschleife,FÃ¶hringer Ring Fahrtrichtung West BAB A9,48.186275,11.621475
4136011,276,2023-12-05T18:00:00.000+01:00,80,anyVehicle,39.24,carOrLightVehicle,4.0,361.0,Doppelschleife,Thalkirchner BrÃ¼cke,48.100266,11.553884
4136021,277,2023-12-05T18:00:00.000+01:00,67,anyVehicle,36.72,carOrLightVehicle,3.0,362.0,Doppelschleife,Thalkirchner BrÃ¼cke,48.100353,11.553916
4137011,278,2023-12-05T18:00:00.000+01:00,15,anyVehicle,43.92,carOrLightVehicle,1.0,363.0,Doppelschleife,Dachauer StraÃe,48.172825,11.527405
4137012,279,2023-12-05T18:00:00.000+01:00,68,anyVehicle,44.64,carOrLightVehicle,3.0,364.0,Doppelschleife,Dachauer StraÃe,48.172867,11.527437
4137013,280,2023-12-05T18:00:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0,365.0,Doppelschleife,Dachauer StraÃe,48.17292,11.527491
4137021,281,2023-12-05T18:00:00.000+01:00,58,anyVehicle,48.24,carOrLightVehicle,3.0,366.0,Doppelschleife,Dachauer StraÃe,48.173046,11.527619
4137022,282,2023-12-05T18:00:00.000+01:00,106,anyVehicle,48.96,carOrLightVehicle,5.0,367.0,Doppelschleife,Dachauer StraÃe,48.172997,11.527555
4138011,283,2023-12-05T18:00:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0,368.0,Doppelschleife,FÃ¼rstenrieder StraÃe,48.103275,11.501055
4138012,284,2023-12-05T18:00:00.000+01:00,128,anyVehicle,52.2,carOrLightVehicle,5.0,369.0,Doppelschleife,FÃ¼rstenrieder StraÃe,48.10325,11.5011835
4138013,285,2023-12-05T18:00:00.000+01:00,128,anyVehicle,50.76,carOrLightVehicle,5.0,370.0,Doppelschleife,FÃ¼rstenrieder StraÃe,48.10309,11.501291
4138014,286,2023-12-05T18:00:00.000+01:00,86,anyVehicle,53.64,carOrLightVehicle,3.0,371.0,Doppelschleife,FÃ¼rstenrieder StraÃe,48.10312,11.501398
4138021,287,2023-12-05T18:00:00.000+01:00,87,anyVehicle,50.04,carOrLightVehicle,3.0,372.0,Doppelschleife,FÃ¼rstenrieder StraÃe,48.10365,11.502792
4138022,288,2023-12-05T18:00:00.000+01:00,3,anyVehicle,48.24,carOrLightVehicle,0.0,373.0,Doppelschleife,FÃ¼rstenrieder StraÃe,48.10362,11.502686
4138023,289,2023-12-05T18:00:00.000+01:00,100,anyVehicle,51.48,carOrLightVehicle,4.0,374.0,Doppelschleife,FÃ¼rstenrieder StraÃe,48.103333,11.5016985
4138024,290,2023-12-05T18:00:00.000+01:00,46,anyVehicle,55.44,carOrLightVehicle,2.0,375.0,Doppelschleife,FÃ¼rstenrieder StraÃe,48.103317,11.50157
4139011,291,2023-12-05T18:00:00.000+01:00,144,anyVehicle,35.28,carOrLightVehicle,9.0,376.0,Doppelschleife,PlinganserstraÃe,48.115017,11.539614
4139021,292,2023-12-05T18:00:00.000+01:00,146,anyVehicle,20.52,carOrLightVehicle,27.0,377.0,Doppelschleife,PlinganserstraÃe,48.11496,11.539807
4139022,293,2023-12-05T18:00:00.000+01:00,26,anyVehicle,29.16,carOrLightVehicle,3.0,378.0,Doppelschleife,PlinganserstraÃe,48.114975,11.539732
4140011,294,2023-12-05T18:00:00.000+01:00,66,anyVehicle,42.84,carOrLightVehicle,3.0,379.0,Doppelschleife,GrÃ¼nwalder Str. / (sÃ¼dl. Schorerstr.),48.107388,11.572445
4140012,295,2023-12-05T18:00:00.000+01:00,71,anyVehicle,43.2,carOrLightVehicle,3.0,380.0,Doppelschleife,GrÃ¼nwalder Str. / (sÃ¼dl. Schorerstr.),48.10736,11.572509
4140021,296,2023-12-05T18:00:00.000+01:00,75,anyVehicle,37.8,carOrLightVehicle,4.0,381.0,Doppelschleife,GrÃ¼nwalder Str. / (sÃ¼dl. Schorerstr.),48.107258,11.572713
4140022,297,2023-12-05T18:00:00.000+01:00,106,anyVehicle,36.72,carOrLightVehicle,5.0,382.0,Doppelschleife,GrÃ¼nwalder Str. / (sÃ¼dl. Schorerstr.),48.10729,11.572638
4141011,298,2023-12-05T18:00:00.000+01:00,67,anyVehicle,34.92,carOrLightVehicle,4.0,383.0,Doppelschleife,"Berg-am-Laim-StraÃe, JosephsburgstraÃe",48.129196,11.625885
4141012,299,2023-12-05T18:00:00.000+01:00,146,anyVehicle,34.56,carOrLightVehicle,8.0,384.0,Doppelschleife,"Berg-am-Laim-StraÃe, JosephsburgstraÃe",48.12925,11.625906
4141021,300,2023-12-05T18:00:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,100.0,385.0,Doppelschleife,"Berg-am-Laim-StraÃe, JosephsburgstraÃe",48.129383,11.625959
4141022,301,2023-12-05T18:00:00.000+01:00,107,anyVehicle,38.88,carOrLightVehicle,5.0,386.0,Doppelschleife,"Berg-am-Laim-StraÃe, JosephsburgstraÃe",48.129333,11.625928
4144011,304,2023-12-05T18:00:00.000+01:00,21,anyVehicle,43.92,carOrLightVehicle,1.0,389.0,Doppelschleife,Paul-Heyse-UnterfÃ¼hrung,48.140724,11.555825
4144012,305,2023-12-05T18:00:00.000+01:00,50,anyVehicle,43.56,carOrLightVehicle,2.0,390.0,Doppelschleife,Paul-Heyse-UnterfÃ¼hrung,48.14074,11.55589
4144021,306,2023-12-05T18:00:00.000+01:00,59,anyVehicle,45.36,carOrLightVehicle,3.0,391.0,Doppelschleife,Paul-Heyse-UnterfÃ¼hrung,48.14073,11.556093
4144022,307,2023-12-05T18:00:00.000+01:00,76,anyVehicle,45.36,carOrLightVehicle,3.0,392.0,Doppelschleife,Paul-Heyse-UnterfÃ¼hrung,48.140747,11.556019
4146011,314,2023-12-05T18:00:00.000+01:00,146,anyVehicle,34.56,carOrLightVehicle,9.0,399.0,Doppelschleife,Truderinger StraÃe,48.1353,11.633105
4146021,315,2023-12-05T18:00:00.000+01:00,124,anyVehicle,27.0,carOrLightVehicle,13.0,400.0,Doppelschleife,Truderinger StraÃe / UnterfÃ¼hrung DB,48.1353,11.633224
4147011,316,2023-12-05T18:00:00.000+01:00,68,anyVehicle,48.96,carOrLightVehicle,3.0,401.0,Doppelschleife,Fahrtrichtung Ost Candidtunnel,48.112797,11.565857
4147012,317,2023-12-05T18:00:00.000+01:00,130,anyVehicle,50.76,carOrLightVehicle,5.0,402.0,Doppelschleife,Fahrtrichtung Ost Candidtunnel,48.11284,11.565857
4147013,318,2023-12-05T18:00:00.000+01:00,335,anyVehicle,41.76,carOrLightVehicle,18.0,403.0,Doppelschleife,Fahrtrichtung Ost Candidtunnel,48.112885,11.56591
4147014,319,2023-12-05T18:00:00.000+01:00,389,anyVehicle,47.88,carOrLightVehicle,17.0,404.0,Doppelschleife,Fahrtrichtung Ost Candidtunnel,48.112934,11.5659
4147021,320,2023-12-05T18:00:00.000+01:00,185,anyVehicle,42.84,carOrLightVehicle,9.0,405.0,Doppelschleife,Fahrtrichtung West BrudermÃ¼hltunnel,48.113148,11.5645485
