Unnamed: 0.1,detid,Unnamed: 0,LZANR,NAME,DET_IND,DET_NAM,dtctr_t,dtctr_l,lon,lat,Unnamed: 0_x,timestamp,flow,vehicleTypeFlow,speed,vehicleTypeSpeed,occupancy_percentage,Unnamed: 0_y,type,location_desc
2444,10933002,2444,933.0,Allacher-/ Von-Kahr-Str.,2.0,D12,LZA-Detektor,0,11.486883,48.17926,7306.0,2023-12-05T18:00:00.000+01:00,15.0,anyVehicle,0.0,carOrLightVehicle,1.0,7823.0,LZA-Detektor,Allacher-/ Von-Kahr-Str.
2445,10933003,2445,933.0,Allacher-/ Von-Kahr-Str.,3.0,D21,LZA-Detektor,0,11.486891,48.179623,7307.0,2023-12-05T18:00:00.000+01:00,30.0,anyVehicle,0.0,carOrLightVehicle,3.0,7824.0,LZA-Detektor,Allacher-/ Von-Kahr-Str.
2446,10933004,2446,933.0,Allacher-/ Von-Kahr-Str.,4.0,D22,LZA-Detektor,0,11.486897,48.179646,7308.0,2023-12-05T18:00:00.000+01:00,45.0,anyVehicle,0.0,carOrLightVehicle,4.0,7825.0,LZA-Detektor,Allacher-/ Von-Kahr-Str.
2447,10933005,2447,933.0,Allacher-/ Von-Kahr-Str.,5.0,D31,LZA-Detektor,0,11.488041,48.179573,7309.0,2023-12-05T18:00:00.000+01:00,60.0,anyVehicle,0.0,carOrLightVehicle,10.0,7826.0,LZA-Detektor,Allacher-/ Von-Kahr-Str.
2448,10933006,2448,933.0,Allacher-/ Von-Kahr-Str.,6.0,D41,LZA-Detektor,0,11.487962,48.17954,7310.0,2023-12-05T18:00:00.000+01:00,91.0,anyVehicle,0.0,carOrLightVehicle,8.0,7827.0,LZA-Detektor,Allacher-/ Von-Kahr-Str.
2449,10933007,2449,933.0,Allacher-/ Von-Kahr-Str.,7.0,D42,LZA-Detektor,0,11.487968,48.179504,7311.0,2023-12-05T18:00:00.000+01:00,98.0,anyVehicle,0.0,carOrLightVehicle,8.0,7828.0,LZA-Detektor,Allacher-/ Von-Kahr-Str.
2500,10976001,2500,976.0,Dachauer-/ Max-Born-Str.,1.0,D11,LZA-Detektor,0,11.502917,48.192963,7601.0,2023-12-05T18:00:00.000+01:00,163.0,anyVehicle,0.0,carOrLightVehicle,18.0,8129.0,LZA-Detektor,Dachauer-/ Max-Born-Str.
2501,10976002,2501,976.0,Dachauer-/ Max-Born-Str.,2.0,D12,LZA-Detektor,0,11.502914,48.192932,7602.0,2023-12-05T18:00:00.000+01:00,158.0,anyVehicle,0.0,carOrLightVehicle,14.0,8130.0,LZA-Detektor,Dachauer-/ Max-Born-Str.
2502,10976003,2502,976.0,Dachauer-/ Max-Born-Str.,3.0,D21,LZA-Detektor,0,11.502107,48.192448,7603.0,2023-12-05T18:00:00.000+01:00,35.0,anyVehicle,0.0,carOrLightVehicle,3.0,8131.0,LZA-Detektor,Dachauer-/ Max-Born-Str.
2503,10976004,2503,976.0,Dachauer-/ Max-Born-Str.,4.0,D22,LZA-Detektor,0,11.502066,48.192448,7604.0,2023-12-05T18:00:00.000+01:00,68.0,anyVehicle,0.0,carOrLightVehicle,31.0,8132.0,LZA-Detektor,Dachauer-/ Max-Born-Str.
2504,10976005,2504,976.0,Dachauer-/ Max-Born-Str.,5.0,D23,LZA-Detektor,0,11.502017,48.19245,7605.0,2023-12-05T18:00:00.000+01:00,39.0,anyVehicle,0.0,carOrLightVehicle,14.0,8133.0,LZA-Detektor,Dachauer-/ Max-Born-Str.
2505,10976006,2505,976.0,Dachauer-/ Max-Born-Str.,6.0,D31,LZA-Detektor,0,11.501508,48.19291,7606.0,2023-12-05T18:00:00.000+01:00,95.0,anyVehicle,0.0,carOrLightVehicle,17.0,8134.0,LZA-Detektor,Dachauer-/ Max-Born-Str.
2506,10976007,2506,976.0,Dachauer-/ Max-Born-Str.,7.0,D32,LZA-Detektor,0,11.501317,48.192963,7607.0,2023-12-05T18:00:00.000+01:00,98.0,anyVehicle,0.0,carOrLightVehicle,15.0,8135.0,LZA-Detektor,Dachauer-/ Max-Born-Str.
2507,10976008,2507,976.0,Dachauer-/ Max-Born-Str.,8.0,D33,LZA-Detektor,0,11.501324,48.192993,7608.0,2023-12-05T18:00:00.000+01:00,106.0,anyVehicle,0.0,carOrLightVehicle,12.0,8136.0,LZA-Detektor,Dachauer-/ Max-Born-Str.
2509,10976010,2509,976.0,Dachauer-/ Max-Born-Str.,10.0,D41,LZA-Detektor,0,11.502427,48.192932,7610.0,2023-12-05T18:00:00.000+01:00,35.0,anyVehicle,0.0,carOrLightVehicle,69.0,8138.0,LZA-Detektor,Dachauer-/ Max-Born-Str.
2510,10997001,2510,997.0,Eversbusch-/ Otto-Warburg-Str.,1.0,D11,LZA-Detektor,0,11.458162,48.206528,7718.0,2023-12-05T18:00:00.000+01:00,123.0,anyVehicle,0.0,carOrLightVehicle,14.0,8247.0,LZA-Detektor,Eversbusch-/ Otto-Warburg-Str.
2511,10997002,2511,997.0,Eversbusch-/ Otto-Warburg-Str.,2.0,D21,LZA-Detektor,0,11.457657,48.205692,7719.0,2023-12-05T18:00:00.000+01:00,78.0,anyVehicle,0.0,carOrLightVehicle,8.0,8248.0,LZA-Detektor,Eversbusch-/ Otto-Warburg-Str.
2512,10997003,2512,997.0,Eversbusch-/ Otto-Warburg-Str.,3.0,D22,LZA-Detektor,0,11.457687,48.20587,7720.0,2023-12-05T18:00:00.000+01:00,91.0,anyVehicle,0.0,carOrLightVehicle,15.0,8249.0,LZA-Detektor,Eversbusch-/ Otto-Warburg-Str.
2513,10997004,2513,997.0,Eversbusch-/ Otto-Warburg-Str.,4.0,D23,LZA-Detektor,0,11.45778,48.206028,7721.0,2023-12-05T18:00:00.000+01:00,80.0,anyVehicle,0.0,carOrLightVehicle,21.0,8250.0,LZA-Detektor,Eversbusch-/ Otto-Warburg-Str.
2514,10997005,2514,997.0,Eversbusch-/ Otto-Warburg-Str.,5.0,D41,LZA-Detektor,0,11.457634,48.206215,7722.0,2023-12-05T18:00:00.000+01:00,19.0,anyVehicle,0.0,carOrLightVehicle,47.0,8251.0,LZA-Detektor,Eversbusch-/ Otto-Warburg-Str.
2515,10997006,2515,997.0,Eversbusch-/ Otto-Warburg-Str.,6.0,D42,LZA-Detektor,0,11.457662,48.206238,7723.0,2023-12-05T18:00:00.000+01:00,30.0,anyVehicle,0.0,carOrLightVehicle,38.0,8252.0,LZA-Detektor,Eversbusch-/ Otto-Warburg-Str.
2516,10997007,2516,997.0,Eversbusch-/ Otto-Warburg-Str.,7.0,D43,LZA-Detektor,0,11.457554,48.20634,7724.0,2023-12-05T18:00:00.000+01:00,34.0,anyVehicle,0.0,carOrLightVehicle,9.0,8253.0,LZA-Detektor,Eversbusch-/ Otto-Warburg-Str.
2518,10997009,2518,997.0,Eversbusch-/ Otto-Warburg-Str.,9.0,D24,LZA-Detektor,0,11.458213,48.206497,7726.0,2023-12-05T18:00:00.000+01:00,68.0,anyVehicle,0.0,carOrLightVehicle,7.0,8255.0,LZA-Detektor,Eversbusch-/ Otto-Warburg-Str.
2527,11017003,2527,1017.0,Gleim-/ Weltenburger Str.,3.0,D11,LZA-Detektor,0,11.627037,48.14141,7832.0,2023-12-05T18:00:00.000+01:00,89.0,anyVehicle,0.0,carOrLightVehicle,10.0,8361.0,LZA-Detektor,Gleim-/ Weltenburger Str.
2528,11017004,2528,1017.0,Gleim-/ Weltenburger Str.,4.0,D21,LZA-Detektor,0,11.627265,48.1419,7833.0,2023-12-05T18:00:00.000+01:00,72.0,anyVehicle,0.0,carOrLightVehicle,12.0,8362.0,LZA-Detektor,Gleim-/ Weltenburger Str.
2541,11028001,2541,1028.0,Rhein-/ Mainzer Str.,1.0,D51,LZA-Detektor,0,11.581254,48.167046,7881.0,2023-12-05T18:00:00.000+01:00,20.0,anyVehicle,0.0,carOrLightVehicle,13.0,8412.0,LZA-Detektor,Rhein-/ Mainzer Str.
2542,11028002,2542,1028.0,Rhein-/ Mainzer Str.,2.0,D52,LZA-Detektor,0,11.581182,48.167137,7882.0,2023-12-05T18:00:00.000+01:00,19.0,anyVehicle,0.0,carOrLightVehicle,18.0,8413.0,LZA-Detektor,Rhein-/ Mainzer Str.
2545,11032004,2545,1032.0,Grosjean-/ Oberföhringer Str.,4.0,D11,LZA-Detektor,0,11.612794,48.154892,7902.0,2023-12-05T18:00:00.000+01:00,62.0,anyVehicle,0.0,carOrLightVehicle,6.0,8433.0,LZA-Detektor,Grosjean-/ OberfÃÂ¶hringer Str.
2547,11032006,2547,1032.0,Grosjean-/ Oberföhringer Str.,6.0,D31,LZA-Detektor,0,11.612794,48.154892,7904.0,2023-12-05T18:00:00.000+01:00,60.0,anyVehicle,0.0,carOrLightVehicle,11.0,8435.0,LZA-Detektor,Grosjean-/ OberfÃÂ¶hringer Str.
2548,11033001,2548,1033.0,Baldur-/ Nederlinger Str.,1.0,D21,LZA-Detektor,0,11.516594,48.16758,7905.0,2023-12-05T18:00:00.000+01:00,15.0,anyVehicle,0.0,carOrLightVehicle,25.0,8436.0,LZA-Detektor,Baldur-/ Nederlinger Str.
2549,11039002,2549,1039.0,Eversbuschstr./ Hohenadelweg,2.0,D11,LZA-Detektor,0,11.457026,48.203712,7929.0,2023-12-05T18:00:00.000+01:00,103.0,anyVehicle,0.0,carOrLightVehicle,11.0,8460.0,LZA-Detektor,Eversbuschstr./ Hohenadelweg
2550,11039003,2550,1039.0,Eversbuschstr./ Hohenadelweg,3.0,D21,LZA-Detektor,0,11.457294,48.204258,7930.0,2023-12-05T18:00:00.000+01:00,138.0,anyVehicle,0.0,carOrLightVehicle,15.0,8461.0,LZA-Detektor,Eversbuschstr./ Hohenadelweg
2593,11056002,2593,1056.0,Clemens-/ Schleißheimer Str.,2.0,D12,LZA-Detektor,0,11.56446,48.164097,8077.0,2023-12-05T18:00:00.000+01:00,124.0,anyVehicle,0.0,carOrLightVehicle,13.0,8613.0,LZA-Detektor,Clemens-/ SchleiÃÅ¸heimer Str.
2594,11056003,2594,1056.0,Clemens-/ Schleißheimer Str.,3.0,D13,LZA-Detektor,0,11.564449,48.164562,8078.0,2023-12-05T18:00:00.000+01:00,24.0,anyVehicle,0.0,carOrLightVehicle,8.0,8614.0,LZA-Detektor,Clemens-/ SchleiÃÅ¸heimer Str.
2595,11056004,2595,1056.0,Clemens-/ Schleißheimer Str.,4.0,D21,LZA-Detektor,0,11.564048,48.164593,8079.0,2023-12-05T18:00:00.000+01:00,13.0,anyVehicle,0.0,carOrLightVehicle,3.0,8615.0,LZA-Detektor,Clemens-/ SchleiÃÅ¸heimer Str.
2596,11056005,2596,1056.0,Clemens-/ Schleißheimer Str.,5.0,D31,LZA-Detektor,0,11.564461,48.16496,8080.0,2023-12-05T18:00:00.000+01:00,25.0,anyVehicle,0.0,carOrLightVehicle,5.0,8616.0,LZA-Detektor,Clemens-/ SchleiÃÅ¸heimer Str.
2597,11056006,2597,1056.0,Clemens-/ Schleißheimer Str.,6.0,D32,LZA-Detektor,0,11.564502,48.164955,8081.0,2023-12-05T18:00:00.000+01:00,170.0,anyVehicle,0.0,carOrLightVehicle,31.0,8617.0,LZA-Detektor,Clemens-/ SchleiÃÅ¸heimer Str.
2598,11056007,2598,1056.0,Clemens-/ Schleißheimer Str.,7.0,D33,LZA-Detektor,0,11.56452,48.16449,8082.0,2023-12-05T18:00:00.000+01:00,20.0,anyVehicle,0.0,carOrLightVehicle,10.0,8618.0,LZA-Detektor,Clemens-/ SchleiÃÅ¸heimer Str.
2599,11056008,2599,1056.0,Clemens-/ Schleißheimer Str.,8.0,D41,LZA-Detektor,0,11.564936,48.164463,8083.0,2023-12-05T18:00:00.000+01:00,18.0,anyVehicle,0.0,carOrLightVehicle,8.0,8619.0,LZA-Detektor,Clemens-/ SchleiÃÅ¸heimer Str.
2626,11113001,2626,1113.0,Gollierstr./ Theresienhöhe,1.0,D11,LZA-Detektor,0,11.547464,48.13514,8493.0,2023-12-05T18:00:00.000+01:00,7.0,anyVehicle,0.0,carOrLightVehicle,1.0,9035.0,LZA-Detektor,Gollierstr./ TheresienhÃÂ¶he
2627,11113002,2627,1113.0,Gollierstr./ Theresienhöhe,2.0,D12,LZA-Detektor,0,11.547457,48.135197,8494.0,2023-12-05T18:00:00.000+01:00,71.0,anyVehicle,0.0,carOrLightVehicle,6.0,9036.0,LZA-Detektor,Gollierstr./ TheresienhÃÂ¶he
2628,11113003,2628,1113.0,Gollierstr./ Theresienhöhe,3.0,D13,LZA-Detektor,0,11.547634,48.13541,8495.0,2023-12-05T18:00:00.000+01:00,58.0,anyVehicle,0.0,carOrLightVehicle,12.0,9037.0,LZA-Detektor,Gollierstr./ TheresienhÃÂ¶he
2629,11113006,2629,1113.0,Gollierstr./ Theresienhöhe,6.0,D21,LZA-Detektor,0,11.54746,48.1356,8496.0,2023-12-05T18:00:00.000+01:00,23.0,anyVehicle,0.0,carOrLightVehicle,31.0,9040.0,LZA-Detektor,Gollierstr./ TheresienhÃÂ¶he
2630,11113007,2630,1113.0,Gollierstr./ Theresienhöhe,7.0,D31,LZA-Detektor,0,11.548187,48.135895,8497.0,2023-12-05T18:00:00.000+01:00,55.0,anyVehicle,0.0,carOrLightVehicle,10.0,9041.0,LZA-Detektor,Gollierstr./ TheresienhÃÂ¶he
2631,11113008,2631,1113.0,Gollierstr./ Theresienhöhe,8.0,D32,LZA-Detektor,0,11.54817,48.13585,8498.0,2023-12-05T18:00:00.000+01:00,75.0,anyVehicle,0.0,carOrLightVehicle,12.0,9042.0,LZA-Detektor,Gollierstr./ TheresienhÃÂ¶he
2635,11122001,2635,1122.0,Eversbuschstr./ Paul-Ehrlich-Weg,1.0,D11,LZA-Detektor,0,11.458378,48.19482,8543.0,2023-12-05T18:00:00.000+01:00,81.0,anyVehicle,0.0,carOrLightVehicle,15.0,9089.0,LZA-Detektor,Eversbuschstr./ Paul-Ehrlich-Weg
2636,11122002,2636,1122.0,Eversbuschstr./ Paul-Ehrlich-Weg,2.0,D12,LZA-Detektor,0,11.458189,48.194954,8544.0,2023-12-05T18:00:00.000+01:00,137.0,anyVehicle,0.0,carOrLightVehicle,41.0,9090.0,LZA-Detektor,Eversbuschstr./ Paul-Ehrlich-Weg
2637,11122003,2637,1122.0,Eversbuschstr./ Paul-Ehrlich-Weg,3.0,D21,LZA-Detektor,0,11.45785,48.1951,8545.0,2023-12-05T18:00:00.000+01:00,39.0,anyVehicle,0.0,carOrLightVehicle,64.0,9091.0,LZA-Detektor,Eversbuschstr./ Paul-Ehrlich-Weg
2638,11122004,2638,1122.0,Eversbuschstr./ Paul-Ehrlich-Weg,4.0,D22,LZA-Detektor,0,11.457605,48.195065,8546.0,2023-12-05T18:00:00.000+01:00,37.0,anyVehicle,0.0,carOrLightVehicle,41.0,9092.0,LZA-Detektor,Eversbuschstr./ Paul-Ehrlich-Weg
2639,11122005,2639,1122.0,Eversbuschstr./ Paul-Ehrlich-Weg,5.0,D31,LZA-Detektor,0,11.458011,48.195568,8547.0,2023-12-05T18:00:00.000+01:00,108.0,anyVehicle,0.0,carOrLightVehicle,39.0,9093.0,LZA-Detektor,Eversbuschstr./ Paul-Ehrlich-Weg
2652,11140001,2652,1140.0,Heß-/ Schleißheimer Str.,1.0,D21,LZA-Detektor,0,11.560663,48.153423,8683.0,2023-12-05T18:00:00.000+01:00,11.0,anyVehicle,0.0,carOrLightVehicle,39.0,9244.0,LZA-Detektor,HeÃÅ¸-/ SchleiÃÅ¸heimer Str.
2653,11140002,2653,1140.0,Heß-/ Schleißheimer Str.,2.0,D41,LZA-Detektor,0,11.561003,48.153343,8684.0,2023-12-05T18:00:00.000+01:00,7.0,anyVehicle,0.0,carOrLightVehicle,7.0,9245.0,LZA-Detektor,HeÃÅ¸-/ SchleiÃÅ¸heimer Str.
2659,11152001,2659,1152.0,Weinberger-/ Benedikterstr.,1.0,D11,LZA-Detektor,0,11.467553,48.14032,8727.0,2023-12-05T18:00:00.000+01:00,53.0,anyVehicle,0.0,carOrLightVehicle,5.0,9296.0,LZA-Detektor,Weinberger-/ Benedikterstr.
2660,11152002,2660,1152.0,Weinberger-/ Benedikterstr.,2.0,D21,LZA-Detektor,0,11.468582,48.14042,8728.0,2023-12-05T18:00:00.000+01:00,47.0,anyVehicle,0.0,carOrLightVehicle,3.0,9297.0,LZA-Detektor,Weinberger-/ Benedikterstr.
2661,11152003,2661,1152.0,Weinberger-/ Benedikterstr.,3.0,D51,LZA-Detektor,0,11.467859,48.140366,8729.0,2023-12-05T18:00:00.000+01:00,41.0,anyVehicle,0.0,carOrLightVehicle,6.0,9298.0,LZA-Detektor,Weinberger-/ Benedikterstr.
2706,11186001,2706,1186.0,Domagk-/ Walter-Gropius-Str.,1.0,D11,LZA-Detektor,0,11.598874,48.182117,8918.0,2023-12-05T18:00:00.000+01:00,17.0,anyVehicle,0.0,carOrLightVehicle,8.0,9514.0,LZA-Detektor,Domagk-/ Walter-Gropius-Str.
2707,11186002,2707,1186.0,Domagk-/ Walter-Gropius-Str.,2.0,D21,LZA-Detektor,0,11.598536,48.182014,8919.0,2023-12-05T18:00:00.000+01:00,53.0,anyVehicle,0.0,carOrLightVehicle,67.0,9515.0,LZA-Detektor,Domagk-/ Walter-Gropius-Str.
2708,11217001,2708,1217.0,Frankfurter Ring / Joseph-Dollinger-Bogen,1.0,D11,LZA-Detektor,0,11.606674,48.18648,9073.0,2023-12-05T18:00:00.000+01:00,103.0,anyVehicle,0.0,carOrLightVehicle,19.0,9673.0,LZA-Detektor,Frankfurter Ring / Joseph-Dollinger-Bogen
2709,11217002,2709,1217.0,Frankfurter Ring / Joseph-Dollinger-Bogen,2.0,D12,LZA-Detektor,0,11.606668,48.18646,9074.0,2023-12-05T18:00:00.000+01:00,85.0,anyVehicle,0.0,carOrLightVehicle,16.0,9674.0,LZA-Detektor,Frankfurter Ring / Joseph-Dollinger-Bogen
2712,11217005,2712,1217.0,Frankfurter Ring / Joseph-Dollinger-Bogen,5.0,D31,LZA-Detektor,0,11.605123,48.18653,9077.0,2023-12-05T18:00:00.000+01:00,105.0,anyVehicle,0.0,carOrLightVehicle,15.0,9677.0,LZA-Detektor,Frankfurter Ring / Joseph-Dollinger-Bogen
2713,11217006,2713,1217.0,Frankfurter Ring / Joseph-Dollinger-Bogen,6.0,D32,LZA-Detektor,0,11.60513,48.18656,9078.0,2023-12-05T18:00:00.000+01:00,116.0,anyVehicle,0.0,carOrLightVehicle,27.0,9678.0,LZA-Detektor,Frankfurter Ring / Joseph-Dollinger-Bogen
2716,11217009,2716,0.0,0,0.0,0,0,0,11.605737,48.186615,9081.0,2023-12-05T18:00:00.000+01:00,16.0,anyVehicle,0.0,carOrLightVehicle,0.0,9681.0,LZA-Detektor,Frankfurter Ring / Joseph-Dollinger-Bogen
2728,11248001,2728,1248.0,Allacher-/ Ambossstr.,1.0,D11,LZA-Detektor,0,11.498131,48.176487,9253.0,2023-12-05T18:00:00.000+01:00,130.0,anyVehicle,0.0,carOrLightVehicle,19.0,9865.0,LZA-Detektor,Allacher-/ Ambossstr.
2729,11248002,2729,1248.0,Allacher-/ Ambossstr.,2.0,D12,LZA-Detektor,0,11.498103,48.176464,9254.0,2023-12-05T18:00:00.000+01:00,91.0,anyVehicle,0.0,carOrLightVehicle,11.0,9866.0,LZA-Detektor,Allacher-/ Ambossstr.
2730,11248003,2730,1248.0,Allacher-/ Ambossstr.,3.0,D41,LZA-Detektor,0,11.496301,48.17722,9255.0,2023-12-05T18:00:00.000+01:00,82.0,anyVehicle,0.0,carOrLightVehicle,13.0,9867.0,LZA-Detektor,Allacher-/ Ambossstr.
2731,11248004,2731,1248.0,Allacher-/ Ambossstr.,4.0,D42,LZA-Detektor,0,11.49633,48.177246,9256.0,2023-12-05T18:00:00.000+01:00,60.0,anyVehicle,0.0,carOrLightVehicle,9.0,9868.0,LZA-Detektor,Allacher-/ Ambossstr.
2732,11248005,2732,1248.0,Allacher-/ Ambossstr.,5.0,D23,LZA-Detektor,0,11.497453,48.176743,9257.0,2023-12-05T18:00:00.000+01:00,1.0,anyVehicle,0.0,carOrLightVehicle,3.0,9869.0,LZA-Detektor,Allacher-/ Ambossstr.
2733,11248006,2733,1248.0,Allacher-/ Ambossstr.,6.0,D31,LZA-Detektor,0,11.497637,48.176903,9258.0,2023-12-05T18:00:00.000+01:00,9.0,anyVehicle,0.0,carOrLightVehicle,20.0,9870.0,LZA-Detektor,Allacher-/ Ambossstr.
2734,11248007,2734,1248.0,Allacher-/ Ambossstr.,7.0,D32,LZA-Detektor,0,11.497672,48.17689,9259.0,2023-12-05T18:00:00.000+01:00,8.0,anyVehicle,0.0,carOrLightVehicle,11.0,9871.0,LZA-Detektor,Allacher-/ Ambossstr.
2735,11250001,2735,1250.0,Freisinger Landstr./ Josef-Wirth-Weg,1.0,D21,LZA-Detektor,0,11.626349,48.199245,9267.0,2023-12-05T18:00:00.000+01:00,6.0,anyVehicle,0.0,carOrLightVehicle,18.0,9879.0,LZA-Detektor,Freisinger Landstr./ Josef-Wirth-Weg
2736,11250002,2736,0.0,0,0.0,0,0,0,11.626704,48.19927,9268.0,2023-12-05T18:00:00.000+01:00,3.0,anyVehicle,0.0,carOrLightVehicle,0.0,9880.0,LZA-Detektor,Freisinger Landstr./ Josef-Wirth-Weg
2737,11250003,2737,1250.0,Freisinger Landstr./ Josef-Wirth-Weg,3.0,D41,LZA-Detektor,0,11.626802,48.199184,9269.0,2023-12-05T18:00:00.000+01:00,3.0,anyVehicle,0.0,carOrLightVehicle,7.0,9881.0,LZA-Detektor,Freisinger Landstr./ Josef-Wirth-Weg
2742,11273001,2742,1273.0,Barbara-/ Schwere-Reiter-Str.,1.0,D11,LZA-Detektor,0,11.556303,48.161324,9411.0,2023-12-05T18:00:00.000+01:00,48.0,anyVehicle,0.0,carOrLightVehicle,23.0,10036.0,LZA-Detektor,Barbara-/ Schwere-Reiter-Str.
2743,11273002,2743,1273.0,Barbara-/ Schwere-Reiter-Str.,2.0,D12,LZA-Detektor,0,11.556303,48.16135,9412.0,2023-12-05T18:00:00.000+01:00,74.0,anyVehicle,0.0,carOrLightVehicle,15.0,10037.0,LZA-Detektor,Barbara-/ Schwere-Reiter-Str.
2744,11273003,2744,1273.0,Barbara-/ Schwere-Reiter-Str.,3.0,D21,LZA-Detektor,0,11.556664,48.161373,9413.0,2023-12-05T18:00:00.000+01:00,14.0,anyVehicle,0.0,carOrLightVehicle,29.0,10038.0,LZA-Detektor,Barbara-/ Schwere-Reiter-Str.
2745,11273004,2745,1273.0,Barbara-/ Schwere-Reiter-Str.,4.0,D31,LZA-Detektor,0,11.556907,48.16168,9414.0,2023-12-05T18:00:00.000+01:00,19.0,anyVehicle,0.0,carOrLightVehicle,39.0,10039.0,LZA-Detektor,Barbara-/ Schwere-Reiter-Str.
2746,11273005,2746,1273.0,Barbara-/ Schwere-Reiter-Str.,5.0,D41,LZA-Detektor,0,11.557541,48.16154,9415.0,2023-12-05T18:00:00.000+01:00,44.0,anyVehicle,0.0,carOrLightVehicle,19.0,10040.0,LZA-Detektor,Barbara-/ Schwere-Reiter-Str.
2747,11273006,2747,1273.0,Barbara-/ Schwere-Reiter-Str.,6.0,D42,LZA-Detektor,0,11.55754,48.161514,9416.0,2023-12-05T18:00:00.000+01:00,75.0,anyVehicle,0.0,carOrLightVehicle,13.0,10041.0,LZA-Detektor,Barbara-/ Schwere-Reiter-Str.
2748,11273007,2748,1273.0,Barbara-/ Schwere-Reiter-Str.,7.0,D51,LZA-Detektor,0,11.55718,48.1615,9417.0,2023-12-05T18:00:00.000+01:00,8.0,anyVehicle,0.0,carOrLightVehicle,29.0,10042.0,LZA-Detektor,Barbara-/ Schwere-Reiter-Str.
2749,11273008,2749,1273.0,Barbara-/ Schwere-Reiter-Str.,8.0,D61,LZA-Detektor,0,11.556938,48.161198,9418.0,2023-12-05T18:00:00.000+01:00,8.0,anyVehicle,0.0,carOrLightVehicle,3.0,10043.0,LZA-Detektor,Barbara-/ Schwere-Reiter-Str.
2751,11273010,2751,0.0,0,0.0,0,0,0,11.557056,48.161293,9420.0,2023-12-05T18:00:00.000+01:00,6.0,anyVehicle,0.0,carOrLightVehicle,0.0,10045.0,LZA-Detektor,Barbara-/ Schwere-Reiter-Str.
2779,11306007,2779,0.0,0,0.0,0,0,0,11.416162,48.1566,9577.0,2023-12-05T18:00:00.000+01:00,9.0,anyVehicle,0.0,carOrLightVehicle,3.0,10208.0,LZA-Detektor,Alto-/ Fabrikstr.
2780,11306009,2780,1306.0,Alto-/ Fabrikstr.,9.0,D11,LZA-Detektor,0,11.416415,48.15629,9579.0,2023-12-05T18:00:00.000+01:00,168.0,anyVehicle,0.0,carOrLightVehicle,36.0,10210.0,LZA-Detektor,Alto-/ Fabrikstr.
2781,11306010,2781,1306.0,Alto-/ Fabrikstr.,10.0,D21,LZA-Detektor,0,11.415911,48.156937,9580.0,2023-12-05T18:00:00.000+01:00,97.0,anyVehicle,0.0,carOrLightVehicle,28.0,10211.0,LZA-Detektor,Alto-/ Fabrikstr.
2790,11319001,2790,1319.0,Edmund-Rumpler-Str./ Lilienthalallee,1.0,D11,LZA-Detektor,0,11.608638,48.19452,9640.0,2023-12-05T18:00:00.000+01:00,67.0,anyVehicle,0.0,carOrLightVehicle,11.0,10271.0,LZA-Detektor,Edmund-Rumpler-Str./ Lilienthalallee
2791,11319002,2791,1319.0,Edmund-Rumpler-Str./ Lilienthalallee,2.0,D12,LZA-Detektor,0,11.608717,48.194767,9641.0,2023-12-05T18:00:00.000+01:00,21.0,anyVehicle,0.0,carOrLightVehicle,10.0,10272.0,LZA-Detektor,Edmund-Rumpler-Str./ Lilienthalallee
2792,11319003,2792,1319.0,Edmund-Rumpler-Str./ Lilienthalallee,3.0,D21,LZA-Detektor,0,11.608617,48.19499,9642.0,2023-12-05T18:00:00.000+01:00,11.0,anyVehicle,0.0,carOrLightVehicle,3.0,10273.0,LZA-Detektor,Edmund-Rumpler-Str./ Lilienthalallee
2793,11319004,2793,1319.0,Edmund-Rumpler-Str./ Lilienthalallee,4.0,D22,LZA-Detektor,0,11.608562,48.195034,9643.0,2023-12-05T18:00:00.000+01:00,2.0,anyVehicle,0.0,carOrLightVehicle,0.0,10274.0,LZA-Detektor,Edmund-Rumpler-Str./ Lilienthalallee
2794,11319006,2794,1319.0,Edmund-Rumpler-Str./ Lilienthalallee,6.0,D32,LZA-Detektor,0,11.608935,48.19519,9645.0,2023-12-05T18:00:00.000+01:00,15.0,anyVehicle,0.0,carOrLightVehicle,7.0,10276.0,LZA-Detektor,Edmund-Rumpler-Str./ Lilienthalallee
2795,11319007,2795,1319.0,Edmund-Rumpler-Str./ Lilienthalallee,7.0,D41,LZA-Detektor,0,11.609094,48.19493,9646.0,2023-12-05T18:00:00.000+01:00,6.0,anyVehicle,0.0,carOrLightVehicle,2.0,10277.0,LZA-Detektor,Edmund-Rumpler-Str./ Lilienthalallee
2796,11320001,2796,1320.0,Oertelplatz,1.0,D31,LZA-Detektor,0,11.467132,48.190205,9653.0,2023-12-05T18:00:00.000+01:00,11.0,anyVehicle,0.0,carOrLightVehicle,4.0,10284.0,LZA-Detektor,Oertelplatz
2797,11337001,2797,1337.0,Landaubogen / Siegenburger Str.,1.0,D21,LZA-Detektor,0,11.530061,48.12903,9738.0,2023-12-05T18:00:00.000+01:00,19.0,anyVehicle,0.0,carOrLightVehicle,42.0,10374.0,LZA-Detektor,Landaubogen / Siegenburger Str.
2798,11337002,2798,1337.0,Landaubogen / Siegenburger Str.,2.0,D41,LZA-Detektor,0,11.530254,48.12928,9739.0,2023-12-05T18:00:00.000+01:00,9.0,anyVehicle,0.0,carOrLightVehicle,7.0,10375.0,LZA-Detektor,Landaubogen / Siegenburger Str.
