,detid,timestamp,flow,vehicleTypeFlow,speed,vehicleTypeSpeed,occupancy_percentage
261,4132023,2024-03-07T20:05:00.000+01:00,240,anyVehicle,0,,0
262,4132024,2024-03-07T20:05:00.000+01:00,145,anyVehicle,0,,0
263,4132025,2024-03-07T20:05:00.000+01:00,79,anyVehicle,0,,0
264,4133011,2024-03-07T20:05:00.000+01:00,99,anyVehicle,0,,0
265,4133012,2024-03-07T20:05:00.000+01:00,131,anyVehicle,0,,0
266,4133021,2024-03-07T20:05:00.000+01:00,66,anyVehicle,0,,0
267,4133022,2024-03-07T20:05:00.000+01:00,91,anyVehicle,0,,0
268,4134011,2024-03-07T20:05:00.000+01:00,111,anyVehicle,0,,0
269,4134021,2024-03-07T20:05:00.000+01:00,10,anyVehicle,0,,0
270,4134022,2024-03-07T20:05:00.000+01:00,46,anyVehicle,0,,0
271,4134023,2024-03-07T20:05:00.000+01:00,56,anyVehicle,0,,0
272,4135011,2024-03-07T20:05:00.000+01:00,179,anyVehicle,0,,0
273,4135012,2024-03-07T20:05:00.000+01:00,0,anyVehicle,0,,0
274,4135021,2024-03-07T20:05:00.000+01:00,196,anyVehicle,0,,0
275,4135022,2024-03-07T20:05:00.000+01:00,0,anyVehicle,0,,0
276,4136011,2024-03-07T20:05:00.000+01:00,42,anyVehicle,0,,0
277,4136021,2024-03-07T20:05:00.000+01:00,38,anyVehicle,0,,0
278,4137011,2024-03-07T20:05:00.000+01:00,15,anyVehicle,0,,0
279,4137012,2024-03-07T20:05:00.000+01:00,30,anyVehicle,0,,0
280,4137013,2024-03-07T20:05:00.000+01:00,0,anyVehicle,0,,0
281,4137021,2024-03-07T20:05:00.000+01:00,42,anyVehicle,0,,0
282,4137022,2024-03-07T20:05:00.000+01:00,73,anyVehicle,0,,0
283,4138011,2024-03-07T20:05:00.000+01:00,6,anyVehicle,0,,0
284,4138012,2024-03-07T20:05:00.000+01:00,70,anyVehicle,0,,0
285,4138013,2024-03-07T20:05:00.000+01:00,77,anyVehicle,0,,0
286,4138014,2024-03-07T20:05:00.000+01:00,40,anyVehicle,0,,0
287,4138021,2024-03-07T20:05:00.000+01:00,39,anyVehicle,0,,0
288,4138022,2024-03-07T20:05:00.000+01:00,2,anyVehicle,0,,0
289,4138023,2024-03-07T20:05:00.000+01:00,61,anyVehicle,0,,0
290,4138024,2024-03-07T20:05:00.000+01:00,29,anyVehicle,0,,0
