,detid,timestamp,flow,vehicleTypeFlow,speed,vehicleTypeSpeed,occupancy_percentage
26,4007011,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
27,4007012,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
28,4007013,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
29,4007014,2024-03-09T15:20:00.000+01:00,155,anyVehicle,0,,0
30,4007015,2024-03-09T15:20:00.000+01:00,68,anyVehicle,0,,0
31,4009011,2024-03-09T15:20:00.000+01:00,201,anyVehicle,0,,0
32,4009012,2024-03-09T15:20:00.000+01:00,151,anyVehicle,0,,0
33,4009021,2024-03-09T15:20:00.000+01:00,237,anyVehicle,0,,0
34,4009022,2024-03-09T15:20:00.000+01:00,157,anyVehicle,0,,0
35,4010011,2024-03-09T15:20:00.000+01:00,128,anyVehicle,0,,0
36,4010012,2024-03-09T15:20:00.000+01:00,213,anyVehicle,0,,0
37,4010013,2024-03-09T15:20:00.000+01:00,288,anyVehicle,0,,0
38,4010014,2024-03-09T15:20:00.000+01:00,270,anyVehicle,0,,0
39,4010021,2024-03-09T15:20:00.000+01:00,148,anyVehicle,0,,0
40,4010022,2024-03-09T15:20:00.000+01:00,217,anyVehicle,0,,0
41,4010023,2024-03-09T15:20:00.000+01:00,254,anyVehicle,0,,0
42,4010024,2024-03-09T15:20:00.000+01:00,276,anyVehicle,0,,0
43,4012011,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
44,4012012,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
45,4012013,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
46,4012014,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
47,4012015,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
48,4012016,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
49,4013011,2024-03-09T15:20:00.000+01:00,60,anyVehicle,0,,0
50,4013012,2024-03-09T15:20:00.000+01:00,166,anyVehicle,0,,0
51,4013013,2024-03-09T15:20:00.000+01:00,359,anyVehicle,0,,0
52,4013014,2024-03-09T15:20:00.000+01:00,382,anyVehicle,0,,0
53,4013021,2024-03-09T15:20:00.000+01:00,93,anyVehicle,0,,0
54,4013022,2024-03-09T15:20:00.000+01:00,199,anyVehicle,0,,0
55,4013023,2024-03-09T15:20:00.000+01:00,351,anyVehicle,0,,0
56,4013024,2024-03-09T15:20:00.000+01:00,359,anyVehicle,0,,0
57,4014011,2024-03-09T15:20:00.000+01:00,136,anyVehicle,0,,0
58,4014012,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
59,4014013,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
60,4014014,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
61,4014015,2024-03-09T15:20:00.000+01:00,356,anyVehicle,0,,0
62,4014016,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
63,4019011,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
64,4019012,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
65,4019013,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
66,4019014,2024-03-09T15:20:00.000+01:00,61,anyVehicle,0,,0
67,4020013,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
68,4020014,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
69,4022011,2024-03-09T15:20:00.000+01:00,62,anyVehicle,0,,0
70,4022012,2024-03-09T15:20:00.000+01:00,60,anyVehicle,0,,0
71,4022021,2024-03-09T15:20:00.000+01:00,67,anyVehicle,0,,0
72,4022022,2024-03-09T15:20:00.000+01:00,40,anyVehicle,0,,0
73,4024011,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
74,4024012,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
75,4024013,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
76,4024014,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
77,4025011,2024-03-09T15:20:00.000+01:00,141,anyVehicle,0,,0
78,4025021,2024-03-09T15:20:00.000+01:00,153,anyVehicle,0,,0
79,4027011,2024-03-09T15:20:00.000+01:00,92,anyVehicle,0,,0
80,4027012,2024-03-09T15:20:00.000+01:00,377,anyVehicle,0,,0
81,4027013,2024-03-09T15:20:00.000+01:00,352,anyVehicle,0,,0
82,4027021,2024-03-09T15:20:00.000+01:00,224,anyVehicle,0,,0
83,4027022,2024-03-09T15:20:00.000+01:00,382,anyVehicle,0,,0
84,4027023,2024-03-09T15:20:00.000+01:00,223,anyVehicle,0,,0
85,4035011,2024-03-09T15:20:00.000+01:00,226,anyVehicle,0,,0
86,4035012,2024-03-09T15:20:00.000+01:00,350,anyVehicle,0,,0
87,4035013,2024-03-09T15:20:00.000+01:00,310,anyVehicle,0,,0
88,4036011,2024-03-09T15:20:00.000+01:00,131,anyVehicle,0,,0
89,4037011,2024-03-09T15:20:00.000+01:00,360,anyVehicle,0,,0
90,4037012,2024-03-09T15:20:00.000+01:00,214,anyVehicle,0,,0
91,4037013,2024-03-09T15:20:00.000+01:00,166,anyVehicle,0,,0
92,4038011,2024-03-09T15:20:00.000+01:00,309,anyVehicle,0,,0
93,4038012,2024-03-09T15:20:00.000+01:00,367,anyVehicle,0,,0
94,4039011,2024-03-09T15:20:00.000+01:00,168,anyVehicle,0,,0
95,4041011,2024-03-09T15:20:00.000+01:00,191,anyVehicle,0,,0
96,4041012,2024-03-09T15:20:00.000+01:00,312,anyVehicle,0,,0
97,4041013,2024-03-09T15:20:00.000+01:00,353,anyVehicle,0,,0
98,4044011,2024-03-09T15:20:00.000+01:00,25,anyVehicle,0,,0
99,4044012,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
100,4045011,2024-03-09T15:20:00.000+01:00,47,anyVehicle,0,,0
101,4046011,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
102,4047011,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
103,4047012,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
104,4048011,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
105,4048012,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
106,4049011,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
107,4049012,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
108,4050011,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
109,4050012,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
110,4051011,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
111,4051012,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
112,4054011,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
113,4054012,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
114,4055011,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
115,4055012,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
116,4059011,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
117,4059012,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
118,4059013,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
119,4060011,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
120,4060012,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
121,4061011,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
122,4061012,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
123,4063011,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
124,4063012,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
125,4066011,2024-03-09T15:20:00.000+01:00,64,anyVehicle,0,,0
126,4066012,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
127,4070011,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
128,4070012,2024-03-09T15:20:00.000+01:00,43,anyVehicle,0,,0
129,4071011,2024-03-09T15:20:00.000+01:00,72,anyVehicle,0,,0
130,4071012,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
131,4072011,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
132,4072012,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
133,4073011,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
134,4073012,2024-03-09T15:20:00.000+01:00,2,anyVehicle,0,,0
135,4075011,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
136,4077011,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
137,4077012,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
138,4081011,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
139,4081012,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
140,4083011,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
141,4087011,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
142,4087012,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
143,4088011,2024-03-09T15:20:00.000+01:00,46,anyVehicle,0,,0
144,4089011,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
145,4091011,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
146,4093011,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
147,4097011,2024-03-09T15:20:00.000+01:00,104,anyVehicle,0,,0
148,4097012,2024-03-09T15:20:00.000+01:00,352,anyVehicle,0,,0
149,4097013,2024-03-09T15:20:00.000+01:00,327,anyVehicle,0,,0
150,4097021,2024-03-09T15:20:00.000+01:00,128,anyVehicle,0,,0
151,4097022,2024-03-09T15:20:00.000+01:00,8,anyVehicle,0,,0
152,4097023,2024-03-09T15:20:00.000+01:00,34,anyVehicle,0,,0
153,4099011,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
154,4099012,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
155,4099013,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
156,4100011,2024-03-09T15:20:00.000+01:00,276,anyVehicle,0,,0
157,4100012,2024-03-09T15:20:00.000+01:00,257,anyVehicle,0,,0
158,4100021,2024-03-09T15:20:00.000+01:00,176,anyVehicle,0,,0
159,4100022,2024-03-09T15:20:00.000+01:00,222,anyVehicle,0,,0
160,4100031,2024-03-09T15:20:00.000+01:00,115,anyVehicle,0,,0
161,4100032,2024-03-09T15:20:00.000+01:00,41,anyVehicle,0,,0
162,4101011,2024-03-09T15:20:00.000+01:00,290,anyVehicle,0,,0
163,4101012,2024-03-09T15:20:00.000+01:00,303,anyVehicle,0,,0
164,4102011,2024-03-09T15:20:00.000+01:00,45,anyVehicle,0,,0
165,4102012,2024-03-09T15:20:00.000+01:00,389,anyVehicle,0,,0
166,4102013,2024-03-09T15:20:00.000+01:00,376,anyVehicle,0,,0
167,4102021,2024-03-09T15:20:00.000+01:00,358,anyVehicle,0,,0
168,4102022,2024-03-09T15:20:00.000+01:00,308,anyVehicle,0,,0
169,4103011,2024-03-09T15:20:00.000+01:00,32,anyVehicle,0,,0
170,4103012,2024-03-09T15:20:00.000+01:00,337,anyVehicle,0,,0
171,4103013,2024-03-09T15:20:00.000+01:00,290,anyVehicle,0,,0
172,4104011,2024-03-09T15:20:00.000+01:00,282,anyVehicle,0,,0
173,4104012,2024-03-09T15:20:00.000+01:00,375,anyVehicle,0,,0
174,4105011,2024-03-09T15:20:00.000+01:00,230,anyVehicle,0,,0
175,4105012,2024-03-09T15:20:00.000+01:00,331,anyVehicle,0,,0
176,4106011,2024-03-09T15:20:00.000+01:00,191,anyVehicle,0,,0
177,4106021,2024-03-09T15:20:00.000+01:00,151,anyVehicle,0,,0
178,4107011,2024-03-09T15:20:00.000+01:00,191,anyVehicle,0,,0
179,4107012,2024-03-09T15:20:00.000+01:00,170,anyVehicle,0,,0
180,4107021,2024-03-09T15:20:00.000+01:00,223,anyVehicle,0,,0
181,4107022,2024-03-09T15:20:00.000+01:00,158,anyVehicle,0,,0
182,4108011,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
183,4108012,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
184,4108021,2024-03-09T15:20:00.000+01:00,2,anyVehicle,0,,0
185,4108022,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
186,4110011,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
187,4110012,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
188,4110021,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
189,4110022,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
190,4111011,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
191,4111012,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
192,4111013,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
193,4111014,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
194,4112011,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
195,4112012,2024-03-09T15:20:00.000+01:00,72,anyVehicle,0,,0
196,4115011,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
197,4115012,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
198,4118011,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
199,4118012,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
200,4118013,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
201,4118014,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
202,4119011,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
203,4119012,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
204,4119013,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
205,4119014,2024-03-09T15:20:00.000+01:00,177,anyVehicle,0,,0
206,4120011,2024-03-09T15:20:00.000+01:00,154,anyVehicle,0,,0
207,4120021,2024-03-09T15:20:00.000+01:00,336,anyVehicle,0,,0
208,4120022,2024-03-09T15:20:00.000+01:00,315,anyVehicle,0,,0
209,4120031,2024-03-09T15:20:00.000+01:00,333,anyVehicle,0,,0
210,4120041,2024-03-09T15:20:00.000+01:00,78,anyVehicle,0,,0
211,4121011,2024-03-09T15:20:00.000+01:00,368,anyVehicle,0,,0
212,4121012,2024-03-09T15:20:00.000+01:00,128,anyVehicle,0,,0
213,4121021,2024-03-09T15:20:00.000+01:00,243,anyVehicle,0,,0
214,4121022,2024-03-09T15:20:00.000+01:00,310,anyVehicle,0,,0
215,4122011,2024-03-09T15:20:00.000+01:00,101,anyVehicle,0,,0
216,4123011,2024-03-09T15:20:00.000+01:00,90,anyVehicle,0,,0
217,4123012,2024-03-09T15:20:00.000+01:00,294,anyVehicle,0,,0
218,4123013,2024-03-09T15:20:00.000+01:00,234,anyVehicle,0,,0
219,4123014,2024-03-09T15:20:00.000+01:00,344,anyVehicle,0,,0
220,4123021,2024-03-09T15:20:00.000+01:00,298,anyVehicle,0,,0
221,4123022,2024-03-09T15:20:00.000+01:00,250,anyVehicle,0,,0
222,4123023,2024-03-09T15:20:00.000+01:00,259,anyVehicle,0,,0
223,4124011,2024-03-09T15:20:00.000+01:00,89,anyVehicle,0,,0
224,4124021,2024-03-09T15:20:00.000+01:00,266,anyVehicle,0,,0
225,4124022,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
226,4124031,2024-03-09T15:20:00.000+01:00,330,anyVehicle,0,,0
227,4125011,2024-03-09T15:20:00.000+01:00,170,anyVehicle,0,,0
228,4125021,2024-03-09T15:20:00.000+01:00,337,anyVehicle,0,,0
229,4125031,2024-03-09T15:20:00.000+01:00,313,anyVehicle,0,,0
230,4126011,2024-03-09T15:20:00.000+01:00,246,anyVehicle,0,,0
231,4126012,2024-03-09T15:20:00.000+01:00,76,anyVehicle,0,,0
232,4126021,2024-03-09T15:20:00.000+01:00,273,anyVehicle,0,,0
233,4126022,2024-03-09T15:20:00.000+01:00,250,anyVehicle,0,,0
234,4126031,2024-03-09T15:20:00.000+01:00,168,anyVehicle,0,,0
235,4127011,2024-03-09T15:20:00.000+01:00,32,anyVehicle,0,,0
236,4127021,2024-03-09T15:20:00.000+01:00,403,anyVehicle,0,,0
237,4127022,2024-03-09T15:20:00.000+01:00,379,anyVehicle,0,,0
238,4127031,2024-03-09T15:20:00.000+01:00,363,anyVehicle,0,,0
239,4127032,2024-03-09T15:20:00.000+01:00,401,anyVehicle,0,,0
240,4127041,2024-03-09T15:20:00.000+01:00,52,anyVehicle,0,,0
241,4128011,2024-03-09T15:20:00.000+01:00,197,anyVehicle,0,,0
242,4128021,2024-03-09T15:20:00.000+01:00,159,anyVehicle,0,,0
243,4129011,2024-03-09T15:20:00.000+01:00,81,anyVehicle,0,,0
244,4129012,2024-03-09T15:20:00.000+01:00,110,anyVehicle,0,,0
245,4129021,2024-03-09T15:20:00.000+01:00,99,anyVehicle,0,,0
246,4129022,2024-03-09T15:20:00.000+01:00,115,anyVehicle,0,,0
247,4130011,2024-03-09T15:20:00.000+01:00,137,anyVehicle,0,,0
248,4130021,2024-03-09T15:20:00.000+01:00,128,anyVehicle,0,,0
249,4131011,2024-03-09T15:20:00.000+01:00,184,anyVehicle,0,,0
250,4131012,2024-03-09T15:20:00.000+01:00,62,anyVehicle,0,,0
251,4131021,2024-03-09T15:20:00.000+01:00,161,anyVehicle,0,,0
252,4131022,2024-03-09T15:20:00.000+01:00,53,anyVehicle,0,,0
253,4132011,2024-03-09T15:20:00.000+01:00,278,anyVehicle,0,,0
254,4132012,2024-03-09T15:20:00.000+01:00,271,anyVehicle,0,,0
255,4132013,2024-03-09T15:20:00.000+01:00,150,anyVehicle,0,,0
256,4132014,2024-03-09T15:20:00.000+01:00,113,anyVehicle,0,,0
257,4132021,2024-03-09T15:20:00.000+01:00,87,anyVehicle,0,,0
258,4132022,2024-03-09T15:20:00.000+01:00,207,anyVehicle,0,,0
259,4132023,2024-03-09T15:20:00.000+01:00,210,anyVehicle,0,,0
260,4132024,2024-03-09T15:20:00.000+01:00,218,anyVehicle,0,,0
261,4132025,2024-03-09T15:20:00.000+01:00,176,anyVehicle,0,,0
262,4133011,2024-03-09T15:20:00.000+01:00,85,anyVehicle,0,,0
263,4133012,2024-03-09T15:20:00.000+01:00,131,anyVehicle,0,,0
264,4133021,2024-03-09T15:20:00.000+01:00,86,anyVehicle,0,,0
265,4133022,2024-03-09T15:20:00.000+01:00,104,anyVehicle,0,,0
266,4134011,2024-03-09T15:20:00.000+01:00,143,anyVehicle,0,,0
267,4134021,2024-03-09T15:20:00.000+01:00,5,anyVehicle,0,,0
268,4134022,2024-03-09T15:20:00.000+01:00,76,anyVehicle,0,,0
269,4134023,2024-03-09T15:20:00.000+01:00,100,anyVehicle,0,,0
270,4135011,2024-03-09T15:20:00.000+01:00,331,anyVehicle,0,,0
271,4135012,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
272,4135021,2024-03-09T15:20:00.000+01:00,235,anyVehicle,0,,0
273,4135022,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
274,4136011,2024-03-09T15:20:00.000+01:00,64,anyVehicle,0,,0
275,4136021,2024-03-09T15:20:00.000+01:00,79,anyVehicle,0,,0
276,4137011,2024-03-09T15:20:00.000+01:00,29,anyVehicle,0,,0
277,4137012,2024-03-09T15:20:00.000+01:00,42,anyVehicle,0,,0
278,4137013,2024-03-09T15:20:00.000+01:00,3,anyVehicle,0,,0
279,4137021,2024-03-09T15:20:00.000+01:00,44,anyVehicle,0,,0
280,4137022,2024-03-09T15:20:00.000+01:00,62,anyVehicle,0,,0
281,4138011,2024-03-09T15:20:00.000+01:00,45,anyVehicle,0,,0
282,4138012,2024-03-09T15:20:00.000+01:00,122,anyVehicle,0,,0
283,4138013,2024-03-09T15:20:00.000+01:00,127,anyVehicle,0,,0
284,4138014,2024-03-09T15:20:00.000+01:00,51,anyVehicle,0,,0
285,4138021,2024-03-09T15:20:00.000+01:00,113,anyVehicle,0,,0
286,4138022,2024-03-09T15:20:00.000+01:00,12,anyVehicle,0,,0
287,4138023,2024-03-09T15:20:00.000+01:00,88,anyVehicle,0,,0
288,4138024,2024-03-09T15:20:00.000+01:00,36,anyVehicle,0,,0
289,4139011,2024-03-09T15:20:00.000+01:00,145,anyVehicle,0,,0
290,4139021,2024-03-09T15:20:00.000+01:00,157,anyVehicle,0,,0
291,4139022,2024-03-09T15:20:00.000+01:00,22,anyVehicle,0,,0
292,4140011,2024-03-09T15:20:00.000+01:00,50,anyVehicle,0,,0
293,4140012,2024-03-09T15:20:00.000+01:00,62,anyVehicle,0,,0
294,4140021,2024-03-09T15:20:00.000+01:00,63,anyVehicle,0,,0
295,4140022,2024-03-09T15:20:00.000+01:00,68,anyVehicle,0,,0
296,4141011,2024-03-09T15:20:00.000+01:00,89,anyVehicle,0,,0
297,4141012,2024-03-09T15:20:00.000+01:00,117,anyVehicle,0,,0
298,4141021,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
299,4141022,2024-03-09T15:20:00.000+01:00,107,anyVehicle,0,,0
300,4142011,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
301,4142021,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
302,4144011,2024-03-09T15:20:00.000+01:00,5,anyVehicle,0,,0
303,4144012,2024-03-09T15:20:00.000+01:00,69,anyVehicle,0,,0
304,4144021,2024-03-09T15:20:00.000+01:00,84,anyVehicle,0,,0
305,4144022,2024-03-09T15:20:00.000+01:00,45,anyVehicle,0,,0
306,4145011,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
307,4145012,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
308,4145013,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
309,4145021,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
310,4145022,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
311,4145023,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
312,4146011,2024-03-09T15:20:00.000+01:00,126,anyVehicle,0,,0
313,4146021,2024-03-09T15:20:00.000+01:00,124,anyVehicle,0,,0
314,4147011,2024-03-09T15:20:00.000+01:00,88,anyVehicle,0,,0
315,4147012,2024-03-09T15:20:00.000+01:00,145,anyVehicle,0,,0
316,4147013,2024-03-09T15:20:00.000+01:00,367,anyVehicle,0,,0
317,4147014,2024-03-09T15:20:00.000+01:00,361,anyVehicle,0,,0
318,4147021,2024-03-09T15:20:00.000+01:00,235,anyVehicle,0,,0
319,4147022,2024-03-09T15:20:00.000+01:00,359,anyVehicle,0,,0
320,4147023,2024-03-09T15:20:00.000+01:00,353,anyVehicle,0,,0
321,4148011,2024-03-09T15:20:00.000+01:00,220,anyVehicle,0,,0
322,4148021,2024-03-09T15:20:00.000+01:00,224,anyVehicle,0,,0
323,4149011,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
324,4149021,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
325,4149022,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
326,4150011,2024-03-09T15:20:00.000+01:00,314,anyVehicle,0,,0
327,4150012,2024-03-09T15:20:00.000+01:00,315,anyVehicle,0,,0
328,4150021,2024-03-09T15:20:00.000+01:00,327,anyVehicle,0,,0
329,4150022,2024-03-09T15:20:00.000+01:00,71,anyVehicle,0,,0
330,4150023,2024-03-09T15:20:00.000+01:00,74,anyVehicle,0,,0
331,4150024,2024-03-09T15:20:00.000+01:00,213,anyVehicle,0,,0
332,4150025,2024-03-09T15:20:00.000+01:00,280,anyVehicle,0,,0
333,4151011,2024-03-09T15:20:00.000+01:00,117,anyVehicle,0,,0
334,4151012,2024-03-09T15:20:00.000+01:00,125,anyVehicle,0,,0
335,4151021,2024-03-09T15:20:00.000+01:00,110,anyVehicle,0,,0
336,4151022,2024-03-09T15:20:00.000+01:00,112,anyVehicle,0,,0
337,4152011,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
338,4152012,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
339,4152021,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
340,4152022,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
341,4153011,2024-03-09T15:20:00.000+01:00,56,anyVehicle,0,,0
342,4153012,2024-03-09T15:20:00.000+01:00,119,anyVehicle,0,,0
343,4153013,2024-03-09T15:20:00.000+01:00,67,anyVehicle,0,,0
344,4153014,2024-03-09T15:20:00.000+01:00,26,anyVehicle,0,,0
345,4153021,2024-03-09T15:20:00.000+01:00,109,anyVehicle,0,,0
346,4153022,2024-03-09T15:20:00.000+01:00,90,anyVehicle,0,,0
347,4153023,2024-03-09T15:20:00.000+01:00,43,anyVehicle,0,,0
348,4154011,2024-03-09T15:20:00.000+01:00,134,anyVehicle,0,,0
349,4154021,2024-03-09T15:20:00.000+01:00,90,anyVehicle,0,,0
350,4155011,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
351,4155012,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
352,4155021,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
353,4155022,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
354,4156011,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
355,4156021,2024-03-09T15:20:00.000+01:00,0,anyVehicle,0,,0
