,detid,LZANR,NAME,DET_IND,DET_NAM,dtctr_t,dtctr_l,geometry,lon,lat
2337,10716004,716.0,Dachauer-/ Postillionstr.,4.0,D31,LZA-Detektor,,11.534793 48.168045,11.534793,48.168045
2338,10716005,716.0,Dachauer-/ Postillionstr.,5.0,D41,LZA-Detektor,,11.534689 48.168503,11.534689,48.168503
2339,10716006,716.0,Dachauer-/ Postillionstr.,6.0,D42,LZA-Detektor,,11.534567 48.16863,11.534567,48.16863
2340,10716007,716.0,Dachauer-/ Postillionstr.,7.0,D51,LZA-Detektor,,11.534956 48.168404,11.534956,48.168404
2341,10716008,716.0,Dachauer-/ Postillionstr.,8.0,D71,LZA-Detektor,,11.535647 48.16851,11.535647,48.16851
2342,10716009,716.0,Dachauer-/ Postillionstr.,9.0,D72,LZA-Detektor,,11.535781 48.168537,11.535781,48.168537
2343,10716010,716.0,Dachauer-/ Postillionstr.,10.0,D73,LZA-Detektor,,11.535679 48.16847,11.535679,48.16847
2344,10723001,723.0,Breisacher-/ Wörthstr.,1.0,D11,LZA-Detektor,,11.601954 48.129387,11.601954,48.129387
2345,10723002,723.0,Breisacher-/ Wörthstr.,2.0,D12,LZA-Detektor,,11.601952 48.129356,11.601952,48.129356
2346,10723003,723.0,Breisacher-/ Wörthstr.,3.0,D13,LZA-Detektor,,11.602101 48.12928,11.602101,48.12928
2347,10723004,723.0,Breisacher-/ Wörthstr.,4.0,D14,LZA-Detektor,,11.602096 48.129253,11.602096,48.129253
2348,10723005,723.0,Breisacher-/ Wörthstr.,5.0,D21,LZA-Detektor,,11.601511 48.129284,11.601511,48.129284
2349,10723006,723.0,Breisacher-/ Wörthstr.,6.0,D22,LZA-Detektor,,11.601362 48.12919,11.601362,48.12919
2350,10723007,723.0,Breisacher-/ Wörthstr.,7.0,D31,LZA-Detektor,,11.601371 48.129448,11.601371,48.129448
2351,10723008,723.0,Breisacher-/ Wörthstr.,8.0,D32,LZA-Detektor,,11.601369 48.129482,11.601369,48.129482
2352,10723009,723.0,Breisacher-/ Wörthstr.,9.0,D33,LZA-Detektor,,11.601172 48.129612,11.601172,48.129612
2353,10723010,723.0,Breisacher-/ Wörthstr.,10.0,D41,LZA-Detektor,,11.602034 48.12967,11.602034,48.12967
2354,10723011,723.0,Breisacher-/ Wörthstr.,11.0,D42,LZA-Detektor,,11.602167 48.129757,11.602167,48.129757
2355,10723012,723.0,Breisacher-/ Wörthstr.,12.0,D321,LZA-Detektor,,11.601404 48.129528,11.601404,48.129528
2356,10723013,,,,,,,11.601837 48.129406,11.601837,48.129406
2357,10723014,,,,,,,11.601452 48.12935,11.601452,48.12935
2358,10723015,,,,,,,11.601866 48.12972,11.601866,48.12972
2359,10723016,,,,,,,11.601954 48.129543,11.601954,48.129543
2360,10736001,736.0,Karl-Theodor-Str./ Borschtallee,1.0,D11,LZA-Detektor,,11.571109 48.16744,11.571109,48.16744
2361,10736002,736.0,Karl-Theodor-Str./ Borschtallee,2.0,D12,LZA-Detektor,,11.571106 48.167411,11.571106,48.167411
2362,10736003,736.0,Karl-Theodor-Str./ Borschtallee,3.0,D21,LZA-Detektor,,11.569635 48.167485,11.569635,48.167485
2363,10736004,736.0,Karl-Theodor-Str./ Borschtallee,4.0,D22,LZA-Detektor,,11.56964 48.167513,11.56964,48.167513
2364,10736005,736.0,Karl-Theodor-Str./ Borschtallee,5.0,D31,LZA-Detektor,,11.570328 48.167339,11.570328,48.167339
2365,10736006,736.0,Karl-Theodor-Str./ Borschtallee,6.0,D41,LZA-Detektor,,11.570471 48.167539,11.570471,48.167539
2366,10741001,741.0,Fröttmaninger-/ Ungererstr.,1.0,D21,LZA-Detektor,,11.599879 48.176213,11.599879,48.176213
2367,10743001,743.0,Carl-Wery-/ Putzbrunner Str.,1.0,D11,LZA-Detektor,,11.645661 48.096653,11.645661,48.096653
2368,10743002,743.0,Carl-Wery-/ Putzbrunner Str.,2.0,D21,LZA-Detektor,,11.646568 48.096916,11.646568,48.096916
2369,10743003,743.0,Carl-Wery-/ Putzbrunner Str.,3.0,D22,LZA-Detektor,,11.646614 48.0969,11.646614,48.0969
2370,10743004,743.0,Carl-Wery-/ Putzbrunner Str.,4.0,D31,LZA-Detektor,,11.647204 48.096268,11.647204,48.096268
2371,10743005,743.0,Carl-Wery-/ Putzbrunner Str.,5.0,D41,LZA-Detektor,,11.64635 48.095993,11.64635,48.095993
2372,10743006,743.0,Carl-Wery-/ Putzbrunner Str.,6.0,D42,LZA-Detektor,,11.646311 48.096004,11.646311,48.096004
2373,10743007,743.0,Carl-Wery-/ Putzbrunner Str.,7.0,D51,LZA-Detektor,,11.646322 48.0961,11.646322,48.0961
2374,10768001,768.0,Grasmeier-/ Ungererstr.,1.0,D11,LZA-Detektor,,11.608372 48.183671,11.608372,48.183671
2375,10768002,768.0,Grasmeier-/ Ungererstr.,2.0,D12,LZA-Detektor,,11.608404 48.18366,11.608404,48.18366
2376,10768003,768.0,Grasmeier-/ Ungererstr.,3.0,D31,LZA-Detektor,,11.607723 48.182918,11.607723,48.182918
2377,10768004,768.0,Grasmeier-/ Ungererstr.,4.0,D32,LZA-Detektor,,11.607693 48.182932,11.607693,48.182932
2378,10769002,769.0,Blumenauer-/ Weinbergerstr.,2.0,D12,LZA-Detektor,,11.456816 48.14004,11.456816,48.14004
2379,10774001,774.0,Heidemann-/ Paracelsusstr.,1.0,D11,LZA-Detektor,,11.590242 48.201421,11.590242,48.201421
2380,10774002,774.0,Heidemann-/ Paracelsusstr.,2.0,D21,LZA-Detektor,,11.589277 48.201295,11.589277,48.201295
2381,10774005,774.0,Heidemann-/ Paracelsusstr.,5.0,D51,LZA-Detektor,,11.589634 48.201276,11.589634,48.201276
2382,10775003,775.0,Kant-/ Schleißheimer Str.,3.0,D11,LZA-Detektor,,11.567486 48.177846,11.567486,48.177846
2383,10775004,775.0,Kant-/ Schleißheimer Str.,4.0,D21,LZA-Detektor,,11.567227 48.178192,11.567227,48.178192
2384,10775005,775.0,Kant-/ Schleißheimer Str.,5.0,D31,LZA-Detektor,,11.567327 48.178569,11.567327,48.178569
2385,10775006,775.0,Kant-/ Schleißheimer Str.,6.0,D41,LZA-Detektor,,11.567626 48.178228,11.567626,48.178228
2386,10791001,791.0,Keferloher-/ Schleißheimer Str.,1.0,D11,LZA-Detektor,,11.566974 48.181174,11.566974,48.181174
2387,10791002,791.0,Keferloher-/ Schleißheimer Str.,2.0,D21,LZA-Detektor,,11.56666 48.181535,11.56666,48.181535
2388,10791003,791.0,Keferloher-/ Schleißheimer Str.,3.0,D31,LZA-Detektor,,11.566827 48.181932,11.566827,48.181932
2389,10791004,791.0,Keferloher-/ Schleißheimer Str.,4.0,D41,LZA-Detektor,,11.567104 48.181635,11.567104,48.181635
2390,10805004,805.0,Schleißheimer-/ Hildeboldstr.,4.0,D22,LZA-Detektor,,11.564751 48.166786,11.564751,48.166786
2391,10811001,811.0,Leopold-/ Griegstr.,1.0,D21,LZA-Detektor,,11.584526 48.181709,11.584526,48.181709
2392,10811002,811.0,Leopold-/ Griegstr.,2.0,D41,LZA-Detektor,,11.585216 48.181778,11.585216,48.181778
2393,10811003,811.0,Leopold-/ Griegstr.,3.0,D42,LZA-Detektor,,11.58529 48.181753,11.58529,48.181753
2394,10836001,836.0,Bäcker-/ Josef-Retzer-Str.,1.0,D21,LZA-Detektor,,11.460843 48.14409,11.460843,48.14409
2395,10836002,836.0,Bäcker-/ Josef-Retzer-Str.,2.0,D41,LZA-Detektor,,11.461279 48.14401,11.461279,48.14401
2396,10838002,838.0,Allacher-/ Netzerstr.,2.0,D52,LZA-Detektor,,11.50826 48.171078,11.50826,48.171078
2397,10856001,856.0,Anton-Will-/ Ingolstädter Str.,1.0,D21,LZA-Detektor,,11.585902 48.205699,11.585902,48.205699
2398,10856002,856.0,Anton-Will-/ Ingolstädter Str.,2.0,D22,LZA-Detektor,,11.585904 48.205723,11.585904,48.205723
2399,10856003,856.0,Anton-Will-/ Ingolstädter Str.,3.0,D41,LZA-Detektor,,11.586593 48.205691,11.586593,48.205691
2400,10856004,856.0,Anton-Will-/ Ingolstädter Str.,4.0,D42,LZA-Detektor,,11.586589 48.205664,11.586589,48.205664
2401,10866003,866.0,Auerfeld-/ Schornstr.,3.0,D11,LZA-Detektor,,11.58962 48.124226,11.58962,48.124226
2402,10866004,866.0,Auerfeld-/ Schornstr.,4.0,D21,LZA-Detektor,,11.590489 48.12377,11.590489,48.12377
2403,10866005,866.0,Auerfeld-/ Schornstr.,5.0,D31,LZA-Detektor,,11.589977 48.12405,11.589977,48.12405
2404,10866006,866.0,Auerfeld-/ Schornstr.,6.0,D41,LZA-Detektor,,11.589933 48.123806,11.589933,48.123806
2405,10877001,877.0,Schleißheimer-/ Burgunderstr.,1.0,D11,LZA-Detektor,,11.564926 48.171819,11.564926,48.171819
2406,10877002,877.0,Schleißheimer-/ Burgunderstr.,2.0,D12,LZA-Detektor,,11.564885 48.171823,11.564885,48.171823
2407,10877003,877.0,Schleißheimer-/ Burgunderstr.,3.0,D21,LZA-Detektor,,11.564921 48.172496,11.564921,48.172496
2408,10877004,877.0,Schleißheimer-/ Burgunderstr.,4.0,D22,LZA-Detektor,,11.564969 48.17249,11.564969,48.17249
2409,10877005,877.0,Schleißheimer-/ Burgunderstr.,5.0,D53,LZA-Detektor,,11.564745 48.172166,11.564745,48.172166
2410,10877007,877.0,Schleißheimer-/ Burgunderstr.,7.0,D411,LZA-Detektor,,11.56491 48.17208,11.56491,48.17208
2411,10877009,877.0,Schleißheimer-/ Burgunderstr.,9.0,D421,LZA-Detektor,,11.56495 48.172279,11.56495,48.172279
2412,10884001,884.0,Impler-/ Lindwurmstr.,1.0,D11,LZA-Detektor,,11.547969 48.12391,11.547969,48.12391
2413,10884002,884.0,Impler-/ Lindwurmstr.,2.0,D12,LZA-Detektor,,11.54782 48.12386,11.54782,48.12386
2414,10884003,884.0,Impler-/ Lindwurmstr.,3.0,D21,LZA-Detektor,,11.548762 48.124504,11.548762,48.124504
2415,10884004,884.0,Impler-/ Lindwurmstr.,4.0,D31,LZA-Detektor,,11.548682 48.124386,11.548682,48.124386
2416,10884005,884.0,Impler-/ Lindwurmstr.,5.0,D41,LZA-Detektor,,11.54871 48.12382,11.54871,48.12382
2417,10884007,884.0,Impler-/ Lindwurmstr.,7.0,D51,LZA-Detektor,,11.548656 48.12382,11.548656,48.12382
2418,10885001,885.0,Landsberger-/ Barthstr. (FgÜ),1.0,D11,LZA-Detektor,,11.530706 48.140343,11.530706,48.140343
2419,10885002,885.0,Landsberger-/ Barthstr. (FgÜ),2.0,D12,LZA-Detektor,,11.530703 48.140316,11.530703,48.140316
2420,10885003,885.0,Landsberger-/ Barthstr. (FgÜ),3.0,D21,LZA-Detektor,,11.529742 48.14023,11.529742,48.14023
2421,10885004,885.0,Landsberger-/ Barthstr. (FgÜ),4.0,D22,LZA-Detektor,,11.529745 48.140255,11.529745,48.140255
2422,10885005,,,,,,,11.53024 48.140415,11.53024,48.140415
2423,10885006,,,,,,,11.530132 48.14016,11.530132,48.14016
2424,10888005,888.0,Georgen-/ Schleißheimer Str.,5.0,DV11,LZA-Detektor,,11.562314 48.157325,11.562314,48.157325
2425,10888006,888.0,Georgen-/ Schleißheimer Str.,6.0,DV31,LZA-Detektor,,11.562184 48.157068,11.562184,48.157068
2426,10915001,915.0,Putzbrunner Str./ Europaschule,1.0,D11,LZA-Detektor,,11.640986 48.09789,11.640986,48.09789
2427,10915002,915.0,Putzbrunner Str./ Europaschule,2.0,D21,LZA-Detektor,,11.639938 48.098118,11.639938,48.098118
2428,10918001,918.0,Frankfurter Ring / Oberhofer Platz,1.0,D11,LZA-Detektor,,11.576291 48.18762,11.576291,48.18762
2429,10918002,918.0,Frankfurter Ring / Oberhofer Platz,2.0,D21,LZA-Detektor,,11.57617 48.187829,11.57617,48.187829
2430,10918003,918.0,Frankfurter Ring / Oberhofer Platz,3.0,D22,LZA-Detektor,,11.576208 48.187831,11.576208,48.187831
2431,10918004,918.0,Frankfurter Ring / Oberhofer Platz,4.0,D23,LZA-Detektor,,11.576248 48.187839,11.576248,48.187839
2432,10918005,918.0,Frankfurter Ring / Oberhofer Platz,5.0,D41,LZA-Detektor,,11.576328 48.187429,11.576328,48.187429
2433,10918006,918.0,Frankfurter Ring / Oberhofer Platz,6.0,D42,LZA-Detektor,,11.576292 48.187428,11.576292,48.187428
2434,10923001,923.0,Johann-Fichte-/ Leopoldstr.,1.0,D11,LZA-Detektor,,11.586334 48.16913,11.586334,48.16913
2435,10923002,923.0,Johann-Fichte-/ Leopoldstr.,2.0,D12,LZA-Detektor,,11.586297 48.169044,11.586297,48.169044
2436,10923003,923.0,Johann-Fichte-/ Leopoldstr.,3.0,D13,LZA-Detektor,,11.586256 48.16904,11.586256,48.16904
2437,10923004,923.0,Johann-Fichte-/ Leopoldstr.,4.0,D21,LZA-Detektor,,11.585943 48.16996,11.585943,48.16996
2438,10923005,923.0,Johann-Fichte-/ Leopoldstr.,5.0,D22,LZA-Detektor,,11.585981 48.169962,11.585981,48.169962
2439,10923006,923.0,Johann-Fichte-/ Leopoldstr.,6.0,D31,LZA-Detektor,,11.58604 48.169733,11.58604,48.169733
2440,10923007,923.0,Johann-Fichte-/ Leopoldstr.,7.0,D51,LZA-Detektor,,11.586627 48.169539,11.586627,48.169539
2441,10923008,923.0,Johann-Fichte-/ Leopoldstr.,8.0,D52,LZA-Detektor,,11.586627 48.169517,11.586627,48.169517
2442,10926001,926.0,Nymphenburger-/ Adamstr.,1.0,D21,LZA-Detektor,,11.5485 48.149449,11.5485,48.149449
2443,10933001,933.0,Allacher-/ Von-Kahr-Str.,1.0,D11,LZA-Detektor,,11.486897 48.179234,11.486897,48.179234
2444,10933002,933.0,Allacher-/ Von-Kahr-Str.,2.0,D12,LZA-Detektor,,11.486883 48.17926,11.486883,48.17926
2445,10933003,933.0,Allacher-/ Von-Kahr-Str.,3.0,D21,LZA-Detektor,,11.486891 48.179623,11.486891,48.179623
2446,10933004,933.0,Allacher-/ Von-Kahr-Str.,4.0,D22,LZA-Detektor,,11.486897 48.179646,11.486897,48.179646
2447,10933005,933.0,Allacher-/ Von-Kahr-Str.,5.0,D31,LZA-Detektor,,11.488041 48.179573,11.488041,48.179573
2448,10933006,933.0,Allacher-/ Von-Kahr-Str.,6.0,D41,LZA-Detektor,,11.487962 48.17954,11.487962,48.17954
2449,10933007,933.0,Allacher-/ Von-Kahr-Str.,7.0,D42,LZA-Detektor,,11.487968 48.179504,11.487968,48.179504
2450,10935001,935.0,Eversbusch-/ Pippinger-/ Von-Kahr-Str.,1.0,D11,LZA-Detektor,,11.460023 48.17632,11.460023,48.17632
2451,10935002,935.0,Eversbusch-/ Pippinger-/ Von-Kahr-Str.,2.0,D12,LZA-Detektor,,11.459943 48.17633,11.459943,48.17633
2452,10935003,935.0,Eversbusch-/ Pippinger-/ Von-Kahr-Str.,3.0,D21,LZA-Detektor,,11.461397 48.176792,11.461397,48.176792
2453,10935004,935.0,Eversbusch-/ Pippinger-/ Von-Kahr-Str.,4.0,D22,LZA-Detektor,,11.461403 48.176758,11.461403,48.176758
2454,10935005,935.0,Eversbusch-/ Pippinger-/ Von-Kahr-Str.,5.0,D31,LZA-Detektor,,11.460872 48.17617,11.460872,48.17617
2455,10935006,935.0,Eversbusch-/ Pippinger-/ Von-Kahr-Str.,6.0,D32,LZA-Detektor,,11.460823 48.176174,11.460823,48.176174
2456,10935007,935.0,Eversbusch-/ Pippinger-/ Von-Kahr-Str.,7.0,D51,LZA-Detektor,,11.46112 48.176613,11.46112,48.176613
2457,10935008,935.0,Eversbusch-/ Pippinger-/ Von-Kahr-Str.,8.0,D52,LZA-Detektor,,11.461101 48.17664,11.461101,48.17664
2458,10935014,935.0,Eversbusch-/ Pippinger-/ Von-Kahr-Str.,14.0,D111,LZA-Detektor,,11.461622 48.17676,11.461622,48.17676
2459,10935015,935.0,Eversbusch-/ Pippinger-/ Von-Kahr-Str.,15.0,D112,LZA-Detektor,,11.461604 48.17679,11.461604,48.17679
2460,10935016,935.0,Eversbusch-/ Pippinger-/ Von-Kahr-Str.,16.0,D113,LZA-Detektor,,11.461913 48.176914,11.461913,48.176914
2461,10935019,935.0,Eversbusch-/ Pippinger-/ Von-Kahr-Str.,19.0,D123,LZA-Detektor,,11.461863 48.177467,11.461863,48.177467
2462,10935020,935.0,Eversbusch-/ Pippinger-/ Von-Kahr-Str.,20.0,D124,LZA-Detektor,,11.461901 48.17748,11.461901,48.17748
2463,10935021,935.0,Eversbusch-/ Pippinger-/ Von-Kahr-Str.,21.0,D131,LZA-Detektor,,11.462739 48.177227,11.462739,48.177227
2464,10935022,935.0,Eversbusch-/ Pippinger-/ Von-Kahr-Str.,22.0,D132,LZA-Detektor,,11.462797 48.177208,11.462797,48.177208
2465,10935023,935.0,Eversbusch-/ Pippinger-/ Von-Kahr-Str.,23.0,D133,LZA-Detektor,,11.46281 48.177185,11.46281,48.177185
2466,10935024,935.0,Eversbusch-/ Pippinger-/ Von-Kahr-Str.,24.0,D141,LZA-Detektor,,11.461835 48.17698,11.461835,48.17698
2467,10935025,935.0,Eversbusch-/ Pippinger-/ Von-Kahr-Str.,25.0,D142,LZA-Detektor,,11.461859 48.176956,11.461859,48.176956
2468,10939003,939.0,Nymphenburger-/ Alfonsstr.,3.0,D51,LZA-Detektor,,11.541366 48.150961,11.541366,48.150961
2469,10953001,953.0,Am Mitterfeld / Riemer Str.,1.0,D11,LZA-Detektor,,11.677045 48.140007,11.677045,48.140007
2470,10953002,953.0,Am Mitterfeld / Riemer Str.,2.0,D12,LZA-Detektor,,11.677982 48.14041,11.677982,48.14041
2471,10953003,953.0,Am Mitterfeld / Riemer Str.,3.0,D13,LZA-Detektor,,11.678701 48.14025,11.678701,48.14025
2472,10953004,953.0,Am Mitterfeld / Riemer Str.,4.0,D21,LZA-Detektor,,11.678308 48.140175,11.678308,48.140175
2473,10953005,953.0,Am Mitterfeld / Riemer Str.,5.0,D31,LZA-Detektor,,11.678338 48.139748,11.678338,48.139748
2474,10953006,953.0,Am Mitterfeld / Riemer Str.,6.0,D32,LZA-Detektor,,11.678368 48.139767,11.678368,48.139767
2475,10954001,954.0,Hugo-Wolf-/ Neuherbergstr.,1.0,D11,LZA-Detektor,,11.568074 48.209396,11.568074,48.209396
2476,10954002,954.0,Hugo-Wolf-/ Neuherbergstr.,2.0,D12,LZA-Detektor,,11.568139 48.209377,11.568139,48.209377
2477,10954003,954.0,Hugo-Wolf-/ Neuherbergstr.,3.0,D21,LZA-Detektor,,11.567549 48.209059,11.567549,48.209059
2478,10954004,954.0,Hugo-Wolf-/ Neuherbergstr.,4.0,D31,LZA-Detektor,,11.566724 48.209058,11.566724,48.209058
2479,10954005,954.0,Hugo-Wolf-/ Neuherbergstr.,5.0,D41,LZA-Detektor,,11.5674 48.209389,11.5674,48.209389
2480,10954006,954.0,Hugo-Wolf-/ Neuherbergstr.,6.0,D51,LZA-Detektor,,11.56677 48.209097,11.56677,48.209097
2481,10954007,954.0,Hugo-Wolf-/ Neuherbergstr.,7.0,D52,LZA-Detektor,,11.567138 48.20917,11.567138,48.20917
2482,10954008,954.0,Hugo-Wolf-/ Neuherbergstr.,8.0,D61,LZA-Detektor,,11.568147 48.209348,11.568147,48.209348
2483,10954009,954.0,Hugo-Wolf-/ Neuherbergstr.,9.0,D62,LZA-Detektor,,11.567805 48.20928,11.567805,48.20928
2484,10963013,963.0,Isolden-/ Parzivalstr.,13.0,D11,LZA-Detektor,,11.583254 48.171014,11.583254,48.171014
2485,10963014,963.0,Isolden-/ Parzivalstr.,14.0,D12,LZA-Detektor,,11.583269 48.170986,11.583269,48.170986
2486,10963015,963.0,Isolden-/ Parzivalstr.,15.0,D21,LZA-Detektor,,11.582812 48.170689,11.582812,48.170689
2487,10963016,963.0,Isolden-/ Parzivalstr.,16.0,D31,LZA-Detektor,,11.582207 48.170801,11.582207,48.170801
2488,10963017,963.0,Isolden-/ Parzivalstr.,17.0,D41,LZA-Detektor,,11.582686 48.171218,11.582686,48.171218
2489,10964001,964.0,Frankfurter Ring / Lilienthalallee,1.0,D11,LZA-Detektor,,11.60172 48.186907,11.60172,48.186907
2490,10964002,964.0,Frankfurter Ring / Lilienthalallee,2.0,D12,LZA-Detektor,,11.601724 48.186933,11.601724,48.186933
2491,10964003,964.0,Frankfurter Ring / Lilienthalallee,3.0,D13,LZA-Detektor,,11.602228 48.186904,11.602228,48.186904
2492,10964004,964.0,Frankfurter Ring / Lilienthalallee,4.0,D14,LZA-Detektor,,11.60131 48.186984,11.60131,48.186984
2493,10964005,964.0,Frankfurter Ring / Lilienthalallee,5.0,D21,LZA-Detektor,,11.602532 48.187111,11.602532,48.187111
2494,10964006,964.0,Frankfurter Ring / Lilienthalallee,6.0,D22,LZA-Detektor,,11.60257 48.187108,11.60257,48.187108
2495,10964007,964.0,Frankfurter Ring / Lilienthalallee,7.0,D23,LZA-Detektor,,11.602571 48.187273,11.602571,48.187273
2496,10964008,964.0,Frankfurter Ring / Lilienthalallee,8.0,D24,LZA-Detektor,,11.602612 48.187274,11.602612,48.187274
2497,10964009,964.0,Frankfurter Ring / Lilienthalallee,9.0,D25,LZA-Detektor,,11.60271 48.187637,11.60271,48.187637
2498,10964010,964.0,Frankfurter Ring / Lilienthalallee,10.0,D32,LZA-Detektor,,11.603341 48.186856,11.603341,48.186856
2499,10964011,964.0,Frankfurter Ring / Lilienthalallee,11.0,D33,LZA-Detektor,,11.603334 48.186829,11.603334,48.186829
2500,10976001,976.0,Dachauer-/ Max-Born-Str.,1.0,D11,LZA-Detektor,,11.502917 48.192963,11.502917,48.192963
2501,10976002,976.0,Dachauer-/ Max-Born-Str.,2.0,D12,LZA-Detektor,,11.502914 48.192932,11.502914,48.192932
2502,10976003,976.0,Dachauer-/ Max-Born-Str.,3.0,D21,LZA-Detektor,,11.502107 48.192448,11.502107,48.192448
2503,10976004,976.0,Dachauer-/ Max-Born-Str.,4.0,D22,LZA-Detektor,,11.502066 48.192448,11.502066,48.192448
2504,10976005,976.0,Dachauer-/ Max-Born-Str.,5.0,D23,LZA-Detektor,,11.502017 48.19245,11.502017,48.19245
2505,10976006,976.0,Dachauer-/ Max-Born-Str.,6.0,D31,LZA-Detektor,,11.501508 48.19291,11.501508,48.19291
2506,10976007,976.0,Dachauer-/ Max-Born-Str.,7.0,D32,LZA-Detektor,,11.501317 48.192963,11.501317,48.192963
2507,10976008,976.0,Dachauer-/ Max-Born-Str.,8.0,D33,LZA-Detektor,,11.501324 48.192993,11.501324,48.192993
2508,10976009,,,,,,,11.501868 48.19284,11.501868,48.19284
2509,10976010,976.0,Dachauer-/ Max-Born-Str.,10.0,D41,LZA-Detektor,,11.502427 48.192932,11.502427,48.192932
2510,10997001,997.0,Eversbusch-/ Otto-Warburg-Str.,1.0,D11,LZA-Detektor,,11.458162 48.206528,11.458162,48.206528
2511,10997002,997.0,Eversbusch-/ Otto-Warburg-Str.,2.0,D21,LZA-Detektor,,11.457657 48.205692,11.457657,48.205692
2512,10997003,997.0,Eversbusch-/ Otto-Warburg-Str.,3.0,D22,LZA-Detektor,,11.457687 48.20587,11.457687,48.20587
2513,10997004,997.0,Eversbusch-/ Otto-Warburg-Str.,4.0,D23,LZA-Detektor,,11.45778 48.206028,11.45778,48.206028
2514,10997005,997.0,Eversbusch-/ Otto-Warburg-Str.,5.0,D41,LZA-Detektor,,11.457634 48.206215,11.457634,48.206215
2515,10997006,997.0,Eversbusch-/ Otto-Warburg-Str.,6.0,D42,LZA-Detektor,,11.457662 48.206238,11.457662,48.206238
2516,10997007,997.0,Eversbusch-/ Otto-Warburg-Str.,7.0,D43,LZA-Detektor,,11.457554 48.20634,11.457554,48.20634
2517,10997008,,,,,,,11.457861 48.206287,11.457861,48.206287
2518,10997009,997.0,Eversbusch-/ Otto-Warburg-Str.,9.0,D24,LZA-Detektor,,11.458213 48.206497,11.458213,48.206497
2519,11012001,1012.0,Dachauer-/ Lazarettstr.,1.0,D11,LZA-Detektor,,11.553049 48.154996,11.553049,48.154996
2520,11012002,1012.0,Dachauer-/ Lazarettstr.,2.0,D12,LZA-Detektor,,11.553019 48.154978,11.553019,48.154978
2521,11012003,1012.0,Dachauer-/ Lazarettstr.,3.0,D21,LZA-Detektor,,11.552834 48.155094,11.552834,48.155094
2522,11012005,1012.0,Dachauer-/ Lazarettstr.,5.0,D41,LZA-Detektor,,11.552127 48.155486,11.552127,48.155486
2523,11012006,1012.0,Dachauer-/ Lazarettstr.,6.0,D42,LZA-Detektor,,11.55207 48.15558,11.55207,48.15558
2524,11014001,1014.0,Leopold-/ Wilhelm-Hertz-Str.,1.0,D51,LZA-Detektor,,11.585436 48.175984,11.585436,48.175984
2525,11014002,1014.0,Leopold-/ Wilhelm-Hertz-Str.,2.0,D511,LZA-Detektor,,11.585649 48.175913,11.585649,48.175913
2526,11014003,1014.0,Leopold-/ Wilhelm-Hertz-Str.,3.0,D521,LZA-Detektor,,11.585376 48.175906,11.585376,48.175906
2527,11017003,1017.0,Gleim-/ Weltenburger Str.,3.0,D11,LZA-Detektor,,11.627037 48.14141,11.627037,48.14141
2528,11017004,1017.0,Gleim-/ Weltenburger Str.,4.0,D21,LZA-Detektor,,11.627265 48.1419,11.627265,48.1419
2529,11020001,1020.0,Schleißheimer-/ Birnauer Str.,1.0,D11,LZA-Detektor,,11.566306 48.174852,11.566306,48.174852
2530,11020002,1020.0,Schleißheimer-/ Birnauer Str.,2.0,D12,LZA-Detektor,,11.566261 48.174872,11.566261,48.174872
2531,11020003,1020.0,Schleißheimer-/ Birnauer Str.,3.0,D31,LZA-Detektor,,11.56706 48.17598,11.56706,48.17598
2532,11020004,1020.0,Schleißheimer-/ Birnauer Str.,4.0,D32,LZA-Detektor,,11.567082 48.175958,11.567082,48.175958
2533,11020005,1020.0,Schleißheimer-/ Birnauer Str.,5.0,D531,LZA-Detektor,,11.56714 48.175442,11.56714,48.175442
2534,11020009,,,,,,,11.56661 48.175763,11.56661,48.175763
2535,11021001,1021.0,Milbertshofener Str./ Christoph v. Gluck,1.0,D511,LZA-Detektor,,11.575677 48.18409,11.575677,48.18409
2536,11021010,1021.0,Milbertshofener Str./ Christoph v. Gluck,10.0,D512,LZA-Detektor,,11.575579 48.184669,11.575579,48.184669
2537,11025007,1025.0,Ismaninger-/ Langerstr.,7.0,D11,LZA-Detektor,,11.598205 48.136803,11.598205,48.136803
2538,11025008,1025.0,Ismaninger-/ Langerstr.,8.0,D21,LZA-Detektor,,11.598516 48.137524,11.598516,48.137524
2539,11025009,1025.0,Ismaninger-/ Langerstr.,9.0,D211,LZA-Detektor,,11.598178 48.13714,11.598178,48.13714
2540,11025010,,,,,,,11.59823 48.137108,11.59823,48.137108
2541,11028001,1028.0,Rhein-/ Mainzer Str.,1.0,D51,LZA-Detektor,,11.581254 48.167046,11.581254,48.167046
2542,11028002,1028.0,Rhein-/ Mainzer Str.,2.0,D52,LZA-Detektor,,11.581182 48.167137,11.581182,48.167137
2543,11032002,,,,,,,11.61343 48.15549,11.61343,48.15549
2544,11032003,,,,,,,11.613352 48.155144,11.613352,48.155144
2545,11032004,1032.0,Grosjean-/ Oberföhringer Str.,4.0,D11,LZA-Detektor,,11.612794 48.154892,11.612794,48.154892
2546,11032005,1032.0,Grosjean-/ Oberföhringer Str.,5.0,D21,LZA-Detektor,,11.613352 48.155144,11.613352,48.155144
2547,11032006,1032.0,Grosjean-/ Oberföhringer Str.,6.0,D31,LZA-Detektor,,11.612794 48.154892,11.612794,48.154892
2548,11033001,1033.0,Baldur-/ Nederlinger Str.,1.0,D21,LZA-Detektor,,11.516594 48.16758,11.516594,48.16758
