,DETEKTO,LZANR,NAME,DET_IND,DET_NAM,dtctr_t,dtctr_l,geometry
0,1020003,,,,,,,POINT (11.559911 48.1745954)
1,4000011,,,,,Doppelschleife,lane1,POINT (11.621928 48.160583)
2,4000012,,,,,Doppelschleife,lane2,POINT (11.621894 48.1606)
3,4000013,,,,,Doppelschleife,,POINT (11.621799 48.160645)
4,4000014,,,,,Doppelschleife,,POINT (11.621832 48.160625)
5,4001011,,,,,Doppelschleife,lane1,POINT (11.594869 48.1876)
6,4001012,,,,,Doppelschleife,lane2,POINT (11.594881 48.18766)
7,4001013,,,,,Doppelschleife,lane1,POINT (11.594907 48.18783)
8,4001014,,,,,Doppelschleife,lane2,POINT (11.594907 48.18778)
9,4002011,,,,,,,POINT (11.578866 48.187626)
10,4002012,,,,,,,POINT (11.57886 48.187656)
11,4002013,,,,,,,POINT (11.578866 48.187748)
12,4002014,,,,,,,POINT (11.578871 48.187717)
13,4003011,,,,,Doppelschleife,lane1,POINT (11.606162 48.156414)
14,4003012,,,,,Doppelschleife,lane2,POINT (11.606175 48.15644)
15,4003013,,,,,,,POINT (11.606229 48.15652)
16,4003014,,,,,,,POINT (11.6062155 48.156494)
17,4004011,,,,,Doppelschleife,lane1,POINT (11.596337 48.163513)
18,4004012,,,,,Doppelschleife,lane2,POINT (11.596284 48.1635)
19,4004013,,,,,Doppelschleife,lane1,POINT (11.596176 48.16347)
20,4004014,,,,,Doppelschleife,lane2,POINT (11.596225 48.163486)
21,4005011,,,,,,,POINT (11.592866 48.175503)
22,4005012,,,,,,,POINT (11.592879 48.17552)
23,4005013,,,,,,,POINT (11.592893 48.17554)
24,4005014,,,,,,,POINT (11.592959 48.175613)
25,4005015,,,,,,,POINT (11.592946 48.175594)
26,4005016,,,,,,,POINT (11.592933 48.175575)
27,4006011,,,,,Doppelschleife,lane1,POINT (11.570449 48.187363)
28,4006012,,,,,Doppelschleife,lane2,POINT (11.570416 48.18742)
29,4006021,,,,,,,POINT (11.570299 48.187504)
30,4006022,,,,,,,POINT (11.570406 48.187454)
31,4007011,,,,,Doppelschleife,lane1,POINT (11.560828 48.186646)
32,4007012,,,,,Doppelschleife,lane2,POINT (11.560828 48.18668)
33,4007013,,,,,Doppelschleife,lane1,POINT (11.560803 48.18679)
34,4007014,,,,,Doppelschleife,lane2,POINT (11.560803 48.186768)
35,4007015,,,,,Doppelschleife,lane3,POINT (11.560806 48.18674)
36,4008011,,,,,,,POINT (11.544474 48.186142)
37,4008012,,,,,,,POINT (11.54446 48.186176)
38,4008013,,,,,,,POINT (11.544459 48.186203)
39,4008014,,,,,,,POINT (11.544458 48.186314)
40,4008015,,,,,,,POINT (11.544459 48.186287)
41,4008016,,,,,,,POINT (11.544459 48.18625)
42,4009011,,,,,,,POINT (11.540312 48.18308)
43,4009012,,,,,,,POINT (11.540386 48.183144)
44,4009021,,,,,,,POINT (11.54058 48.183105)
45,4009022,,,,,,,POINT (11.540537 48.18304)
46,4010011,,,,,Doppelschleife,lane1,POINT (11.580435 48.106987)
47,4010012,,,,,Doppelschleife,lane2,POINT (11.5803995 48.106976)
48,4010013,,,,,Doppelschleife,lane3,POINT (11.580356 48.106964)
49,4010014,,,,,Doppelschleife,lane4,POINT (11.580318 48.10695)
50,4010021,,,,,Doppelschleife,lane1,POINT (11.580142 48.106884)
51,4010022,,,,,Doppelschleife,lane2,POINT (11.58017 48.106895)
52,4010023,,,,,Doppelschleife,lane3,POINT (11.580216 48.106915)
53,4010024,,,,,Doppelschleife,lane4,POINT (11.58024 48.106926)
54,4012011,,,,,,,POINT (11.524555 48.127865)
55,4012012,,,,,,,POINT (11.52452 48.127884)
56,4012013,,,,,,,POINT (11.524496 48.1279)
57,4012014,,,,,,,POINT (11.524388 48.12799)
58,4012015,,,,,,,POINT (11.524421 48.12797)
59,4012016,,,,,,,POINT (11.524449 48.12795)
60,4013011,,,,,,,POINT (11.536535 48.149174)
61,4013012,,,,,,,POINT (11.53661 48.149166)
62,4013013,,,,,,,POINT (11.5366745 48.14919)
63,4013014,,,,,,,POINT (11.536739 48.149174)
64,4013015,,,,,,,POINT (11.536562 48.149126)
65,4013016,,,,,,,POINT (11.536608 48.149122)
66,4013017,,,,,,,POINT (11.536686 48.14912)
67,4013021,,,,,,,POINT (11.537071 48.149197)
68,4013022,,,,,,,POINT (11.536975 48.1492)
69,4013023,,,,,,,POINT (11.536889 48.149208)
70,4013024,,,,,,,POINT (11.536825 48.14924)
71,4014011,,,,,,,POINT (11.53757 48.15967)
72,4014012,,,,,,,POINT (11.537543 48.15967)
73,4014013,,,,,,,POINT (11.537517 48.15967)
74,4014014,,,,,,,POINT (11.537409 48.159683)
75,4014015,,,,,,,POINT (11.537436 48.159683)
76,4014016,,,,,,,POINT (11.537463 48.159683)
77,4015011,,,,,,,POINT (11.538785 48.17263)
78,4016011,,,,,,,POINT (11.539121 48.175716)
79,4019011,,,,,,,POINT (11.604775 48.20046)
80,4019012,,,,,,,POINT (11.604789 48.200512)
81,4019013,,,,,,,POINT (11.604828 48.2007)
82,4019014,,,,,,,POINT (11.604815 48.200645)
83,4020011,,,,,Doppelschleife,lane2,POINT (11.616802 48.155342)
84,4020012,,,,,Doppelschleife,lane3,POINT (11.616829 48.155334)
85,4020013,,,,,Doppelschleife,lane2,POINT (11.616897 48.155308)
86,4020014,,,,,Doppelschleife,lane3,POINT (11.616856 48.155315)
87,4021011,,,,,,,POINT (11.621636 48.14864)
88,4021012,,,,,,,POINT (11.621623 48.148613)
89,4021013,,,,,,,POINT (11.621611 48.14852)
90,4021014,,,,,,,POINT (11.62161 48.14856)
91,4022011,,,,,Einfachschleife,lane1,POINT (11.657216 48.129498)
92,4022012,,,,,Einfachschleife,lane2,POINT (11.6572695 48.12948)
93,4022013,,,,,Einfachschleife,lane1,POINT (11.657391 48.129444)
94,4022014,,,,,Einfachschleife,lane2,POINT (11.657337 48.12946)
95,4023011,,,,,,,POINT (11.632987 48.118404)
96,4023012,,,,,,,POINT (11.63295 48.118332)
97,4023013,,,,,,,POINT (11.632858 48.11816)
98,4023014,,,,,,,POINT (11.632912 48.118233)
99,4024011,,,,,,,POINT (11.589469 48.100685)
100,4024012,,,,,,,POINT (11.589456 48.10071)
101,4024013,,,,,,,POINT (11.589347 48.100872)
102,4024014,,,,,,,POINT (11.58936 48.100845)
103,4025011,,,,,Doppelschleife,lane1,POINT (11.53938 48.091743)
104,4026011,,,,,,,POINT (11.48057 48.09508)
105,4026012,,,,,,,POINT (11.48057 48.095108)
106,4027011,,,,,Doppelschleife,lane1,POINT (11.5385 48.171394)
107,4027012,,,,,Doppelschleife,lane2,POINT (11.5385275 48.171394)
108,4027013,,,,,,,POINT (11.538474 48.170502)
109,4028011,,,,,,,POINT (11.644811 48.164326)
110,4028012,,,,,,,POINT (11.644939 48.164318)
111,4029011,,,,,,,POINT (11.616376 48.14937)
112,4029012,,,,,,,POINT (11.616336 48.14937)
113,4029013,,,,,,,POINT (11.616161 48.14937)
114,4029014,,,,,,,POINT (11.616201 48.14937)
115,4031011,,,,,,,POINT (11.616454 48.13345)
116,4031012,,,,,,,POINT (11.616427 48.133442)
117,4031013,,,,,,,POINT (11.616401 48.133442)
118,4031014,,,,,,,POINT (11.61628 48.133423)
119,4031015,,,,,,,POINT (11.616294 48.133423)
120,4031016,,,,,,,POINT (11.616307 48.133423)
121,4032011,,,,,,,POINT (11.6192465 48.13741)
122,4032012,,,,,,,POINT (11.61926 48.137383)
123,4033011,,,,,Doppelschleife,lane1,POINT (11.618207 48.138115)
124,4033012,,,,,Doppelschleife,lane2,POINT (11.618207 48.138096)
125,4034011,,,,,,,POINT (11.567874 48.17663)
126,4034012,,,,,,,POINT (11.567861 48.176655)
127,4035011,,,,,,,POINT (11.574196 48.177963)
128,4035012,,,,,,,POINT (11.5741825 48.177982)
129,4035013,,,,,,,POINT (11.5741825 48.178017)
130,4036011,,,,,,,POINT (11.583437 48.17752)
131,4036012,,,,,,,POINT (11.583437 48.17753)
132,4036013,,,,,,,POINT (11.583437 48.177547)
133,4036014,,,,,,,POINT (11.583437 48.177555)
134,4037011,,,,,,,POINT (11.586639 48.17736)
135,4037012,,,,,,,POINT (11.586638 48.177387)
136,4037013,,,,,,,POINT (11.586638 48.1774)
137,4038011,,,,,,,POINT (11.587214 48.177704)
138,4038012,,,,,,,POINT (11.587214 48.17769)
139,4039011,,,,,,,POINT (11.583436 48.177692)
140,4040011,,,,,,,POINT (11.579213 48.177784)
141,4040012,,,,,,,POINT (11.579213 48.17774)
142,4040013,,,,,,,POINT (11.579214 48.177692)
143,4041011,,,,,,,POINT (11.574544 48.17818)
144,4041012,,,,,,,POINT (11.574544 48.178146)
145,4041013,,,,,,,POINT (11.574544 48.17811)
146,4044011,,,,,Doppelschleife,lane1,POINT (11.669388 48.13976)
147,4044012,,,,,Doppelschleife,lane2,POINT (11.669388 48.13976)
148,4045011,,,,,Doppelschleife,lane1,POINT (11.678177 48.13975)
149,4046011,,,,,,,POINT (11.677234 48.140068)
150,4047011,,,,,,,POINT (11.690129 48.13913)
151,4047012,,,,,,,POINT (11.690086 48.139194)
152,4048011,,,,,,,POINT (11.689418 48.138275)
153,4048012,,,,,,,POINT (11.689418 48.138275)
154,4049011,,,,,,,POINT (11.688123 48.138264)
155,4049012,,,,,,,POINT (11.688101 48.13833)
156,4050011,,,,,,,POINT (11.688272 48.138542)
157,4050012,,,,,,,POINT (11.688305 48.138508)
158,4051011,,,,,,,POINT (11.707974 48.138065)
159,4051012,,,,,,,POINT (11.707974 48.138065)
160,4054011,,,,,,,POINT (11.705729 48.13832)
161,4054012,,,,,,,POINT (11.705771 48.138412)
162,4055011,,,,,,,POINT (11.705782 48.138527)
163,4055012,,,,,,,POINT (11.70575 48.138493)
164,4056011,,,,,,,POINT (11.713142 48.13949)
165,4056012,,,,,,,POINT (11.713228 48.13949)
166,4057011,,,,,,,POINT (11.714044 48.13833)
167,4057012,,,,,,,POINT (11.714119 48.13838)
168,4059011,,,,,,,POINT (11.712385 48.13973)
169,4059012,,,,,,,POINT (11.712385 48.13973)
170,4059013,,,,,,,POINT (11.712385 48.13973)
171,4060011,,,,,Doppelschleife,lane1,POINT (11.690265 48.135986)
172,4060012,,,,,Doppelschleife,lane2,POINT (11.690265 48.135986)
173,4061011,,,,,,,POINT (11.690295 48.135017)
174,4061012,,,,,,,POINT (11.690332 48.13502)
175,4062011,,,,,Doppelschleife,lane1,POINT (11.690596 48.133904)
176,4062012,,,,,Doppelschleife,lane2,POINT (11.690545 48.1339)
177,4063011,,,,,,,POINT (11.692522 48.133415)
178,4063012,,,,,,,POINT (11.692511 48.133457)
179,4066011,,,,,,,POINT (11.702661 48.133636)
180,4066012,,,,,,,POINT (11.702692 48.133602)
181,4070011,,,,,,,POINT (11.714044 48.134617)
182,4070012,,,,,,,POINT (11.714001 48.134674)
183,4071011,,,,,,,POINT (11.71517 48.136925)
184,4071012,,,,,,,POINT (11.715149 48.13691)
185,4072011,,,,,,,POINT (11.685859 48.1421)
186,4072012,,,,,,,POINT (11.685913 48.142128)
187,4073011,,,,,,,POINT (11.687608 48.141434)
188,4073012,,,,,,,POINT (11.687575 48.141464)
189,4074011,,,,,,,POINT (11.685366 48.140797)
190,4074012,,,,,,,POINT (11.685387 48.140827)
191,4075011,,,,,,,POINT (11.686138 48.14113)
192,4077011,,,,,,,POINT (11.691599 48.139988)
193,4077012,,,,,,,POINT (11.691611 48.13992)
194,4081011,,,,,,,POINT (11.694712 48.140556)
195,4081012,,,,,,,POINT (11.694712 48.140556)
196,4082011,,,,,,,POINT (11.671923 48.136215)
197,4082012,,,,,,,POINT (11.671987 48.136208)
198,4083011,,,,,,,POINT (11.671059 48.134907)
199,4087011,,,,,,,POINT (11.67337 48.13729)
200,4087012,,,,,,,POINT (11.67337 48.137245)
201,4088011,,,,,,,POINT (11.672629 48.137157)
202,4089011,,,,,,,POINT (11.673439 48.13869)
203,4091011,,,,,,,POINT (11.672515 48.139698)
204,4093011,,,,,,,POINT (11.685869 48.137817)
205,4094011,,,,,,,POINT (11.683574 48.137447)
206,4095011,,,,,,,POINT (11.6819 48.13708)
207,4097011,,,,,,,POINT (11.548109 48.11217)
208,4097012,,,,,,,POINT (11.548109 48.112152)
209,4097013,,,,,,,POINT (11.548111 48.112133)
210,4097021,,,,,,,POINT (11.548114 48.112034)
211,4097022,,,,,,,POINT (11.548109 48.112064)
212,4097023,,,,,,,POINT (11.548106 48.112095)
213,4099011,,,,,Doppelschleife,lane1,POINT (11.592404 48.142212)
214,4099012,,,,,Doppelschleife,lane2,POINT (11.592414 48.142235)
215,4099013,,,,,,,POINT (11.592422 48.14226)
216,4100011,,,,,,,POINT (11.615408 48.129597)
217,4100012,,,,,,,POINT (11.615368 48.129597)
218,4100021,,,,,,,POINT (11.615207 48.129597)
219,4100022,,,,,,,POINT (11.615274 48.129597)
220,4100031,,,,,,,POINT (11.615019 48.12965)
221,4100032,,,,,,,POINT (11.615059 48.129642)
222,4101011,,,,,,,POINT (11.61506 48.136684)
223,4101012,,,,,,,POINT (11.61502 48.136684)
224,4102011,,,,,,,POINT (11.615551 48.142857)
225,4102012,,,,,,,POINT (11.615551 48.142857)
226,4102013,,,,,,,POINT (11.615551 48.142857)
227,4102021,,,,,,,POINT (11.615323 48.142845)
228,4102022,,,,,,,POINT (11.615323 48.142845)
229,4103011,,,,,,,POINT (11.615827 48.150932)
230,4103012,,,,,,,POINT (11.615856 48.150932)
231,4103013,,,,,,,POINT (11.61588 48.150936)
232,4104011,,,,,,,POINT (11.614755 48.152378)
233,4104012,,,,,,,POINT (11.614728 48.15236)
234,4105011,,,,,,,POINT (11.613877 48.152805)
235,4105012,,,,,,,POINT (11.613918 48.152813)
236,4106011,,,,,,,POINT (11.618105 48.137325)
237,4106021,,,,,,,POINT (11.618067 48.137074)
238,4107011,,,,,,,POINT (11.494017 48.199066)
239,4107012,,,,,,,POINT (11.493968 48.199047)
240,4108011,,,,,Doppelschleife,lane1,POINT (11.624235 48.195847)
241,4108012,,,,,Doppelschleife,lane2,POINT (11.624289 48.195827)
242,4108021,,,,,Doppelschleife,lane1,POINT (11.6247425 48.196255)
243,4108022,,,,,Doppelschleife,lane2,POINT (11.624704 48.196262)
244,4109011,,,,,,,POINT (11.4766865 48.164276)
245,4109012,,,,,,,POINT (11.476692 48.1643)
246,4109021,,,,,,,POINT (11.479133 48.164185)
247,4109022,,,,,,,POINT (11.479131 48.16416)
248,4110011,,,,,Doppelschleife,lane1,POINT (11.480659 48.14508)
249,4110012,,,,,Doppelschleife,lane2,POINT (11.4806595 48.145107)
250,4110021,,,,,Doppelschleife,lane1,POINT (11.480662 48.145172)
251,4110022,,,,,Doppelschleife,lane2,POINT (11.4806595 48.145138)
252,4111011,,,,,Doppelschleife,lane1,POINT (11.549463 48.190823)
253,4111012,,,,,Doppelschleife,lane2,POINT (11.54941 48.19081)
254,4111013,,,,,Doppelschleife,lane1,POINT (11.549313 48.19079)
255,4111014,,,,,Doppelschleife,lane2,POINT (11.549351 48.190792)
256,4112011,,,,,Doppelschleife,lane1,POINT (11.542554 48.201103)
257,4112012,,,,,Doppelschleife,lane1,POINT (11.542524 48.201077)
258,4113011,,,,,,,POINT (11.553008 48.154755)
259,4113012,,,,,,,POINT (11.553045 48.154774)
260,4113013,,,,,,,POINT (11.5532 48.154858)
261,4113014,,,,,,,POINT (11.55317 48.15484)
262,4114011,,,,,,,POINT (11.535716 48.167767)
263,4114012,,,,,,,POINT (11.535748 48.16778)
264,4114013,,,,,,,POINT (11.536025 48.167946)
265,4114014,,,,,,,POINT (11.535995 48.167927)
266,4115011,,,,,Doppelschleife,lane1,POINT (11.593642 48.16963)
267,4115012,,,,,Doppelschleife,lane2,POINT (11.593607 48.16964)
268,4115021,,,,,Doppelschleife,lane1,POINT (11.593492 48.1697)
269,4115022,,,,,Doppelschleife,lane2,POINT (11.59354 48.16968)
270,4116011,,,,,,,POINT (11.566629 48.187134)
271,4116012,,,,,,,POINT (11.566619 48.18717)
272,4116021,,,,,,,POINT (11.565476 48.187187)
273,4116022,,,,,,,POINT (11.565476 48.187153)
274,4118011,,,,,Doppelschleife,lane1,POINT (11.468605 48.177387)
275,4118012,,,,,Doppelschleife,lane2,POINT (11.468605 48.17742)
276,4118013,,,,,Doppelschleife,lane1,POINT (11.467776 48.177536)
277,4118014,,,,,Doppelschleife,lane2,POINT (11.467772 48.177505)
278,4119011,,,,,Einfachschleife,lane1,POINT (11.584125 48.15641)
279,4119012,,,,,Einfachschleife,lane2,POINT (11.584085 48.156414)
280,4119013,,,,,Einfachschleife,lane1,POINT (11.583993 48.15643)
281,4119014,,,,,Einfachschleife,lane2,POINT (11.584023 48.156425)
282,4128011,,,,,Doppelschleife,lane1,POINT (11.421737 48.142487)
283,4128021,,,,,Doppelschleife,lane1,POINT (11.421715 48.142567)
284,4129011,,,,,Doppelschleife,lane1,POINT (11.70677 48.111893)
285,4129012,,,,,Doppelschleife,lane2,POINT (11.70678 48.111958)
286,4129021,,,,,Doppelschleife,lane1,POINT (11.706877 48.11206)
287,4129022,,,,,Doppelschleife,lane2,POINT (11.706844 48.112007)
288,4130011,,,,,Doppelschleife,lane1,POINT (11.672534 48.08668)
289,4130021,,,,,Doppelschleife,lane1,POINT (11.67262 48.08675)
290,4131011,,,,,Doppelschleife,lane1,POINT (11.640701 48.105797)
291,4131012,,,,,Doppelschleife,lane2,POINT (11.640701 48.105846)
292,4131021,,,,,Doppelschleife,lane1,POINT (11.640948 48.105934)
293,4131022,,,,,Doppelschleife,lane2,POINT (11.640948 48.105904)
294,4132011,,,,,Doppelschleife,lane1,POINT (11.543359 48.17603)
295,4132012,,,,,Doppelschleife,lane2,POINT (11.543326 48.17611)
296,4132013,,,,,Doppelschleife,lane3,POINT (11.543369 48.176197)
297,4132014,,,,,Doppelschleife,lane4,POINT (11.543348 48.176266)
298,4132021,,,,,Doppelschleife,lane1,POINT (11.543359 48.176662)
299,4132022,,,,,Doppelschleife,lane2,POINT (11.543283 48.176582)
300,4132023,,,,,Doppelschleife,lane3,POINT (11.543283 48.176517)
301,4132024,,,,,Doppelschleife,lane4,POINT (11.543359 48.176376)
302,4132025,,,,,Doppelschleife,lane5,POINT (11.543359 48.176323)
303,4133011,,,,,Doppelschleife,lane1,POINT (11.595683 48.141064)
304,4133012,,,,,Doppelschleife,lane2,POINT (11.595791 48.14105)
305,4133021,,,,,Doppelschleife,lane1,POINT (11.596145 48.142086)
306,4133022,,,,,,,POINT (11.596273 48.14206)
307,4134011,,,,,null,lane1,POINT (11.568904 48.121822)
308,4134021,,,,,null,lane1,POINT (11.569065 48.121906)
309,4134022,,,,,null,lane2,POINT (11.569033 48.121887)
310,4134023,,,,,null,lane3,POINT (11.56899 48.12188)
311,4135011,,,,,Doppelschleife,lane1,POINT (11.621325 48.186176)
312,4135021,,,,,Doppelschleife,lane1,POINT (11.621475 48.186275)
313,4136011,,,,,Doppelschleife,lane1,POINT (11.553884 48.100266)
314,4136021,,,,,Doppelschleife,lane1,POINT (11.553916 48.100353)
315,4137011,,,,,Doppelschleife,lane1,POINT (11.527405 48.172825)
316,4137012,,,,,Doppelschleife,lane2,POINT (11.527437 48.172867)
317,4137013,,,,,Doppelschleife,lane3,POINT (11.527491 48.17292)
318,4137021,,,,,Doppelschleife,lane1,POINT (11.527619 48.173046)
319,4137022,,,,,Doppelschleife,lane2,POINT (11.527555 48.172997)
320,4138011,,,,,Doppelschleife,lane1,POINT (11.501055 48.103275)
321,4138012,,,,,Doppelschleife,lane2,POINT (11.5011835 48.10325)
322,4138013,,,,,Doppelschleife,lane3,POINT (11.501291 48.10309)
323,4138014,,,,,Doppelschleife,lane4,POINT (11.501398 48.10312)
324,4138021,,,,,Doppelschleife,lane1,POINT (11.502792 48.10365)
325,4138022,,,,,Doppelschleife,lane2,POINT (11.502686 48.10362)
326,4138023,,,,,Doppelschleife,lane3,POINT (11.5016985 48.103333)
327,4138024,,,,,Doppelschleife,lane4,POINT (11.50157 48.103317)
328,4139011,,,,,null,lane1,POINT (11.539614 48.115017)
329,4139021,,,,,null,lane1,POINT (11.539807 48.11496)
330,4139022,,,,,null,lane2,POINT (11.539732 48.114975)
331,4140011,,,,,Doppelschleife,lane1,POINT (11.572445 48.107388)
332,4140012,,,,,Doppelschleife,lane2,POINT (11.572509 48.10736)
333,4140021,,,,,Doppelschleife,lane3,POINT (11.572713 48.107258)
334,4140022,,,,,Doppelschleife,lane4,POINT (11.572638 48.10729)
335,4141011,,,,,null,lane1,POINT (11.625885 48.129196)
336,4141012,,,,,null,lane2,POINT (11.625906 48.12925)
337,4141021,,,,,null,lane1,POINT (11.625959 48.129383)
338,4141022,,,,,null,lane2,POINT (11.625928 48.129333)
339,4144011,,,,,Doppelschleife,lane1,POINT (11.555825 48.140724)
340,4144012,,,,,Doppelschleife,lane2,POINT (11.55589 48.14074)
341,4144021,,,,,Doppelschleife,lane1,POINT (11.556093 48.14073)
342,4144022,,,,,Doppelschleife,lane2,POINT (11.556019 48.140747)
343,4146011,,,,,Doppelschleife,lane1,POINT (11.633105 48.1353)
344,4146021,,,,,Doppelschleife,lane1,POINT (11.633224 48.1353)
345,4147011,,,,,Doppelschleife,lane1,POINT (11.565857 48.112797)
346,4147012,,,,,Doppelschleife,lane2,POINT (11.565857 48.11284)
347,4147013,,,,,Doppelschleife,lane3,POINT (11.56591 48.112885)
348,4147014,,,,,Doppelschleife,lane4,POINT (11.5659 48.112934)
349,4147021,,,,,Doppelschleife,lane1,POINT (11.5645485 48.113148)
350,4147022,,,,,Doppelschleife,lane2,POINT (11.564516 48.113106)
351,4147023,,,,,Doppelschleife,lane3,POINT (11.564527 48.113075)
352,4148011,,,,,Doppelschleife,lane1,POINT (11.615274 48.135666)
353,4148021,,,,,Doppelschleife,lane1,POINT (11.615392 48.13584)
354,4149011,,,,,null,lane1,POINT (11.554345 48.12271)
355,4149021,,,,,null,lane1,POINT (11.554495 48.122738)
356,4149022,,,,,null,lane2,POINT (11.554452 48.122738)
357,4150011,,,,,Doppelschleife,lane1,POINT (11.594792 48.174614)
358,4150012,,,,,Doppelschleife,lane2,POINT (11.594835 48.174656)
359,4150021,,,,,Doppelschleife,lane1,POINT (11.595072 48.17486)
360,4150022,,,,,Doppelschleife,lane2,POINT (11.594986 48.17481)
361,4150023,,,,,Doppelschleife,lane3,POINT (11.594933 48.17476)
362,4150024,,,,,Doppelschleife,lane4,POINT (11.5949 48.174736)
363,4150025,,,,,Doppelschleife,lane5,POINT (11.594868 48.17471)
364,4151011,,,,,Doppelschleife,lane1,POINT (11.484136 48.163967)
365,4151012,,,,,,,POINT (11.484125 48.164017)
366,4151021,,,,,Doppelschleife,lane1,POINT (11.484146 48.16408)
367,4151022,,,,,Doppelschleife,lane2,POINT (11.484125 48.164066)
368,4152011,,,,,Doppelschleife,lane1,POINT (11.470135 48.17744)
369,4152012,,,,,Doppelschleife,lane2,POINT (11.470113 48.177505)
370,4152021,,,,,Doppelschleife,lane1,POINT (11.470091 48.177647)
371,4152022,,,,,Doppelschleife,lane2,POINT (11.47007 48.177597)
372,4153011,,,,,Doppelschleife,lane1,POINT (11.456294 48.151894)
373,4153012,,,,,Doppelschleife,lane2,POINT (11.4563265 48.151886)
374,4153013,,,,,Doppelschleife,lane3,POINT (11.456369 48.15188)
375,4153014,,,,,Doppelschleife,lane4,POINT (11.456444 48.151894)
376,4153021,,,,,Doppelschleife,lane1,POINT (11.456627 48.151764)
377,4153022,,,,,Doppelschleife,lane2,POINT (11.4565735 48.151787)
378,4153023,,,,,Doppelschleife,lane3,POINT (11.456498 48.15178)
379,4154011,,,,,null,lane1,POINT (11.469651 48.114773)
380,4154021,,,,,null,lane1,POINT (11.469651 48.114876)
381,4155011,,,,,Doppelschleife,lane1,POINT (11.477602 48.08878)
382,4155012,,,,,Doppelschleife,lane2,POINT (11.477602 48.088837)
383,4155021,,,,,Doppelschleife,lane1,POINT (11.477623 48.088966)
384,4155022,,,,,Doppelschleife,lane2,POINT (11.477623 48.088924)
385,4157011,,,,,Doppelschleife,lane1,POINT (11.571479 48.11066)
386,4157012,,,,,Doppelschleife,lane2,POINT (11.571479 48.110706)
387,4157013,,,,,Doppelschleife,lane3,POINT (11.571468 48.11074)
388,4157021,,,,,Doppelschleife,lane1,POINT (11.57135 48.110847)
389,4157022,,,,,Doppelschleife,lane2,POINT (11.571329 48.110813)
390,4157023,,,,,Doppelschleife,lane3,POINT (11.571307 48.11077)
391,4158011,,,,,,,POINT (11.536771 48.15293)
392,4158012,,,,,Doppelschleife,lane2,POINT (11.536814 48.152946)
393,4158021,,,,,Doppelschleife,lane1,POINT (11.537275 48.15291)
394,4158022,,,,,Doppelschleife,lane2,POINT (11.537222 48.15291)
395,4158023,,,,,Doppelschleife,lane3,POINT (11.5371895 48.152924)
396,4158024,,,,,,,POINT (11.537147 48.152924)
397,4160011,,,,,Doppelschleife,lane1,POINT (11.615124 48.141033)
398,4160021,,,,,Doppelschleife,lane1,POINT (11.615285 48.141014)
399,4161011,,,,,Doppelschleife,lane1,POINT (11.6147375 48.1294)
400,4161012,,,,,Doppelschleife,lane2,POINT (11.614823 48.12937)
401,4161013,,,,,Doppelschleife,lane3,POINT (11.61522 48.129047)
402,4161021,,,,,Doppelschleife,lane1,POINT (11.615563 48.129097)
403,4161022,,,,,Doppelschleife,lane2,POINT (11.614963 48.129185)
404,4161023,,,,,Doppelschleife,lane3,POINT (11.614899 48.129227)
405,4163011,,,,,,,POINT (11.58504 48.132164)
406,4163012,,,,,,,POINT (11.585115 48.13223)
407,4163021,,,,,,,POINT (11.587379 48.131706)
408,4163022,,,,,,,POINT (11.587347 48.131634)
409,4164011,,,,,,,POINT (11.548615 48.143047)
410,4164021,,,,,,,POINT (11.548756 48.14305)
411,4165011,,,,,,,POINT (11.577755 48.12664)
412,4165021,,,,,,,POINT (11.577894 48.12677)
413,4165022,,,,,,,POINT (11.577841 48.126743)
414,4166011,,,,,,,POINT (11.595973 48.135937)
415,4166012,,,,,,,POINT (11.5959835 48.135994)
416,4166021,,,,,,,POINT (11.596037 48.13618)
417,4166022,,,,,,,POINT (11.5960045 48.13613)
418,4167011,,,,,Doppelschleife,lane1,POINT (11.53484 48.1453)
419,4167012,,,,,Doppelschleife,lane2,POINT (11.534937 48.1453)
420,4167021,,,,,Doppelschleife,lane1,POINT (11.534743 48.14052)
421,4167022,,,,,Doppelschleife,lane2,POINT (11.5346575 48.140526)
422,4168011,,,,,Doppelschleife,lane1,POINT (11.466079 48.14865)
423,4168021,,,,,Doppelschleife,lane1,POINT (11.466197 48.148636)
424,4169011,,,,,null,lane1,POINT (11.503201 48.14553)
425,4169021,,,,,null,lane1,POINT (11.503329 48.14553)
426,4170011,,,,,Doppelschleife,lane1,POINT (11.624329 48.185432)
427,4170021,,,,,Doppelschleife,lane1,POINT (11.624414 48.18559)
428,4171011,,,,,Doppelschleife,lane1,POINT (11.597882 48.149387)
429,4171012,,,,,Doppelschleife,lane2,POINT (11.597915 48.149437)
430,4171021,,,,,Einfachschleife,lane1,POINT (11.59902 48.149075)
431,4171022,,,,,Einfachschleife,lane2,POINT (11.598988 48.149044)
432,4172011,,,,,,,POINT (11.51909 48.1426)
433,4172021,,,,,Doppelschleife,lane1,POINT (11.519208 48.142582)
434,4173011,,,,,Doppelschleife,lane1,POINT (11.587122 48.211575)
435,4173012,,,,,Doppelschleife,lane2,POINT (11.587196 48.211575)
436,4173013,,,,,Doppelschleife,lane3,POINT (11.587272 48.211582)
437,4173021,,,,,Doppelschleife,lane1,POINT (11.58754 48.211555)
438,4173022,,,,,Doppelschleife,lane2,POINT (11.587476 48.21157)
