,DETEKTO,LZANR,NAME,DET_IND,DET_NAM,dtctr_t,dtctr_l,geometry
2418,10885001,885.0,Landsberger-/ Barthstr. (FgÜ),1.0,D11,LZA-Detektor,,POINT (11.530706 48.140343)
2419,10885002,885.0,Landsberger-/ Barthstr. (FgÜ),2.0,D12,LZA-Detektor,,POINT (11.530703 48.140316)
2420,10885003,885.0,Landsberger-/ Barthstr. (FgÜ),3.0,D21,LZA-Detektor,,POINT (11.529742 48.14023)
2421,10885004,885.0,Landsberger-/ Barthstr. (FgÜ),4.0,D22,LZA-Detektor,,POINT (11.529745 48.140255)
2422,10885005,,,,,,,POINT (11.53024 48.140415)
2423,10885006,,,,,,,POINT (11.530132 48.14016)
2424,10888005,888.0,Georgen-/ Schleißheimer Str.,5.0,DV11,LZA-Detektor,,POINT (11.5623142 48.1573248)
2425,10888006,888.0,Georgen-/ Schleißheimer Str.,6.0,DV31,LZA-Detektor,,POINT (11.5621843 48.1570678)
2426,10915001,915.0,Putzbrunner Str./ Europaschule,1.0,D11,LZA-Detektor,,POINT (11.640986 48.09789)
2427,10915002,915.0,Putzbrunner Str./ Europaschule,2.0,D21,LZA-Detektor,,POINT (11.639938 48.098118)
2428,10918001,918.0,Frankfurter Ring / Oberhofer Platz,1.0,D11,LZA-Detektor,,POINT (11.5762909 48.1876201)
2429,10918002,918.0,Frankfurter Ring / Oberhofer Platz,2.0,D21,LZA-Detektor,,POINT (11.5761702 48.1878293)
2430,10918003,918.0,Frankfurter Ring / Oberhofer Platz,3.0,D22,LZA-Detektor,,POINT (11.5762077 48.1878311)
2431,10918004,918.0,Frankfurter Ring / Oberhofer Platz,4.0,D23,LZA-Detektor,,POINT (11.576248 48.1878391)
2432,10918005,918.0,Frankfurter Ring / Oberhofer Platz,5.0,D41,LZA-Detektor,,POINT (11.5763284 48.1874287)
2433,10918006,918.0,Frankfurter Ring / Oberhofer Platz,6.0,D42,LZA-Detektor,,POINT (11.5762922 48.1874275)
2434,10923001,923.0,Johann-Fichte-/ Leopoldstr.,1.0,D11,LZA-Detektor,,POINT (11.5863345 48.1691303)
2435,10923002,923.0,Johann-Fichte-/ Leopoldstr.,2.0,D12,LZA-Detektor,,POINT (11.586297 48.1690435)
2436,10923003,923.0,Johann-Fichte-/ Leopoldstr.,3.0,D13,LZA-Detektor,,POINT (11.5862561 48.1690395)
2437,10923004,923.0,Johann-Fichte-/ Leopoldstr.,4.0,D21,LZA-Detektor,,POINT (11.5859426 48.1699598)
2438,10923005,923.0,Johann-Fichte-/ Leopoldstr.,5.0,D22,LZA-Detektor,,POINT (11.5859808 48.1699615)
2439,10923006,923.0,Johann-Fichte-/ Leopoldstr.,6.0,D31,LZA-Detektor,,POINT (11.5860405 48.169733)
2440,10923007,923.0,Johann-Fichte-/ Leopoldstr.,7.0,D51,LZA-Detektor,,POINT (11.5866266 48.1695388)
2441,10923008,923.0,Johann-Fichte-/ Leopoldstr.,8.0,D52,LZA-Detektor,,POINT (11.5866266 48.1695174)
2442,10926001,926.0,Nymphenburger-/ Adamstr.,1.0,D21,LZA-Detektor,,POINT (11.5485 48.149449)
2443,10933001,933.0,Allacher-/ Von-Kahr-Str.,1.0,D11,LZA-Detektor,,POINT (11.486897 48.179234)
2444,10933002,933.0,Allacher-/ Von-Kahr-Str.,2.0,D12,LZA-Detektor,,POINT (11.486883 48.17926)
2445,10933003,933.0,Allacher-/ Von-Kahr-Str.,3.0,D21,LZA-Detektor,,POINT (11.486891 48.179623)
2446,10933004,933.0,Allacher-/ Von-Kahr-Str.,4.0,D22,LZA-Detektor,,POINT (11.486897 48.179646)
2447,10933005,933.0,Allacher-/ Von-Kahr-Str.,5.0,D31,LZA-Detektor,,POINT (11.488041 48.179573)
2448,10933006,933.0,Allacher-/ Von-Kahr-Str.,6.0,D41,LZA-Detektor,,POINT (11.487962 48.17954)
2449,10933007,933.0,Allacher-/ Von-Kahr-Str.,7.0,D42,LZA-Detektor,,POINT (11.4879675 48.179504)
2450,10935001,935.0,Eversbusch-/ Pippinger-/ Von-Kahr-Str.,1.0,D11,LZA-Detektor,,POINT (11.460023 48.17632)
2451,10935002,935.0,Eversbusch-/ Pippinger-/ Von-Kahr-Str.,2.0,D12,LZA-Detektor,,POINT (11.459943 48.17633)
2452,10935003,935.0,Eversbusch-/ Pippinger-/ Von-Kahr-Str.,3.0,D21,LZA-Detektor,,POINT (11.461397 48.176792)
2453,10935004,935.0,Eversbusch-/ Pippinger-/ Von-Kahr-Str.,4.0,D22,LZA-Detektor,,POINT (11.461403 48.176758)
2454,10935005,935.0,Eversbusch-/ Pippinger-/ Von-Kahr-Str.,5.0,D31,LZA-Detektor,,POINT (11.460872 48.17617)
2455,10935006,935.0,Eversbusch-/ Pippinger-/ Von-Kahr-Str.,6.0,D32,LZA-Detektor,,POINT (11.460823 48.176174)
2456,10935007,935.0,Eversbusch-/ Pippinger-/ Von-Kahr-Str.,7.0,D51,LZA-Detektor,,POINT (11.46112 48.176613)
2457,10935008,935.0,Eversbusch-/ Pippinger-/ Von-Kahr-Str.,8.0,D52,LZA-Detektor,,POINT (11.461101 48.17664)
2458,10935014,935.0,Eversbusch-/ Pippinger-/ Von-Kahr-Str.,14.0,D111,LZA-Detektor,,POINT (11.461622 48.17676)
2459,10935015,935.0,Eversbusch-/ Pippinger-/ Von-Kahr-Str.,15.0,D112,LZA-Detektor,,POINT (11.461604 48.17679)
2460,10935016,935.0,Eversbusch-/ Pippinger-/ Von-Kahr-Str.,16.0,D113,LZA-Detektor,,POINT (11.461913 48.176914)
2461,10935019,935.0,Eversbusch-/ Pippinger-/ Von-Kahr-Str.,19.0,D123,LZA-Detektor,,POINT (11.461863 48.177467)
2462,10935020,935.0,Eversbusch-/ Pippinger-/ Von-Kahr-Str.,20.0,D124,LZA-Detektor,,POINT (11.461901 48.17748)
2463,10935021,935.0,Eversbusch-/ Pippinger-/ Von-Kahr-Str.,21.0,D131,LZA-Detektor,,POINT (11.462739 48.177227)
2464,10935022,935.0,Eversbusch-/ Pippinger-/ Von-Kahr-Str.,22.0,D132,LZA-Detektor,,POINT (11.462797 48.177208)
2465,10935023,935.0,Eversbusch-/ Pippinger-/ Von-Kahr-Str.,23.0,D133,LZA-Detektor,,POINT (11.4628105 48.177185)
2466,10935024,935.0,Eversbusch-/ Pippinger-/ Von-Kahr-Str.,24.0,D141,LZA-Detektor,,POINT (11.461835 48.17698)
2467,10935025,935.0,Eversbusch-/ Pippinger-/ Von-Kahr-Str.,25.0,D142,LZA-Detektor,,POINT (11.461859 48.176956)
2468,10939003,939.0,Nymphenburger-/ Alfonsstr.,3.0,D51,LZA-Detektor,,POINT (11.541366 48.150961)
2469,10953001,953.0,Am Mitterfeld / Riemer Str.,1.0,D11,LZA-Detektor,,POINT (11.677045 48.140007)
2470,10953002,953.0,Am Mitterfeld / Riemer Str.,2.0,D12,LZA-Detektor,,POINT (11.677982 48.14041)
2471,10953003,953.0,Am Mitterfeld / Riemer Str.,3.0,D13,LZA-Detektor,,POINT (11.678701 48.14025)
2472,10953004,953.0,Am Mitterfeld / Riemer Str.,4.0,D21,LZA-Detektor,,POINT (11.6783085 48.140175)
2473,10953005,953.0,Am Mitterfeld / Riemer Str.,5.0,D31,LZA-Detektor,,POINT (11.678338 48.139748)
2474,10953006,953.0,Am Mitterfeld / Riemer Str.,6.0,D32,LZA-Detektor,,POINT (11.678368 48.139767)
2475,10954001,954.0,Hugo-Wolf-/ Neuherbergstr.,1.0,D11,LZA-Detektor,,POINT (11.5680745 48.2093956)
2476,10954002,954.0,Hugo-Wolf-/ Neuherbergstr.,2.0,D12,LZA-Detektor,,POINT (11.5681389 48.2093769)
2477,10954003,954.0,Hugo-Wolf-/ Neuherbergstr.,3.0,D21,LZA-Detektor,,POINT (11.5675488 48.2090588)
2478,10954004,954.0,Hugo-Wolf-/ Neuherbergstr.,4.0,D31,LZA-Detektor,,POINT (11.566724 48.2090584)
2479,10954005,954.0,Hugo-Wolf-/ Neuherbergstr.,5.0,D41,LZA-Detektor,,POINT (11.5674 48.2093886)
2480,10954006,954.0,Hugo-Wolf-/ Neuherbergstr.,6.0,D51,LZA-Detektor,,POINT (11.5667696 48.2090968)
2481,10954007,954.0,Hugo-Wolf-/ Neuherbergstr.,7.0,D52,LZA-Detektor,,POINT (11.5671384 48.2091701)
2482,10954008,954.0,Hugo-Wolf-/ Neuherbergstr.,8.0,D61,LZA-Detektor,,POINT (11.568147 48.2093483)
2483,10954009,954.0,Hugo-Wolf-/ Neuherbergstr.,9.0,D62,LZA-Detektor,,POINT (11.567805 48.2092803)
2484,10963013,963.0,Isolden-/ Parzivalstr.,13.0,D11,LZA-Detektor,,POINT (11.5832536 48.1710142)
2485,10963014,963.0,Isolden-/ Parzivalstr.,14.0,D12,LZA-Detektor,,POINT (11.583269 48.170986)
2486,10963015,963.0,Isolden-/ Parzivalstr.,15.0,D21,LZA-Detektor,,POINT (11.5828117 48.1706887)
2487,10963016,963.0,Isolden-/ Parzivalstr.,16.0,D31,LZA-Detektor,,POINT (11.5822067 48.1708008)
2488,10963017,963.0,Isolden-/ Parzivalstr.,17.0,D41,LZA-Detektor,,POINT (11.5826862 48.1712185)
2489,10964001,964.0,Frankfurter Ring / Lilienthalallee,1.0,D11,LZA-Detektor,,POINT (11.6017199 48.1869069)
2490,10964002,964.0,Frankfurter Ring / Lilienthalallee,2.0,D12,LZA-Detektor,,POINT (11.601724 48.1869328)
2491,10964003,964.0,Frankfurter Ring / Lilienthalallee,3.0,D13,LZA-Detektor,,POINT (11.6022282 48.1869042)
2492,10964004,964.0,Frankfurter Ring / Lilienthalallee,4.0,D14,LZA-Detektor,,POINT (11.6013096 48.1869838)
2493,10964005,964.0,Frankfurter Ring / Lilienthalallee,5.0,D21,LZA-Detektor,,POINT (11.6025319 48.1871111)
2494,10964006,964.0,Frankfurter Ring / Lilienthalallee,6.0,D22,LZA-Detektor,,POINT (11.6025695 48.1871075)
2495,10964007,964.0,Frankfurter Ring / Lilienthalallee,7.0,D23,LZA-Detektor,,POINT (11.6025708 48.187273)
2496,10964008,964.0,Frankfurter Ring / Lilienthalallee,8.0,D24,LZA-Detektor,,POINT (11.6026124 48.1872739)
2497,10964009,964.0,Frankfurter Ring / Lilienthalallee,9.0,D25,LZA-Detektor,,POINT (11.6027103 48.1876369)
2498,10964010,964.0,Frankfurter Ring / Lilienthalallee,10.0,D32,LZA-Detektor,,POINT (11.6033408 48.1868565)
2499,10964011,964.0,Frankfurter Ring / Lilienthalallee,11.0,D33,LZA-Detektor,,POINT (11.6033341 48.1868287)
2500,10976001,976.0,Dachauer-/ Max-Born-Str.,1.0,D11,LZA-Detektor,,POINT (11.502917 48.192963)
2501,10976002,976.0,Dachauer-/ Max-Born-Str.,2.0,D12,LZA-Detektor,,POINT (11.502914 48.192932)
2502,10976003,976.0,Dachauer-/ Max-Born-Str.,3.0,D21,LZA-Detektor,,POINT (11.502107 48.192448)
2503,10976004,976.0,Dachauer-/ Max-Born-Str.,4.0,D22,LZA-Detektor,,POINT (11.502066 48.192448)
2504,10976005,976.0,Dachauer-/ Max-Born-Str.,5.0,D23,LZA-Detektor,,POINT (11.502017 48.19245)
2505,10976006,976.0,Dachauer-/ Max-Born-Str.,6.0,D31,LZA-Detektor,,POINT (11.501508 48.19291)
2506,10976007,976.0,Dachauer-/ Max-Born-Str.,7.0,D32,LZA-Detektor,,POINT (11.501317 48.192963)
2507,10976008,976.0,Dachauer-/ Max-Born-Str.,8.0,D33,LZA-Detektor,,POINT (11.501324 48.192993)
2508,10976009,,,,,,,POINT (11.501868 48.19284)
2509,10976010,976.0,Dachauer-/ Max-Born-Str.,10.0,D41,LZA-Detektor,,POINT (11.502427 48.192932)
2510,10997001,997.0,Eversbusch-/ Otto-Warburg-Str.,1.0,D11,LZA-Detektor,,POINT (11.458162 48.206528)
2511,10997002,997.0,Eversbusch-/ Otto-Warburg-Str.,2.0,D21,LZA-Detektor,,POINT (11.457657 48.205692)
2512,10997003,997.0,Eversbusch-/ Otto-Warburg-Str.,3.0,D22,LZA-Detektor,,POINT (11.457687 48.20587)
2513,10997004,997.0,Eversbusch-/ Otto-Warburg-Str.,4.0,D23,LZA-Detektor,,POINT (11.45778 48.206028)
2514,10997005,997.0,Eversbusch-/ Otto-Warburg-Str.,5.0,D41,LZA-Detektor,,POINT (11.457634 48.206215)
2515,10997006,997.0,Eversbusch-/ Otto-Warburg-Str.,6.0,D42,LZA-Detektor,,POINT (11.457662 48.206238)
2516,10997007,997.0,Eversbusch-/ Otto-Warburg-Str.,7.0,D43,LZA-Detektor,,POINT (11.457554 48.20634)
2517,10997008,,,,,,,POINT (11.457861 48.206287)
2518,10997009,997.0,Eversbusch-/ Otto-Warburg-Str.,9.0,D24,LZA-Detektor,,POINT (11.458213 48.206497)
2519,11012001,1012.0,Dachauer-/ Lazarettstr.,1.0,D11,LZA-Detektor,,POINT (11.5530494 48.1549957)
2520,11012002,1012.0,Dachauer-/ Lazarettstr.,2.0,D12,LZA-Detektor,,POINT (11.5530194 48.1549778)
2521,11012003,1012.0,Dachauer-/ Lazarettstr.,3.0,D21,LZA-Detektor,,POINT (11.5528336 48.1550942)
2522,11012005,1012.0,Dachauer-/ Lazarettstr.,5.0,D41,LZA-Detektor,,POINT (11.552127 48.155486)
2523,11012006,1012.0,Dachauer-/ Lazarettstr.,6.0,D42,LZA-Detektor,,POINT (11.55207 48.15558)
2524,11014001,1014.0,Leopold-/ Wilhelm-Hertz-Str.,1.0,D51,LZA-Detektor,,POINT (11.5854357 48.1759838)
2525,11014002,1014.0,Leopold-/ Wilhelm-Hertz-Str.,2.0,D511,LZA-Detektor,,POINT (11.5856489 48.1759132)
2526,11014003,1014.0,Leopold-/ Wilhelm-Hertz-Str.,3.0,D521,LZA-Detektor,,POINT (11.585376 48.1759056)
2527,11017003,1017.0,Gleim-/ Weltenburger Str.,3.0,D11,LZA-Detektor,,POINT (11.627037 48.14141)
2528,11017004,1017.0,Gleim-/ Weltenburger Str.,4.0,D21,LZA-Detektor,,POINT (11.627265 48.1419)
2529,11020001,1020.0,Schleißheimer-/ Birnauer Str.,1.0,D11,LZA-Detektor,,POINT (11.5663065 48.1748524)
2530,11020002,1020.0,Schleißheimer-/ Birnauer Str.,2.0,D12,LZA-Detektor,,POINT (11.5662609 48.1748721)
2531,11020003,1020.0,Schleißheimer-/ Birnauer Str.,3.0,D31,LZA-Detektor,,POINT (11.5670602 48.1759797)
2532,11020004,1020.0,Schleißheimer-/ Birnauer Str.,4.0,D32,LZA-Detektor,,POINT (11.5670816 48.1759582)
2533,11020005,1020.0,Schleißheimer-/ Birnauer Str.,5.0,D531,LZA-Detektor,,POINT (11.5671399 48.1754423)
2534,11020009,,,,,,,POINT (11.5666095 48.1757628)
2535,11021001,1021.0,Milbertshofener Str./ Christoph v. Gluck,1.0,D511,LZA-Detektor,,POINT (11.5756768 48.1840904)
2536,11021010,1021.0,Milbertshofener Str./ Christoph v. Gluck,10.0,D512,LZA-Detektor,,POINT (11.5755789 48.1846689)
2537,11025007,1025.0,Ismaninger-/ Langerstr.,7.0,D11,LZA-Detektor,,POINT (11.598205 48.136803)
2538,11025008,1025.0,Ismaninger-/ Langerstr.,8.0,D21,LZA-Detektor,,POINT (11.5985155 48.137524)
2539,11025009,1025.0,Ismaninger-/ Langerstr.,9.0,D211,LZA-Detektor,,POINT (11.598178 48.13714)
2540,11025010,,,,,,,POINT (11.59823 48.137108)
2541,11028001,1028.0,Rhein-/ Mainzer Str.,1.0,D51,LZA-Detektor,,POINT (11.581254 48.167046)
2542,11028002,1028.0,Rhein-/ Mainzer Str.,2.0,D52,LZA-Detektor,,POINT (11.581182 48.167137)
2543,11032002,,,,,,,POINT (11.61343 48.15549)
2544,11032003,,,,,,,POINT (11.613352 48.155144)
2545,11032004,1032.0,Grosjean-/ Oberföhringer Str.,4.0,D11,LZA-Detektor,,POINT (11.612794 48.154892)
2546,11032005,1032.0,Grosjean-/ Oberföhringer Str.,5.0,D21,LZA-Detektor,,POINT (11.613352 48.155144)
2547,11032006,1032.0,Grosjean-/ Oberföhringer Str.,6.0,D31,LZA-Detektor,,POINT (11.612794 48.154892)
2548,11033001,1033.0,Baldur-/ Nederlinger Str.,1.0,D21,LZA-Detektor,,POINT (11.516594 48.16758)
2549,11039002,1039.0,Eversbuschstr./ Hohenadelweg,2.0,D11,LZA-Detektor,,POINT (11.4570265 48.203712)
2550,11039003,1039.0,Eversbuschstr./ Hohenadelweg,3.0,D21,LZA-Detektor,,POINT (11.457294 48.204258)
2551,11040001,1040.0,Maria-Probst-/ Schwarzhauptstraße,1.0,D11,LZA-Detektor,,POINT (11.5910057 48.1927939)
2552,11040002,1040.0,Maria-Probst-/ Schwarzhauptstraße,2.0,D12,LZA-Detektor,,POINT (11.5896679 48.1927684)
2553,11040003,1040.0,Maria-Probst-/ Schwarzhauptstraße,3.0,D21,LZA-Detektor,,POINT (11.5908038 48.1927657)
2554,11040004,1040.0,Maria-Probst-/ Schwarzhauptstraße,4.0,D22,LZA-Detektor,,POINT (11.5908038 48.1927407)
2555,11040005,1040.0,Maria-Probst-/ Schwarzhauptstraße,5.0,D31,LZA-Detektor,,POINT (11.5904363 48.1923956)
2556,11040006,1040.0,Maria-Probst-/ Schwarzhauptstraße,6.0,D32,LZA-Detektor,,POINT (11.5903934 48.1924493)
2557,11040007,1040.0,Maria-Probst-/ Schwarzhauptstraße,7.0,D41,LZA-Detektor,,POINT (11.5897443 48.1926638)
2558,11040008,1040.0,Maria-Probst-/ Schwarzhauptstraße,8.0,D42,LZA-Detektor,,POINT (11.589629 48.1926915)
2559,11040009,1040.0,Maria-Probst-/ Schwarzhauptstraße,9.0,D51,LZA-Detektor,,POINT (11.5898865 48.1927228)
2560,11040010,1040.0,Maria-Probst-/ Schwarzhauptstraße,10.0,D61,LZA-Detektor,,POINT (11.5902472 48.1930362)
2561,11040011,1040.0,Maria-Probst-/ Schwarzhauptstraße,11.0,D62,LZA-Detektor,,POINT (11.5902881 48.1929924)
2562,11041002,1041.0,Margot-Kalinke-/ Maria-Probst-Str.,2.0,D21,LZA-Detektor,,POINT (11.5966254 48.192451)
2563,11041003,1041.0,Margot-Kalinke-/ Maria-Probst-Str.,3.0,D31,LZA-Detektor,,POINT (11.5958187 48.1927567)
2564,11041004,1041.0,Margot-Kalinke-/ Maria-Probst-Str.,4.0,D41,LZA-Detektor,,POINT (11.5964222 48.193126)
2565,11041005,1041.0,Margot-Kalinke-/ Maria-Probst-Str.,5.0,D51,LZA-Detektor,,POINT (11.5959501 48.1927853)
2566,11041006,1041.0,Margot-Kalinke-/ Maria-Probst-Str.,6.0,D71,LZA-Detektor,,POINT (11.5970874 48.1928238)
2567,11043001,1043.0,Arnulf-/ Hopfenstr.,1.0,D11,LZA-Detektor,,POINT (11.554506 48.1424)
2568,11043002,1043.0,Arnulf-/ Hopfenstr.,2.0,D21,LZA-Detektor,,POINT (11.553491 48.142464)
2569,11043003,1043.0,Arnulf-/ Hopfenstr.,3.0,D22,LZA-Detektor,,POINT (11.553637 48.142464)
2570,11043004,1043.0,Arnulf-/ Hopfenstr.,4.0,D23,LZA-Detektor,,POINT (11.5534224 48.1425083)
2571,11044001,1044.0,Arnulf-/ Deroystr.,1.0,D11,LZA-Detektor,,POINT (11.546038 48.144183)
2572,11044002,1044.0,Arnulf-/ Deroystr.,2.0,D12,LZA-Detektor,,POINT (11.5460242 48.1441615)
2573,11044003,1044.0,Arnulf-/ Deroystr.,3.0,D21,LZA-Detektor,,POINT (11.54535 48.143939)
2574,11044004,1044.0,Arnulf-/ Deroystr.,4.0,D31,LZA-Detektor,,POINT (11.544843 48.144298)
2575,11044005,1044.0,Arnulf-/ Deroystr.,5.0,D32,LZA-Detektor,,POINT (11.544862 48.144325)
2576,11044006,1044.0,Arnulf-/ Deroystr.,6.0,D41,LZA-Detektor,,POINT (11.545543 48.144552)
2577,11044014,1044.0,Arnulf-/ Deroystr.,14.0,D22,LZA-Detektor,,POINT (11.54531 48.143941)
2578,11047001,1047.0,Arnulf-/ Nibelungenstr.,1.0,D11,LZA-Detektor,,POINT (11.513461 48.15361)
2579,11047002,1047.0,Arnulf-/ Nibelungenstr.,2.0,D12,LZA-Detektor,,POINT (11.513571 48.153492)
2580,11047003,1047.0,Arnulf-/ Nibelungenstr.,3.0,D21,LZA-Detektor,,POINT (11.512641 48.15392)
2581,11047004,1047.0,Arnulf-/ Nibelungenstr.,4.0,D22,LZA-Detektor,,POINT (11.512772 48.153885)
2582,11047005,1047.0,Arnulf-/ Nibelungenstr.,5.0,D31,LZA-Detektor,,POINT (11.513311 48.153934)
2583,11047006,1047.0,Arnulf-/ Nibelungenstr.,6.0,D211,LZA-Detektor,,POINT (11.513291 48.153786)
2584,11055002,1055.0,Elisabethplatz/ Franz-Joseph-/ Kurfürstenstr.,2.0,D12,LZA-Detektor,,POINT (11.575068 48.157308)
2585,11055003,1055.0,Elisabethplatz/ Franz-Joseph-/ Kurfürstenstr.,3.0,D21,LZA-Detektor,,POINT (11.574531 48.15762)
2586,11055004,1055.0,Elisabethplatz/ Franz-Joseph-/ Kurfürstenstr.,4.0,D22,LZA-Detektor,,POINT (11.5747195 48.1576398)
2587,11055005,1055.0,Elisabethplatz/ Franz-Joseph-/ Kurfürstenstr.,5.0,D31,LZA-Detektor,,POINT (11.574897 48.158018)
2588,11055006,1055.0,Elisabethplatz/ Franz-Joseph-/ Kurfürstenstr.,6.0,D32,LZA-Detektor,,POINT (11.574928 48.158018)
2589,11055007,1055.0,Elisabethplatz/ Franz-Joseph-/ Kurfürstenstr.,7.0,D61,LZA-Detektor,,POINT (11.5757653 48.1573365)
2590,11055008,1055.0,Elisabethplatz/ Franz-Joseph-/ Kurfürstenstr.,8.0,D81,LZA-Detektor,,POINT (11.575595 48.158022)
2591,11055009,1055.0,Elisabethplatz/ Franz-Joseph-/ Kurfürstenstr.,9.0,D91,LZA-Detektor,,POINT (11.576153 48.1577298)
2592,11055010,1055.0,Elisabethplatz/ Franz-Joseph-/ Kurfürstenstr.,10.0,D92,LZA-Detektor,,POINT (11.575929 48.1576877)
2593,11056002,1056.0,Clemens-/ Schleißheimer Str.,2.0,D12,LZA-Detektor,,POINT (11.56446 48.164097)
2594,11056003,1056.0,Clemens-/ Schleißheimer Str.,3.0,D13,LZA-Detektor,,POINT (11.564449 48.164562)
2595,11056004,1056.0,Clemens-/ Schleißheimer Str.,4.0,D21,LZA-Detektor,,POINT (11.564048 48.164593)
2596,11056005,1056.0,Clemens-/ Schleißheimer Str.,5.0,D31,LZA-Detektor,,POINT (11.564461 48.16496)
2597,11056006,1056.0,Clemens-/ Schleißheimer Str.,6.0,D32,LZA-Detektor,,POINT (11.564502 48.164955)
2598,11056007,1056.0,Clemens-/ Schleißheimer Str.,7.0,D33,LZA-Detektor,,POINT (11.56452 48.16449)
2599,11056008,1056.0,Clemens-/ Schleißheimer Str.,8.0,D41,LZA-Detektor,,POINT (11.564936 48.164463)
2600,11075009,1075.0,Sudetendeutsche Str./ Aussiger Platz,9.0,D11,LZA-Detektor,,POINT (11.5749248 48.1964125)
2601,11075010,1075.0,Sudetendeutsche Str./ Aussiger Platz,10.0,D21,LZA-Detektor,,POINT (11.5760298 48.1963785)
2602,11075011,1075.0,Sudetendeutsche Str./ Aussiger Platz,11.0,D511,LZA-Detektor,,POINT (11.5754086 48.1961374)
2603,11075012,1075.0,Sudetendeutsche Str./ Aussiger Platz,12.0,D512,LZA-Detektor,,POINT (11.575489 48.1966809)
2604,11083001,1083.0,Wasserburger Land-/ Mauerseglerstr.,1.0,D11,LZA-Detektor,,POINT (11.694681 48.12021)
2605,11083002,1083.0,Wasserburger Land-/ Mauerseglerstr.,2.0,D12,LZA-Detektor,,POINT (11.694696 48.12023)
2606,11083003,1083.0,Wasserburger Land-/ Mauerseglerstr.,3.0,D13,LZA-Detektor,,POINT (11.695019 48.12017)
2607,11083004,1083.0,Wasserburger Land-/ Mauerseglerstr.,4.0,D21,LZA-Detektor,,POINT (11.695393 48.120293)
2608,11083005,1083.0,Wasserburger Land-/ Mauerseglerstr.,5.0,D31,LZA-Detektor,,POINT (11.695816 48.119926)
2609,11083006,1083.0,Wasserburger Land-/ Mauerseglerstr.,6.0,D32,LZA-Detektor,,POINT (11.695792 48.119904)
2610,11084001,1084.0,Germania-/ Potsdamer Str.,1.0,D11,LZA-Detektor,,POINT (11.5886381 48.1673576)
2611,11084002,1084.0,Germania-/ Potsdamer Str.,2.0,D21,LZA-Detektor,,POINT (11.5882076 48.1672574)
2612,11084003,1084.0,Germania-/ Potsdamer Str.,3.0,D22,LZA-Detektor,,POINT (11.5882539 48.1672874)
2613,11084004,1084.0,Germania-/ Potsdamer Str.,4.0,D31,LZA-Detektor,,POINT (11.5877458 48.1673868)
2614,11084005,1084.0,Germania-/ Potsdamer Str.,5.0,D41,LZA-Detektor,,POINT (11.5882233 48.1675621)
2615,11084006,1084.0,Germania-/ Potsdamer Str.,6.0,D42,LZA-Detektor,,POINT (11.5881904 48.1675384)
2616,11084015,1084.0,Germania-/ Potsdamer Str.,15.0,D23,LZA-Detektor,,POINT (11.5882638 48.1673389)
2617,11084016,1084.0,Germania-/ Potsdamer Str.,16.0,D43,LZA-Detektor,,POINT (11.5881813 48.1674779)
2618,11101004,1101.0,Geschwister-Scholl-Platz,4.0,D21,LZA-Detektor,,POINT (11.581557 48.1513541)
2619,11101005,1101.0,Geschwister-Scholl-Platz,5.0,D22,LZA-Detektor,,POINT (11.5817881 48.1513181)
2620,11101006,1101.0,Geschwister-Scholl-Platz,6.0,D31,LZA-Detektor,,POINT (11.5813803 48.1513803)
2621,11101007,,,,,,,POINT (11.581465 48.150864)
2622,11101008,1101.0,Geschwister-Scholl-Platz,8.0,D11,LZA-Detektor,,POINT (11.5815159 48.1508194)
2623,11101009,1101.0,Geschwister-Scholl-Platz,9.0,D12,LZA-Detektor,,POINT (11.5814741 48.1508307)
2624,11101010,1101.0,Geschwister-Scholl-Platz,10.0,D41,LZA-Detektor,,POINT (11.5817032 48.1515593)
2625,11101011,1101.0,Geschwister-Scholl-Platz,11.0,D42,LZA-Detektor,,POINT (11.5817427 48.1515575)
2626,11113001,1113.0,Gollierstr./ Theresienhöhe,1.0,D11,LZA-Detektor,,POINT (11.547464 48.13514)
2627,11113002,1113.0,Gollierstr./ Theresienhöhe,2.0,D12,LZA-Detektor,,POINT (11.547457 48.135197)
2628,11113003,1113.0,Gollierstr./ Theresienhöhe,3.0,D13,LZA-Detektor,,POINT (11.547634 48.13541)
2629,11113006,1113.0,Gollierstr./ Theresienhöhe,6.0,D21,LZA-Detektor,,POINT (11.54746 48.1356)
2630,11113007,1113.0,Gollierstr./ Theresienhöhe,7.0,D31,LZA-Detektor,,POINT (11.548187 48.135895)
2631,11113008,1113.0,Gollierstr./ Theresienhöhe,8.0,D32,LZA-Detektor,,POINT (11.54817 48.13585)
2632,11113009,1113.0,Gollierstr./ Theresienhöhe,9.0,D33,LZA-Detektor,,POINT (11.547457 48.135315)
2633,11113010,1113.0,Gollierstr./ Theresienhöhe,10.0,D34,LZA-Detektor,,POINT (11.547491 48.135303)
2634,11113016,1113.0,Gollierstr./ Theresienhöhe,16.0,D22,LZA-Detektor,,POINT (11.547468 48.135628)
2635,11122001,1122.0,Eversbuschstr./ Paul-Ehrlich-Weg,1.0,D11,LZA-Detektor,,POINT (11.458378 48.19482)
2636,11122002,1122.0,Eversbuschstr./ Paul-Ehrlich-Weg,2.0,D12,LZA-Detektor,,POINT (11.458189 48.194954)
2637,11122003,1122.0,Eversbuschstr./ Paul-Ehrlich-Weg,3.0,D21,LZA-Detektor,,POINT (11.45785 48.1951)
