,detid,timestamp,flow,vehicleTypeFlow,speed,vehicleTypeSpeed,occupancy_percentage
23,4006012,2023-12-05T17:15:00.000+01:00,17,anyVehicle,40.32,carOrLightVehicle,5.0
24,4006021,2023-12-05T17:15:00.000+01:00,122,anyVehicle,33.48,carOrLightVehicle,9.0
25,4006022,2023-12-05T17:15:00.000+01:00,137,anyVehicle,30.96,carOrLightVehicle,14.0
26,4007011,2023-12-05T17:15:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,100.0
27,4007012,2023-12-05T17:15:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,100.0
28,4007013,2023-12-05T17:15:00.000+01:00,115,anyVehicle,39.96,carOrLightVehicle,10.0
29,4007014,2023-12-05T17:15:00.000+01:00,143,anyVehicle,45.36,carOrLightVehicle,28.0
30,4007015,2023-12-05T17:15:00.000+01:00,69,anyVehicle,50.04,carOrLightVehicle,4.0
31,4009011,2023-12-05T17:15:00.000+01:00,158,anyVehicle,57.96,carOrLightVehicle,6.0
32,4009012,2023-12-05T17:15:00.000+01:00,135,anyVehicle,61.2,carOrLightVehicle,4.0
33,4009021,2023-12-05T17:15:00.000+01:00,213,anyVehicle,56.52,carOrLightVehicle,8.0
34,4009022,2023-12-05T17:15:00.000+01:00,124,anyVehicle,63.36,carOrLightVehicle,4.0
35,4010011,2023-12-05T17:15:00.000+01:00,118,anyVehicle,40.32,carOrLightVehicle,6.0
36,4010012,2023-12-05T17:15:00.000+01:00,237,anyVehicle,39.96,carOrLightVehicle,13.0
37,4010013,2023-12-05T17:15:00.000+01:00,207,anyVehicle,41.76,carOrLightVehicle,12.0
38,4010014,2023-12-05T17:15:00.000+01:00,202,anyVehicle,48.96,carOrLightVehicle,9.0
39,4010021,2023-12-05T17:15:00.000+01:00,130,anyVehicle,44.28,carOrLightVehicle,7.0
40,4010022,2023-12-05T17:15:00.000+01:00,209,anyVehicle,43.2,carOrLightVehicle,11.0
41,4010023,2023-12-05T17:15:00.000+01:00,236,anyVehicle,44.64,carOrLightVehicle,15.0
42,4010024,2023-12-05T17:15:00.000+01:00,390,anyVehicle,46.08,carOrLightVehicle,20.0
43,4012011,2023-12-05T17:15:00.000+01:00,208,anyVehicle,50.76,carOrLightVehicle,12.0
44,4012012,2023-12-05T17:15:00.000+01:00,332,anyVehicle,49.32,carOrLightVehicle,20.0
45,4012013,2023-12-05T17:15:00.000+01:00,402,anyVehicle,52.92,carOrLightVehicle,21.0
46,4012014,2023-12-05T17:15:00.000+01:00,297,anyVehicle,34.56,carOrLightVehicle,24.0
47,4012015,2023-12-05T17:15:00.000+01:00,394,anyVehicle,30.24,carOrLightVehicle,37.0
48,4012016,2023-12-05T17:15:00.000+01:00,388,anyVehicle,41.04,carOrLightVehicle,26.0
49,4013011,2023-12-05T17:15:00.000+01:00,75,anyVehicle,35.28,carOrLightVehicle,5.0
50,4013012,2023-12-05T17:15:00.000+01:00,206,anyVehicle,34.56,carOrLightVehicle,13.0
51,4013013,2023-12-05T17:15:00.000+01:00,281,anyVehicle,23.4,carOrLightVehicle,26.0
52,4013014,2023-12-05T17:15:00.000+01:00,252,anyVehicle,16.92,carOrLightVehicle,36.0
53,4013021,2023-12-05T17:15:00.000+01:00,287,anyVehicle,41.04,carOrLightVehicle,15.0
54,4013022,2023-12-05T17:15:00.000+01:00,344,anyVehicle,44.28,carOrLightVehicle,15.0
55,4013023,2023-12-05T17:15:00.000+01:00,93,anyVehicle,34.56,carOrLightVehicle,6.0
56,4013024,2023-12-05T17:15:00.000+01:00,159,anyVehicle,35.64,carOrLightVehicle,9.0
57,4014011,2023-12-05T17:15:00.000+01:00,120,anyVehicle,36.72,carOrLightVehicle,15.0
58,4014012,2023-12-05T17:15:00.000+01:00,330,anyVehicle,44.28,carOrLightVehicle,21.0
59,4014013,2023-12-05T17:15:00.000+01:00,403,anyVehicle,48.96,carOrLightVehicle,22.0
60,4014014,2023-12-05T17:15:00.000+01:00,162,anyVehicle,27.0,carOrLightVehicle,17.0
61,4014015,2023-12-05T17:15:00.000+01:00,256,anyVehicle,16.92,carOrLightVehicle,47.0
62,4014016,2023-12-05T17:15:00.000+01:00,262,anyVehicle,18.0,carOrLightVehicle,48.0
63,4019011,2023-12-05T17:15:00.000+01:00,62,anyVehicle,37.08,carOrLightVehicle,6.0
64,4019012,2023-12-05T17:15:00.000+01:00,40,anyVehicle,44.64,carOrLightVehicle,2.0
65,4019013,2023-12-05T17:15:00.000+01:00,48,anyVehicle,48.24,carOrLightVehicle,3.0
66,4019014,2023-12-05T17:15:00.000+01:00,65,anyVehicle,48.96,carOrLightVehicle,3.0
67,4020013,2023-12-05T17:15:00.000+01:00,90,anyVehicle,42.84,carOrLightVehicle,5.0
68,4020014,2023-12-05T17:15:00.000+01:00,110,anyVehicle,41.4,carOrLightVehicle,7.0
69,4022011,2023-12-05T17:15:00.000+01:00,132,anyVehicle,46.8,carOrLightVehicle,6.0
70,4022012,2023-12-05T17:15:00.000+01:00,109,anyVehicle,48.96,carOrLightVehicle,4.0
71,4022021,2023-12-05T17:15:00.000+01:00,75,anyVehicle,45.72,carOrLightVehicle,3.0
72,4022022,2023-12-05T17:15:00.000+01:00,55,anyVehicle,49.32,carOrLightVehicle,2.0
73,4024011,2023-12-05T17:15:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,100.0
74,4024012,2023-12-05T17:15:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,100.0
75,4024013,2023-12-05T17:15:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,100.0
76,4024014,2023-12-05T17:15:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,100.0
77,4025011,2023-12-05T17:15:00.000+01:00,153,anyVehicle,35.28,carOrLightVehicle,10.0
78,4025021,2023-12-05T17:15:00.000+01:00,151,anyVehicle,38.52,carOrLightVehicle,9.0
79,4027011,2023-12-05T17:15:00.000+01:00,139,anyVehicle,51.48,carOrLightVehicle,5.0
80,4027012,2023-12-05T17:15:00.000+01:00,286,anyVehicle,41.76,carOrLightVehicle,15.0
81,4027013,2023-12-05T17:15:00.000+01:00,290,anyVehicle,45.36,carOrLightVehicle,14.0
82,4027021,2023-12-05T17:15:00.000+01:00,174,anyVehicle,54.36,carOrLightVehicle,7.0
83,4027022,2023-12-05T17:15:00.000+01:00,346,anyVehicle,54.0,carOrLightVehicle,13.0
84,4027023,2023-12-05T17:15:00.000+01:00,236,anyVehicle,62.28,carOrLightVehicle,8.0
85,4033011,2023-12-05T17:15:00.000+01:00,48,anyVehicle,42.12,carOrLightVehicle,3.0
86,4033012,2023-12-05T17:15:00.000+01:00,90,anyVehicle,43.2,carOrLightVehicle,5.0
87,4035011,2023-12-05T17:15:00.000+01:00,174,anyVehicle,41.04,carOrLightVehicle,8.0
88,4035012,2023-12-05T17:15:00.000+01:00,298,anyVehicle,43.56,carOrLightVehicle,13.0
89,4035013,2023-12-05T17:15:00.000+01:00,324,anyVehicle,34.2,carOrLightVehicle,22.0
90,4036011,2023-12-05T17:15:00.000+01:00,155,anyVehicle,39.96,carOrLightVehicle,8.0
91,4037011,2023-12-05T17:15:00.000+01:00,350,anyVehicle,35.28,carOrLightVehicle,24.0
92,4037012,2023-12-05T17:15:00.000+01:00,179,anyVehicle,58.32,carOrLightVehicle,6.0
93,4037013,2023-12-05T17:15:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
94,4038011,2023-12-05T17:15:00.000+01:00,335,anyVehicle,32.4,carOrLightVehicle,24.0
95,4038012,2023-12-05T17:15:00.000+01:00,364,anyVehicle,38.52,carOrLightVehicle,20.0
96,4039011,2023-12-05T17:15:00.000+01:00,164,anyVehicle,45.36,carOrLightVehicle,7.0
97,4041011,2023-12-05T17:15:00.000+01:00,202,anyVehicle,46.8,carOrLightVehicle,9.0
98,4041012,2023-12-05T17:15:00.000+01:00,306,anyVehicle,48.96,carOrLightVehicle,13.0
99,4041013,2023-12-05T17:15:00.000+01:00,338,anyVehicle,54.36,carOrLightVehicle,12.0
100,4044011,2023-12-05T17:15:00.000+01:00,83,anyVehicle,39.24,carOrLightVehicle,9.0
101,4044012,2023-12-05T17:15:00.000+01:00,103,anyVehicle,38.52,carOrLightVehicle,12.0
102,4045011,2023-12-05T17:15:00.000+01:00,37,anyVehicle,35.64,carOrLightVehicle,5.0
103,4046011,2023-12-05T17:15:00.000+01:00,76,anyVehicle,44.28,carOrLightVehicle,5.0
104,4047011,2023-12-05T17:15:00.000+01:00,29,anyVehicle,45.36,carOrLightVehicle,2.0
105,4047012,2023-12-05T17:15:00.000+01:00,44,anyVehicle,41.4,carOrLightVehicle,3.0
106,4048011,2023-12-05T17:15:00.000+01:00,84,anyVehicle,41.04,carOrLightVehicle,6.0
107,4048012,2023-12-05T17:15:00.000+01:00,129,anyVehicle,43.56,carOrLightVehicle,11.0
108,4049011,2023-12-05T17:15:00.000+01:00,49,anyVehicle,33.12,carOrLightVehicle,7.0
109,4049012,2023-12-05T17:15:00.000+01:00,119,anyVehicle,32.04,carOrLightVehicle,32.0
110,4050011,2023-12-05T17:15:00.000+01:00,74,anyVehicle,42.48,carOrLightVehicle,5.0
111,4050012,2023-12-05T17:15:00.000+01:00,56,anyVehicle,43.56,carOrLightVehicle,3.0
112,4051011,2023-12-05T17:15:00.000+01:00,56,anyVehicle,47.52,carOrLightVehicle,3.0
113,4051012,2023-12-05T17:15:00.000+01:00,27,anyVehicle,45.72,carOrLightVehicle,2.0
114,4054011,2023-12-05T17:15:00.000+01:00,51,anyVehicle,51.12,carOrLightVehicle,3.0
115,4054012,2023-12-05T17:15:00.000+01:00,9,anyVehicle,50.76,carOrLightVehicle,0.0
116,4055011,2023-12-05T17:15:00.000+01:00,23,anyVehicle,52.2,carOrLightVehicle,1.0
117,4055012,2023-12-05T17:15:00.000+01:00,14,anyVehicle,56.52,carOrLightVehicle,0.0
118,4059011,2023-12-05T17:15:00.000+01:00,13,anyVehicle,47.52,carOrLightVehicle,0.0
119,4059012,2023-12-05T17:15:00.000+01:00,44,anyVehicle,43.2,carOrLightVehicle,3.0
120,4059013,2023-12-05T17:15:00.000+01:00,42,anyVehicle,35.64,carOrLightVehicle,4.0
121,4060011,2023-12-05T17:15:00.000+01:00,72,anyVehicle,42.12,carOrLightVehicle,6.0
122,4060012,2023-12-05T17:15:00.000+01:00,82,anyVehicle,46.44,carOrLightVehicle,5.0
123,4061011,2023-12-05T17:15:00.000+01:00,56,anyVehicle,28.8,carOrLightVehicle,7.0
124,4061012,2023-12-05T17:15:00.000+01:00,174,anyVehicle,28.8,carOrLightVehicle,20.0
125,4063011,2023-12-05T17:15:00.000+01:00,72,anyVehicle,35.64,carOrLightVehicle,6.0
126,4063012,2023-12-05T17:15:00.000+01:00,74,anyVehicle,36.36,carOrLightVehicle,6.0
127,4066011,2023-12-05T17:15:00.000+01:00,51,anyVehicle,45.0,carOrLightVehicle,3.0
128,4066012,2023-12-05T17:15:00.000+01:00,66,anyVehicle,47.16,carOrLightVehicle,4.0
129,4070011,2023-12-05T17:15:00.000+01:00,42,anyVehicle,51.48,carOrLightVehicle,2.0
130,4070012,2023-12-05T17:15:00.000+01:00,71,anyVehicle,51.84,carOrLightVehicle,4.0
131,4071011,2023-12-05T17:15:00.000+01:00,109,anyVehicle,46.44,carOrLightVehicle,7.0
132,4071012,2023-12-05T17:15:00.000+01:00,49,anyVehicle,48.96,carOrLightVehicle,2.0
133,4072011,2023-12-05T17:15:00.000+01:00,124,anyVehicle,38.16,carOrLightVehicle,10.0
134,4072012,2023-12-05T17:15:00.000+01:00,204,anyVehicle,37.8,carOrLightVehicle,16.0
135,4073011,2023-12-05T17:15:00.000+01:00,2,anyVehicle,28.08,carOrLightVehicle,0.0
136,4073012,2023-12-05T17:15:00.000+01:00,1,anyVehicle,32.4,carOrLightVehicle,0.0
137,4075011,2023-12-05T17:15:00.000+01:00,70,anyVehicle,35.64,carOrLightVehicle,7.0
138,4077011,2023-12-05T17:15:00.000+01:00,19,anyVehicle,50.4,carOrLightVehicle,1.0
139,4077012,2023-12-05T17:15:00.000+01:00,22,anyVehicle,52.92,carOrLightVehicle,1.0
140,4081011,2023-12-05T17:15:00.000+01:00,16,anyVehicle,48.6,carOrLightVehicle,1.0
141,4081012,2023-12-05T17:15:00.000+01:00,12,anyVehicle,54.0,carOrLightVehicle,0.0
142,4083011,2023-12-05T17:15:00.000+01:00,173,anyVehicle,31.32,carOrLightVehicle,18.0
143,4087011,2023-12-05T17:15:00.000+01:00,34,anyVehicle,49.32,carOrLightVehicle,1.0
144,4087012,2023-12-05T17:15:00.000+01:00,37,anyVehicle,48.24,carOrLightVehicle,2.0
145,4088011,2023-12-05T17:15:00.000+01:00,66,anyVehicle,36.72,carOrLightVehicle,5.0
146,4089011,2023-12-05T17:15:00.000+01:00,102,anyVehicle,37.44,carOrLightVehicle,13.0
147,4091011,2023-12-05T17:15:00.000+01:00,143,anyVehicle,38.52,carOrLightVehicle,11.0
148,4093011,2023-12-05T17:15:00.000+01:00,115,anyVehicle,44.28,carOrLightVehicle,8.0
149,4097011,2023-12-05T17:15:00.000+01:00,305,anyVehicle,40.32,carOrLightVehicle,16.0
150,4097012,2023-12-05T17:15:00.000+01:00,256,anyVehicle,26.64,carOrLightVehicle,26.0
151,4097013,2023-12-05T17:15:00.000+01:00,281,anyVehicle,25.2,carOrLightVehicle,27.0
152,4097021,2023-12-05T17:15:00.000+01:00,241,anyVehicle,39.24,carOrLightVehicle,13.0
153,4097022,2023-12-05T17:15:00.000+01:00,251,anyVehicle,18.72,carOrLightVehicle,33.0
154,4097023,2023-12-05T17:15:00.000+01:00,203,anyVehicle,21.24,carOrLightVehicle,27.0
155,4099011,2023-12-05T17:15:00.000+01:00,92,anyVehicle,34.56,carOrLightVehicle,7.0
156,4099012,2023-12-05T17:15:00.000+01:00,157,anyVehicle,30.24,carOrLightVehicle,15.0
157,4099013,2023-12-05T17:15:00.000+01:00,153,anyVehicle,27.0,carOrLightVehicle,22.0
158,4100011,2023-12-05T17:15:00.000+01:00,244,anyVehicle,52.2,carOrLightVehicle,10.0
159,4100012,2023-12-05T17:15:00.000+01:00,207,anyVehicle,56.16,carOrLightVehicle,8.0
160,4100021,2023-12-05T17:15:00.000+01:00,177,anyVehicle,55.8,carOrLightVehicle,7.0
161,4100022,2023-12-05T17:15:00.000+01:00,227,anyVehicle,59.4,carOrLightVehicle,8.0
162,4100031,2023-12-05T17:15:00.000+01:00,113,anyVehicle,56.16,carOrLightVehicle,4.0
163,4100032,2023-12-05T17:15:00.000+01:00,30,anyVehicle,55.8,carOrLightVehicle,1.0
164,4101011,2023-12-05T17:15:00.000+01:00,196,anyVehicle,49.68,carOrLightVehicle,8.0
165,4101012,2023-12-05T17:15:00.000+01:00,249,anyVehicle,51.84,carOrLightVehicle,10.0
166,4102011,2023-12-05T17:15:00.000+01:00,40,anyVehicle,55.44,carOrLightVehicle,1.0
167,4102012,2023-12-05T17:15:00.000+01:00,303,anyVehicle,54.36,carOrLightVehicle,12.0
168,4102013,2023-12-05T17:15:00.000+01:00,289,anyVehicle,56.88,carOrLightVehicle,11.0
169,4102021,2023-12-05T17:15:00.000+01:00,355,anyVehicle,38.88,carOrLightVehicle,21.0
170,4102022,2023-12-05T17:15:00.000+01:00,338,anyVehicle,43.92,carOrLightVehicle,17.0
171,4103011,2023-12-05T17:15:00.000+01:00,43,anyVehicle,47.16,carOrLightVehicle,1.0
172,4103012,2023-12-05T17:15:00.000+01:00,266,anyVehicle,44.28,carOrLightVehicle,11.0
173,4103013,2023-12-05T17:15:00.000+01:00,316,anyVehicle,47.52,carOrLightVehicle,13.0
174,4104011,2023-12-05T17:15:00.000+01:00,213,anyVehicle,54.0,carOrLightVehicle,7.0
175,4104012,2023-12-05T17:15:00.000+01:00,293,anyVehicle,56.88,carOrLightVehicle,10.0
176,4105011,2023-12-05T17:15:00.000+01:00,213,anyVehicle,51.84,carOrLightVehicle,8.0
177,4105012,2023-12-05T17:15:00.000+01:00,316,anyVehicle,54.36,carOrLightVehicle,11.0
178,4106011,2023-12-05T17:15:00.000+01:00,177,anyVehicle,45.0,carOrLightVehicle,8.0
179,4106021,2023-12-05T17:15:00.000+01:00,202,anyVehicle,44.64,carOrLightVehicle,10.0
180,4107011,2023-12-05T17:15:00.000+01:00,162,anyVehicle,54.72,carOrLightVehicle,7.0
181,4107012,2023-12-05T17:15:00.000+01:00,137,anyVehicle,58.32,carOrLightVehicle,5.0
182,4107021,2023-12-05T17:15:00.000+01:00,218,anyVehicle,47.52,carOrLightVehicle,10.0
183,4107022,2023-12-05T17:15:00.000+01:00,204,anyVehicle,50.76,carOrLightVehicle,8.0
184,4108011,2023-12-05T17:15:00.000+01:00,44,anyVehicle,40.32,carOrLightVehicle,3.0
185,4108012,2023-12-05T17:15:00.000+01:00,36,anyVehicle,41.4,carOrLightVehicle,3.0
186,4108021,2023-12-05T17:15:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
187,4108022,2023-12-05T17:15:00.000+01:00,84,anyVehicle,39.6,carOrLightVehicle,7.0
188,4110011,2023-12-05T17:15:00.000+01:00,75,anyVehicle,46.44,carOrLightVehicle,6.0
189,4110012,2023-12-05T17:15:00.000+01:00,112,anyVehicle,44.28,carOrLightVehicle,9.0
190,4110021,2023-12-05T17:15:00.000+01:00,170,anyVehicle,38.52,carOrLightVehicle,12.0
191,4110022,2023-12-05T17:15:00.000+01:00,176,anyVehicle,38.16,carOrLightVehicle,14.0
192,4111011,2023-12-05T17:15:00.000+01:00,164,anyVehicle,26.28,carOrLightVehicle,37.0
193,4111012,2023-12-05T17:15:00.000+01:00,47,anyVehicle,33.12,carOrLightVehicle,4.0
194,4111013,2023-12-05T17:15:00.000+01:00,50,anyVehicle,48.96,carOrLightVehicle,3.0
195,4111014,2023-12-05T17:15:00.000+01:00,79,anyVehicle,50.04,carOrLightVehicle,4.0
196,4112011,2023-12-05T17:15:00.000+01:00,57,anyVehicle,30.24,carOrLightVehicle,9.0
197,4112012,2023-12-05T17:15:00.000+01:00,92,anyVehicle,37.8,carOrLightVehicle,9.0
198,4115011,2023-12-05T17:15:00.000+01:00,15,anyVehicle,38.52,carOrLightVehicle,1.0
199,4115012,2023-12-05T17:15:00.000+01:00,96,anyVehicle,41.76,carOrLightVehicle,7.0
200,4118011,2023-12-05T17:15:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,100.0
201,4118012,2023-12-05T17:15:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,100.0
202,4118013,2023-12-05T17:15:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,100.0
203,4118014,2023-12-05T17:15:00.000+01:00,42,anyVehicle,32.76,carOrLightVehicle,4.0
204,4119011,2023-12-05T17:15:00.000+01:00,49,anyVehicle,0.0,carOrLightVehicle,4.0
205,4119012,2023-12-05T17:15:00.000+01:00,95,anyVehicle,0.0,carOrLightVehicle,14.0
206,4119013,2023-12-05T17:15:00.000+01:00,16,anyVehicle,0.0,carOrLightVehicle,18.0
207,4119014,2023-12-05T17:15:00.000+01:00,207,anyVehicle,0.0,carOrLightVehicle,25.0
208,4120011,2023-12-05T17:15:00.000+01:00,125,anyVehicle,41.76,carOrLightVehicle,7.0
209,4120021,2023-12-05T17:15:00.000+01:00,307,anyVehicle,39.24,carOrLightVehicle,19.0
210,4120022,2023-12-05T17:15:00.000+01:00,261,anyVehicle,49.32,carOrLightVehicle,12.0
211,4120031,2023-12-05T17:15:00.000+01:00,306,anyVehicle,24.12,carOrLightVehicle,38.0
212,4120041,2023-12-05T17:15:00.000+01:00,75,anyVehicle,37.08,carOrLightVehicle,5.0
213,4121011,2023-12-05T17:15:00.000+01:00,309,anyVehicle,42.12,carOrLightVehicle,18.0
214,4121012,2023-12-05T17:15:00.000+01:00,147,anyVehicle,40.32,carOrLightVehicle,6.0
215,4121021,2023-12-05T17:15:00.000+01:00,212,anyVehicle,51.84,carOrLightVehicle,9.0
216,4121022,2023-12-05T17:15:00.000+01:00,268,anyVehicle,53.64,carOrLightVehicle,11.0
217,4122011,2023-12-05T17:15:00.000+01:00,101,anyVehicle,50.4,carOrLightVehicle,4.0
218,4123011,2023-12-05T17:15:00.000+01:00,115,anyVehicle,42.12,carOrLightVehicle,6.0
219,4123012,2023-12-05T17:15:00.000+01:00,251,anyVehicle,43.92,carOrLightVehicle,14.0
220,4123013,2023-12-05T17:15:00.000+01:00,257,anyVehicle,49.32,carOrLightVehicle,12.0
221,4123014,2023-12-05T17:15:00.000+01:00,264,anyVehicle,47.52,carOrLightVehicle,13.0
222,4123021,2023-12-05T17:15:00.000+01:00,284,anyVehicle,42.84,carOrLightVehicle,17.0
223,4123022,2023-12-05T17:15:00.000+01:00,194,anyVehicle,44.28,carOrLightVehicle,11.0
224,4123023,2023-12-05T17:15:00.000+01:00,220,anyVehicle,42.84,carOrLightVehicle,12.0
225,4124011,2023-12-05T17:15:00.000+01:00,116,anyVehicle,47.52,carOrLightVehicle,5.0
226,4124021,2023-12-05T17:15:00.000+01:00,202,anyVehicle,44.28,carOrLightVehicle,9.0
227,4124022,2023-12-05T17:15:00.000+01:00,27,anyVehicle,50.04,carOrLightVehicle,0.0
228,4124031,2023-12-05T17:15:00.000+01:00,262,anyVehicle,43.2,carOrLightVehicle,14.0
229,4125011,2023-12-05T17:15:00.000+01:00,142,anyVehicle,32.04,carOrLightVehicle,13.0
230,4125021,2023-12-05T17:15:00.000+01:00,256,anyVehicle,36.0,carOrLightVehicle,17.0
231,4125031,2023-12-05T17:15:00.000+01:00,296,anyVehicle,42.84,carOrLightVehicle,18.0
232,4126011,2023-12-05T17:15:00.000+01:00,228,anyVehicle,48.24,carOrLightVehicle,11.0
233,4126012,2023-12-05T17:15:00.000+01:00,113,anyVehicle,48.24,carOrLightVehicle,6.0
234,4126021,2023-12-05T17:15:00.000+01:00,239,anyVehicle,48.6,carOrLightVehicle,12.0
235,4126022,2023-12-05T17:15:00.000+01:00,274,anyVehicle,52.2,carOrLightVehicle,12.0
236,4126031,2023-12-05T17:15:00.000+01:00,181,anyVehicle,39.24,carOrLightVehicle,11.0
237,4127011,2023-12-05T17:15:00.000+01:00,42,anyVehicle,27.72,carOrLightVehicle,2.0
238,4127021,2023-12-05T17:15:00.000+01:00,384,anyVehicle,30.6,carOrLightVehicle,31.0
239,4127022,2023-12-05T17:15:00.000+01:00,396,anyVehicle,36.0,carOrLightVehicle,25.0
240,4127031,2023-12-05T17:15:00.000+01:00,294,anyVehicle,24.84,carOrLightVehicle,36.0
241,4127032,2023-12-05T17:15:00.000+01:00,347,anyVehicle,25.92,carOrLightVehicle,33.0
242,4127041,2023-12-05T17:15:00.000+01:00,50,anyVehicle,45.72,carOrLightVehicle,2.0
243,4128011,2023-12-05T17:15:00.000+01:00,175,anyVehicle,27.0,carOrLightVehicle,17.0
244,4128021,2023-12-05T17:15:00.000+01:00,144,anyVehicle,28.44,carOrLightVehicle,20.0
245,4129011,2023-12-05T17:15:00.000+01:00,51,anyVehicle,33.12,carOrLightVehicle,3.0
246,4129012,2023-12-05T17:15:00.000+01:00,183,anyVehicle,35.64,carOrLightVehicle,11.0
247,4129021,2023-12-05T17:15:00.000+01:00,63,anyVehicle,33.84,carOrLightVehicle,5.0
248,4129022,2023-12-05T17:15:00.000+01:00,166,anyVehicle,39.24,carOrLightVehicle,9.0
249,4130011,2023-12-05T17:15:00.000+01:00,175,anyVehicle,45.0,carOrLightVehicle,8.0
250,4130021,2023-12-05T17:15:00.000+01:00,125,anyVehicle,48.96,carOrLightVehicle,5.0
251,4131011,2023-12-05T17:15:00.000+01:00,168,anyVehicle,52.2,carOrLightVehicle,6.0
252,4131012,2023-12-05T17:15:00.000+01:00,94,anyVehicle,62.64,carOrLightVehicle,3.0
253,4131021,2023-12-05T17:15:00.000+01:00,161,anyVehicle,58.32,carOrLightVehicle,6.0
254,4131022,2023-12-05T17:15:00.000+01:00,70,anyVehicle,64.44,carOrLightVehicle,2.0
255,4132011,2023-12-05T17:15:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
256,4132012,2023-12-05T17:15:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
257,4132013,2023-12-05T17:15:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
258,4132014,2023-12-05T17:15:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
259,4132021,2023-12-05T17:15:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
260,4132022,2023-12-05T17:15:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
261,4132023,2023-12-05T17:15:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
262,4132024,2023-12-05T17:15:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
263,4132025,2023-12-05T17:15:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
264,4133011,2023-12-05T17:15:00.000+01:00,99,anyVehicle,38.52,carOrLightVehicle,5.0
265,4133012,2023-12-05T17:15:00.000+01:00,118,anyVehicle,38.52,carOrLightVehicle,6.0
266,4133021,2023-12-05T17:15:00.000+01:00,93,anyVehicle,37.08,carOrLightVehicle,5.0
