coordinate_id,distance_to_road,road_id,geom,origin_junction_id,origin_destination_id,road_key,kilometers,travel_time
2574,404.28764765584356,"RoadId(start=21324383, end=21324378, key=0)","LINESTRING (1285068.6283618957 6131324.89454719, 1285041.0211281788 6131317.186546451, 1285011.6439145587 6131305.040619973, 1284964.3442629206 6131278.046026397, 1284939.1303982558 6131258.776142985, 1284916.966687639 6131237.0871485965, 1284895.248254985 6131213.846617889, 1284861.3069422422 6131164.713040217, 1284826.0965873043 6131113.744550425)",21324383,21324378,0,0.22069400000000003,15.9
2575,403.4675820341242,"RoadId(start=21324383, end=21324378, key=0)","LINESTRING (1285068.6283618957 6131324.89454719, 1285041.0211281788 6131317.186546451, 1285011.6439145587 6131305.040619973, 1284964.3442629206 6131278.046026397, 1284939.1303982558 6131258.776142985, 1284916.966687639 6131237.0871485965, 1284895.248254985 6131213.846617889, 1284861.3069422422 6131164.713040217, 1284826.0965873043 6131113.744550425)",21324383,21324378,0,0.22069400000000003,15.9
2576,372.06377576789964,"RoadId(start=21326676, end=21324383, key=0)","LINESTRING (1285350.188749959 6131293.512016137, 1285326.8450527398 6131300.235642827, 1285251.5819450144 6131321.941481152, 1285204.671911594 6131332.218822717, 1285159.5541219756 6131335.505572543, 1285136.878341701 6131335.739148721, 1285113.9019988012 6131333.30328318, 1285068.6283618957 6131324.89454719)",21326676,21324383,0,0.191756,13.8
2577,477.12041776732,"RoadId(start=21326677, end=21326676, key=0)","LINESTRING (1285699.9768539297 6131185.96807453, 1285687.3309597755 6131189.655177692, 1285541.6248782764 6131234.7347302, 1285479.3527551265 6131253.804353265, 1285371.896050664 6131286.838446478, 1285366.307812226 6131288.556890169, 1285350.188749959 6131293.512016137)",21326677,21326676,0,0.2439,17.6
2578,2.050653486387441,"RoadId(start=444563, end=21324398, key=0)","LINESTRING (1282328.0204222088 6131906.401458103, 1282263.5107772942 6131929.710609277, 1282190.8414137044 6131965.550430075, 1282155.0967252105 6131986.890878798, 1282093.4813870564 6132027.653119065, 1282050.901681828 6132062.10845917, 1282018.8639323777 6132089.5059762625, 1281970.484481679 6132136.6259061955, 1281946.1500409916 6132161.937958623, 1281907.3329345519 6132206.955887378, 1281868.7050712467 6132245.099506691, 1281753.4782663267 6132361.383531281, 1281732.0047365527 6132383.392408754, 1281708.226893319 6132407.770768945, 1281689.692198102 6132426.943121511, 1281671.2354265286 6132446.632788498, 1281666.6935913041 6132452.823362645, 1281661.361387695 6132459.6813893635, 1281657.2982262813 6132464.353527501, 1281650.819431917 6132471.7955813715, 1281638.2848572535 6132484.260201782)",444563,21324398,0,0.6069,43.7
2579,2.4406923894890826,"RoadId(start=444563, end=21324398, key=0)","LINESTRING (1282328.0204222088 6131906.401458103, 1282263.5107772942 6131929.710609277, 1282190.8414137044 6131965.550430075, 1282155.0967252105 6131986.890878798, 1282093.4813870564 6132027.653119065, 1282050.901681828 6132062.10845917, 1282018.8639323777 6132089.5059762625, 1281970.484481679 6132136.6259061955, 1281946.1500409916 6132161.937958623, 1281907.3329345519 6132206.955887378, 1281868.7050712467 6132245.099506691, 1281753.4782663267 6132361.383531281, 1281732.0047365527 6132383.392408754, 1281708.226893319 6132407.770768945, 1281689.692198102 6132426.943121511, 1281671.2354265286 6132446.632788498, 1281666.6935913041 6132452.823362645, 1281661.361387695 6132459.6813893635, 1281657.2982262813 6132464.353527501, 1281650.819431917 6132471.7955813715, 1281638.2848572535 6132484.260201782)",444563,21324398,0,0.6069,43.7
2580,2.701307093823574,"RoadId(start=444564, end=444566, key=0)","LINESTRING (1281444.8449781023 6132574.016016272, 1281463.7804234861 6132560.316471563, 1281517.78150847 6132537.806548621, 1281536.6946899558 6132529.313197967, 1281555.1848573764 6132519.918794384, 1281574.187094455 6132508.4719861895, 1281589.471260541 6132497.375605099, 1281611.9911935283 6132476.38429494, 1281621.4310863474 6132467.590653278)",444564,444566,0,0.138679,10.0
2581,2.00238908434722,"RoadId(start=444564, end=444566, key=0)","LINESTRING (1281444.8449781023 6132574.016016272, 1281463.7804234861 6132560.316471563, 1281517.78150847 6132537.806548621, 1281536.6946899558 6132529.313197967, 1281555.1848573764 6132519.918794384, 1281574.187094455 6132508.4719861895, 1281589.471260541 6132497.375605099, 1281611.9911935283 6132476.38429494, 1281621.4310863474 6132467.590653278)",444564,444566,0,0.138679,10.0
2582,25.21280462403074,"RoadId(start=444563, end=21324398, key=0)","LINESTRING (1282328.0204222088 6131906.401458103, 1282263.5107772942 6131929.710609277, 1282190.8414137044 6131965.550430075, 1282155.0967252105 6131986.890878798, 1282093.4813870564 6132027.653119065, 1282050.901681828 6132062.10845917, 1282018.8639323777 6132089.5059762625, 1281970.484481679 6132136.6259061955, 1281946.1500409916 6132161.937958623, 1281907.3329345519 6132206.955887378, 1281868.7050712467 6132245.099506691, 1281753.4782663267 6132361.383531281, 1281732.0047365527 6132383.392408754, 1281708.226893319 6132407.770768945, 1281689.692198102 6132426.943121511, 1281671.2354265286 6132446.632788498, 1281666.6935913041 6132452.823362645, 1281661.361387695 6132459.6813893635, 1281657.2982262813 6132464.353527501, 1281650.819431917 6132471.7955813715, 1281638.2848572535 6132484.260201782)",444563,21324398,0,0.6069,43.7
2583,6.1308258606750785,"RoadId(start=444563, end=21324398, key=0)","LINESTRING (1282328.0204222088 6131906.401458103, 1282263.5107772942 6131929.710609277, 1282190.8414137044 6131965.550430075, 1282155.0967252105 6131986.890878798, 1282093.4813870564 6132027.653119065, 1282050.901681828 6132062.10845917, 1282018.8639323777 6132089.5059762625, 1281970.484481679 6132136.6259061955, 1281946.1500409916 6132161.937958623, 1281907.3329345519 6132206.955887378, 1281868.7050712467 6132245.099506691, 1281753.4782663267 6132361.383531281, 1281732.0047365527 6132383.392408754, 1281708.226893319 6132407.770768945, 1281689.692198102 6132426.943121511, 1281671.2354265286 6132446.632788498, 1281666.6935913041 6132452.823362645, 1281661.361387695 6132459.6813893635, 1281657.2982262813 6132464.353527501, 1281650.819431917 6132471.7955813715, 1281638.2848572535 6132484.260201782)",444563,21324398,0,0.6069,43.7
2584,3.1184403903877707,"RoadId(start=4956834108, end=374110738, key=0)","LINESTRING (1288562.3794484935 6132705.506062103, 1288559.919287747 6132727.482450731, 1288559.4072180893 6132731.737566665, 1288557.7262937783 6132747.106061826, 1288556.6019669212 6132758.8869247865, 1288548.15281757 6132851.64927186, 1288530.5532060757 6133033.405645762, 1288526.7794753376 6133073.388560869, 1288524.2413909475 6133100.088441214, 1288523.406494767 6133108.79929519, 1288522.1040567246 6133121.38165547)",4956834108,374110738,0,0.278421,20.0
2585,3.458447258322598,"RoadId(start=374110738, end=1954434, key=0)","LINESTRING (1288522.1040567246 6133121.38165547, 1288519.5882362325 6133121.231468037, 1288505.8291471703 6133120.797593243, 1288500.252040682 6133120.614030838, 1288495.3539830868 6133120.463843417, 1288472.399904085 6133120.664093312, 1288454.1546395442 6133122.83346746, 1288431.4565953717 6133127.823030091, 1288419.4563542642 6133130.776719038)",374110738,1954434,0,0.069095,5.0
